timestamp,beats per minute,data source
2021-08-03T00:00:02Z,73.0,Charge 4
2021-08-03T00:00:08Z,73.0,Charge 4
2021-08-03T00:00:13Z,75.0,Charge 4
2021-08-03T00:00:18Z,76.0,Charge 4
2021-08-03T00:00:23Z,75.0,Charge 4
2021-08-03T00:00:28Z,74.0,Charge 4
2021-08-03T00:00:33Z,73.0,Charge 4
2021-08-03T00:00:38Z,71.0,Charge 4
2021-08-03T00:00:53Z,72.0,Charge 4
2021-08-03T00:00:58Z,71.0,Charge 4
2021-08-03T00:01:03Z,72.0,Charge 4
2021-08-03T00:01:08Z,73.0,Charge 4
2021-08-03T00:01:13Z,73.0,Charge 4
2021-08-03T00:01:23Z,74.0,Charge 4
2021-08-03T00:01:28Z,79.0,Charge 4
2021-08-03T00:01:33Z,80.0,Charge 4
2021-08-03T00:01:38Z,76.0,Charge 4
2021-08-03T00:01:43Z,73.0,Charge 4
2021-08-03T00:01:48Z,72.0,Charge 4
2021-08-03T00:01:53Z,71.0,Charge 4
2021-08-03T00:02:03Z,72.0,Charge 4
2021-08-03T00:02:08Z,73.0,Charge 4
2021-08-03T00:02:13Z,74.0,Charge 4
2021-08-03T00:02:23Z,74.0,Charge 4
2021-08-03T00:02:28Z,75.0,Charge 4
2021-08-03T00:02:33Z,73.0,Charge 4
2021-08-03T00:02:48Z,73.0,Charge 4
2021-08-03T00:02:50Z,74.0,Charge 4
2021-08-03T00:02:55Z,76.0,Charge 4
2021-08-03T00:03:00Z,78.0,Charge 4
2021-08-03T00:03:05Z,79.0,Charge 4
2021-08-03T00:03:15Z,77.0,Charge 4
2021-08-03T00:03:20Z,75.0,Charge 4
2021-08-03T00:03:25Z,73.0,Charge 4
2021-08-03T00:03:35Z,74.0,Charge 4
2021-08-03T00:03:40Z,75.0,Charge 4
2021-08-03T00:03:45Z,74.0,Charge 4
2021-08-03T00:04:00Z,74.0,Charge 4
2021-08-03T00:04:05Z,75.0,Charge 4
2021-08-03T00:04:15Z,76.0,Charge 4
2021-08-03T00:04:20Z,78.0,Charge 4
