start time,end time,data source
2022-09-17T08:28:00Z,2022-09-17T09:09:00Z,Fitbit App
2022-09-17T09:25:00Z,2022-09-17T09:57:00Z,Fitbit App
2022-09-17T10:01:00Z,2022-09-17T10:56:00Z,Fitbit App
2022-09-17T10:57:00Z,2022-09-17T12:54:00Z,Fitbit App
2022-09-17T12:57:00Z,2022-09-17T13:21:00Z,Fitbit App
2022-09-17T13:25:00Z,2022-09-17T13:48:00Z,Fitbit App
2022-09-17T13:49:00Z,2022-09-17T14:15:00Z,Fitbit App
2022-09-17T14:16:00Z,2022-09-17T15:06:00Z,Fitbit App
2022-09-17T15:14:00Z,2022-09-17T15:34:00Z,Fitbit App
2022-09-17T16:39:00Z,2022-09-17T17:02:00Z,Fitbit App
2022-09-17T17:16:00Z,2022-09-17T17:30:00Z,Fitbit App
2022-09-17T17:31:00Z,2022-09-17T18:03:00Z,Fitbit App
2022-09-17T18:04:00Z,2022-09-17T18:39:00Z,Fitbit App
2022-09-17T18:40:00Z,2022-09-17T19:33:00Z,Fitbit App
2022-09-17T19:34:00Z,2022-09-17T20:44:00Z,Fitbit App
2022-09-17T20:46:00Z,2022-09-17T22:00:00Z,Fitbit App
2022-09-17T22:00:00Z,2022-09-17T23:04:00Z,Fitbit App
2022-09-17T23:05:00Z,2022-09-17T23:24:00Z,Fitbit App
