start time,end time,data source
2024-05-14T04:50:00Z,2024-05-14T05:06:00Z,Fitbit App
2024-05-14T05:28:00Z,2024-05-14T05:55:00Z,Fitbit App
2024-05-14T06:11:00Z,2024-05-14T08:04:00Z,Fitbit App
2024-05-14T08:05:00Z,2024-05-14T09:36:00Z,Fitbit App
2024-05-14T10:09:00Z,2024-05-14T10:19:00Z,Fitbit App
2024-05-14T10:22:00Z,2024-05-14T10:32:00Z,Fitbit App
2024-05-14T10:35:00Z,2024-05-14T11:09:00Z,Fitbit App
2024-05-14T11:38:00Z,2024-05-14T12:05:00Z,Fitbit App
2024-05-14T12:50:00Z,2024-05-14T13:21:00Z,Fitbit App
2024-05-14T13:37:00Z,2024-05-14T14:24:00Z,Fitbit App
2024-05-14T14:55:00Z,2024-05-14T15:06:00Z,Fitbit App
2024-05-14T16:03:00Z,2024-05-14T16:13:00Z,Fitbit App
2024-05-14T16:43:00Z,2024-05-14T17:01:00Z,Fitbit App
2024-05-14T17:12:00Z,2024-05-14T17:27:00Z,Fitbit App
2024-05-14T17:29:00Z,2024-05-14T17:42:00Z,Fitbit App
2024-05-14T17:53:00Z,2024-05-14T18:03:00Z,Fitbit App
2024-05-14T18:43:00Z,2024-05-14T18:56:00Z,Fitbit App
2024-05-14T19:26:00Z,2024-05-14T19:37:00Z,Fitbit App
2024-05-14T20:24:00Z,2024-05-14T22:00:00Z,Fitbit App
2024-05-14T22:00:00Z,2024-05-14T22:22:00Z,Fitbit App
