start time,end time,data source
2021-02-26T07:27:00Z,2021-02-26T08:34:00Z,Fitbit App
2021-02-26T08:35:00Z,2021-02-26T10:22:00Z,Fitbit App
2021-02-26T10:23:00Z,2021-02-26T10:57:00Z,Fitbit App
2021-02-26T12:11:00Z,2021-02-26T12:22:00Z,Fitbit App
2021-02-26T12:37:00Z,2021-02-26T13:13:00Z,Fitbit App
2021-02-26T13:17:00Z,2021-02-26T13:32:00Z,Fitbit App
2021-02-26T13:33:00Z,2021-02-26T14:15:00Z,Fitbit App
2021-02-26T14:28:00Z,2021-02-26T15:19:00Z,Fitbit App
2021-02-26T15:20:00Z,2021-02-26T15:32:00Z,Fitbit App
2021-02-26T15:46:00Z,2021-02-26T17:11:00Z,Fitbit App
2021-02-26T18:08:00Z,2021-02-26T18:52:00Z,Fitbit App
