timestamp,heart rate zone type,kcal,data source
2021-05-01T00:00:00Z,LIGHT,1.2904,Fitbit App
2021-05-01T00:01:00Z,LIGHT,1.29039,Fitbit App
2021-05-01T00:02:00Z,LIGHT,1.4194180000000003,Fitbit App
2021-05-01T00:03:00Z,LIGHT,1.29037,Fitbit App
2021-05-01T00:04:00Z,LIGHT,1.29036,Fitbit App
2021-05-01T00:05:00Z,LIGHT,1.29035,Fitbit App
2021-05-01T00:06:00Z,LIGHT,1.29034,Fitbit App
2021-05-01T00:07:00Z,LIGHT,1.29033,Fitbit App
2021-05-01T00:08:00Z,LIGHT,1.29031,Fitbit App
2021-05-01T00:09:00Z,LIGHT,1.29031,Fitbit App
2021-05-01T00:10:00Z,LIGHT,1.29029,Fitbit App
2021-05-01T00:11:00Z,LIGHT,1.29028,Fitbit App
2021-05-01T00:12:00Z,LIGHT,1.29027,Fitbit App
2021-05-01T00:13:00Z,LIGHT,1.29026,Fitbit App
2021-05-01T00:14:00Z,LIGHT,1.29025,Fitbit App
2021-05-01T00:15:00Z,LIGHT,1.29024,Fitbit App
2021-05-01T00:16:00Z,LIGHT,1.29023,Fitbit App
2021-05-01T00:17:00Z,LIGHT,1.29022,Fitbit App
2021-05-01T00:18:00Z,LIGHT,1.29021,Fitbit App
2021-05-01T00:19:00Z,LIGHT,1.2902,Fitbit App
2021-05-01T00:20:00Z,LIGHT,1.29018,Fitbit App
2021-05-01T00:21:00Z,LIGHT,1.29018,Fitbit App
2021-05-01T00:22:00Z,LIGHT,1.29016,Fitbit App
2021-05-01T00:23:00Z,LIGHT,1.29015,Fitbit App
2021-05-01T00:24:00Z,LIGHT,1.29014,Fitbit App
2021-05-01T00:25:00Z,LIGHT,1.29013,Fitbit App
2021-05-01T00:26:00Z,LIGHT,1.29012,Fitbit App
2021-05-01T00:27:00Z,LIGHT,1.29011,Fitbit App
2021-05-01T00:28:00Z,LIGHT,1.2901,Fitbit App
2021-05-01T00:29:00Z,LIGHT,1.29009,Fitbit App
2021-05-01T00:30:00Z,LIGHT,1.29008,Fitbit App
2021-05-01T00:31:00Z,LIGHT,1.29006,Fitbit App
2021-05-01T00:32:00Z,LIGHT,1.29006,Fitbit App
2021-05-01T00:33:00Z,LIGHT,1.29004,Fitbit App
2021-05-01T00:34:00Z,LIGHT,1.29004,Fitbit App
2021-05-01T00:35:00Z,LIGHT,1.29002,Fitbit App
2021-05-01T00:36:00Z,LIGHT,1.29002,Fitbit App
2021-05-01T00:37:00Z,LIGHT,1.29,Fitbit App
2021-05-01T00:38:00Z,LIGHT,1.29,Fitbit App
2021-05-01T00:39:00Z,LIGHT,1.28998,Fitbit App
2021-05-01T00:40:00Z,LIGHT,1.28997,Fitbit App
2021-05-01T00:41:00Z,LIGHT,1.28996,Fitbit App
2021-05-01T00:42:00Z,LIGHT,1.28995,Fitbit App
2021-05-01T00:43:00Z,LIGHT,1.28994,Fitbit App
