timestamp,steps,data source
2022-01-01T00:00:00Z,44,Charge 4
2022-01-01T00:01:00Z,37,Charge 4
2022-01-01T00:02:00Z,34,Charge 4
2022-01-01T00:03:00Z,9,Charge 4
2022-01-01T00:04:00Z,20,Charge 4
2022-01-01T00:05:00Z,18,Charge 4
2022-01-01T00:09:00Z,6,Charge 4
2022-01-01T00:16:00Z,6,Charge 4
2022-01-01T00:19:00Z,36,Charge 4
2022-01-01T00:20:00Z,8,Charge 4
2022-01-01T00:21:00Z,41,Charge 4
2022-01-01T00:22:00Z,14,Charge 4
2022-01-01T00:24:00Z,9,Charge 4
2022-01-01T00:26:00Z,6,Charge 4
2022-01-01T00:27:00Z,36,Charge 4
2022-01-01T00:28:00Z,44,Charge 4
2022-01-01T00:29:00Z,17,Charge 4
2022-01-01T00:31:00Z,7,Charge 4
2022-01-01T00:32:00Z,21,Charge 4
2022-01-01T00:33:00Z,23,Charge 4
2022-01-01T00:34:00Z,9,Charge 4
2022-01-01T00:36:00Z,36,Charge 4
2022-01-01T00:40:00Z,9,Charge 4
2022-01-01T00:41:00Z,9,Charge 4
2022-01-01T00:42:00Z,38,Charge 4
2022-01-01T00:43:00Z,59,Charge 4
2022-01-01T00:44:00Z,61,Charge 4
2022-01-01T00:45:00Z,23,Charge 4
2022-01-01T00:46:00Z,36,Charge 4
2022-01-01T00:47:00Z,36,Charge 4
2022-01-01T00:48:00Z,21,Charge 4
2022-01-01T00:49:00Z,19,Charge 4
2022-01-01T00:51:00Z,22,Charge 4
2022-01-01T00:54:00Z,4,Charge 4
2022-01-01T01:02:00Z,8,Charge 4
2022-01-01T01:11:00Z,12,Charge 4
2022-01-01T01:24:00Z,9,Charge 4
2022-01-01T01:26:00Z,11,Charge 4
2022-01-01T01:27:00Z,2,Charge 4
2022-01-01T01:28:00Z,27,Charge 4
2022-01-01T01:29:00Z,7,Charge 4
2022-01-01T01:30:00Z,10,Charge 4
2022-01-01T01:32:00Z,15,Charge 4
2022-01-01T01:46:00Z,6,Charge 4
2022-01-01T01:47:00Z,15,Charge 4
2022-01-01T02:01:00Z,23,Charge 4
2022-01-01T02:02:00Z,7,Charge 4
2022-01-01T02:12:00Z,33,Charge 4
2022-01-01T02:13:00Z,6,Charge 4
2022-01-01T02:16:00Z,41,Charge 4
2022-01-01T02:18:00Z,47,Charge 4
2022-01-01T02:19:00Z,6,Charge 4
2022-01-01T02:22:00Z,10,Charge 4
2022-01-01T02:24:00Z,40,Charge 4
2022-01-01T02:27:00Z,59,Charge 4
2022-01-01T02:28:00Z,14,Charge 4
2022-01-01T02:29:00Z,13,Charge 4
2022-01-01T02:30:00Z,24,Charge 4
2022-01-01T02:43:00Z,7,Charge 4
2022-01-01T02:56:00Z,4,Charge 4
2022-01-01T02:57:00Z,10,Charge 4
2022-01-01T02:58:00Z,4,Charge 4
2022-01-01T02:59:00Z,1,Charge 4
2022-01-01T03:17:00Z,9,Charge 4
2022-01-01T03:18:00Z,9,Charge 4
2022-01-01T03:26:00Z,26,Charge 4
2022-01-01T03:32:00Z,6,Charge 4
2022-01-01T03:33:00Z,17,Charge 4
2022-01-01T03:58:00Z,15,Charge 4
2022-01-01T04:03:00Z,7,Charge 4
2022-01-01T04:04:00Z,23,Charge 4
2022-01-01T04:05:00Z,11,Charge 4
2022-01-01T04:10:00Z,6,Charge 4
2022-01-01T04:11:00Z,22,Charge 4
2022-01-01T04:12:00Z,8,Charge 4
2022-01-01T04:13:00Z,23,Charge 4
2022-01-01T04:37:00Z,10,Charge 4
2022-01-01T04:53:00Z,18,Charge 4
2022-01-01T04:54:00Z,11,Charge 4
2022-01-01T04:55:00Z,14,Charge 4
2022-01-01T04:56:00Z,10,Charge 4
2022-01-01T04:57:00Z,4,Charge 4
2022-01-01T04:58:00Z,18,Charge 4
2022-01-01T05:01:00Z,59,Charge 4
2022-01-01T05:03:00Z,16,Charge 4
2022-01-01T05:04:00Z,4,Charge 4
2022-01-01T05:06:00Z,6,Charge 4
2022-01-01T05:07:00Z,16,Charge 4
2022-01-01T05:09:00Z,9,Charge 4
2022-01-01T05:10:00Z,24,Charge 4
2022-01-01T05:11:00Z,20,Charge 4
2022-01-01T05:12:00Z,63,Charge 4
2022-01-01T05:13:00Z,36,Charge 4
2022-01-01T05:24:00Z,8,Charge 4
2022-01-01T05:31:00Z,10,Charge 4
2022-01-01T05:32:00Z,94,Charge 4
2022-01-01T05:41:00Z,17,Charge 4
2022-01-01T05:49:00Z,12,Charge 4
2022-01-01T05:50:00Z,18,Charge 4
2022-01-01T06:28:00Z,7,Charge 4
2022-01-01T06:29:00Z,9,Charge 4
2022-01-01T06:30:00Z,8,Charge 4
2022-01-01T07:17:00Z,8,Charge 4
2022-01-01T07:31:00Z,10,Charge 4
2022-01-01T07:43:00Z,12,Charge 4
2022-01-01T07:44:00Z,16,Charge 4
2022-01-01T07:45:00Z,19,Charge 4
2022-01-01T07:59:00Z,6,Charge 4
2022-01-01T08:05:00Z,29,Charge 4
2022-01-01T08:06:00Z,4,Charge 4
2022-01-01T08:49:00Z,4,Charge 4
2022-01-01T10:27:00Z,8,Charge 4
2022-01-01T11:08:00Z,8,Charge 4
2022-01-01T14:32:00Z,6,Charge 4
2022-01-01T15:36:00Z,9,Charge 4
2022-01-01T15:37:00Z,36,Charge 4
2022-01-01T15:51:00Z,18,Charge 4
2022-01-01T15:56:00Z,8,Charge 4
2022-01-01T16:07:00Z,7,Charge 4
2022-01-01T16:14:00Z,10,Charge 4
2022-01-01T16:16:00Z,7,Charge 4
2022-01-01T16:39:00Z,4,Charge 4
2022-01-01T16:40:00Z,16,Charge 4
2022-01-01T16:51:00Z,4,Charge 4
2022-01-01T16:52:00Z,8,Charge 4
2022-01-01T16:56:00Z,10,Charge 4
2022-01-01T16:57:00Z,20,Charge 4
2022-01-01T16:59:00Z,20,Charge 4
2022-01-01T17:57:00Z,24,Charge 4
2022-01-01T17:58:00Z,14,Charge 4
2022-01-01T17:59:00Z,13,Charge 4
2022-01-01T18:20:00Z,18,Charge 4
2022-01-01T19:02:00Z,15,Charge 4
2022-01-01T19:03:00Z,3,Charge 4
2022-01-01T19:04:00Z,14,Charge 4
2022-01-01T19:27:00Z,20,Charge 4
2022-01-01T19:38:00Z,8,Charge 4
2022-01-01T19:40:00Z,30,Charge 4
2022-01-01T19:51:00Z,13,Charge 4
2022-01-01T20:17:00Z,23,Charge 4
2022-01-01T20:18:00Z,33,Charge 4
2022-01-01T20:19:00Z,19,Charge 4
2022-01-01T20:20:00Z,9,Charge 4
2022-01-01T20:21:00Z,66,Charge 4
2022-01-01T20:22:00Z,21,Charge 4
2022-01-01T20:23:00Z,8,Charge 4
2022-01-01T20:25:00Z,68,Charge 4
2022-01-01T20:26:00Z,29,Charge 4
2022-01-01T20:27:00Z,61,Charge 4
2022-01-01T20:29:00Z,24,Charge 4
2022-01-01T20:31:00Z,24,Charge 4
2022-01-01T20:33:00Z,15,Charge 4
2022-01-01T20:35:00Z,49,Charge 4
2022-01-01T20:36:00Z,81,Charge 4
2022-01-01T20:37:00Z,102,Charge 4
2022-01-01T20:38:00Z,104,Charge 4
2022-01-01T20:39:00Z,100,Charge 4
2022-01-01T20:40:00Z,105,Charge 4
2022-01-01T20:41:00Z,107,Charge 4
2022-01-01T20:42:00Z,93,Charge 4
2022-01-01T20:43:00Z,38,Charge 4
2022-01-01T20:44:00Z,74,Charge 4
2022-01-01T20:45:00Z,21,Charge 4
2022-01-01T20:46:00Z,59,Charge 4
2022-01-01T20:47:00Z,10,Charge 4
2022-01-01T20:48:00Z,36,Charge 4
2022-01-01T20:49:00Z,70,Charge 4
2022-01-01T20:50:00Z,78,Charge 4
2022-01-01T20:51:00Z,61,Charge 4
2022-01-01T20:52:00Z,88,Charge 4
2022-01-01T20:53:00Z,98,Charge 4
2022-01-01T20:54:00Z,100,Charge 4
2022-01-01T20:55:00Z,99,Charge 4
2022-01-01T20:56:00Z,102,Charge 4
2022-01-01T20:57:00Z,106,Charge 4
2022-01-01T20:58:00Z,92,Charge 4
2022-01-01T20:59:00Z,56,Charge 4
2022-01-01T21:00:00Z,34,Charge 4
2022-01-01T21:01:00Z,36,Charge 4
2022-01-01T21:02:00Z,26,Charge 4
2022-01-01T21:03:00Z,10,Charge 4
2022-01-01T21:07:00Z,7,Charge 4
2022-01-01T21:09:00Z,19,Charge 4
2022-01-01T21:18:00Z,9,Charge 4
2022-01-01T21:20:00Z,9,Charge 4
2022-01-01T21:21:00Z,8,Charge 4
2022-01-01T21:22:00Z,45,Charge 4
2022-01-01T21:26:00Z,64,Charge 4
2022-01-01T21:27:00Z,54,Charge 4
2022-01-01T21:28:00Z,57,Charge 4
2022-01-01T21:29:00Z,42,Charge 4
2022-01-01T21:30:00Z,35,Charge 4
2022-01-01T21:31:00Z,74,Charge 4
2022-01-01T21:32:00Z,20,Charge 4
2022-01-01T21:35:00Z,15,Charge 4
2022-01-01T21:36:00Z,28,Charge 4
2022-01-01T21:37:00Z,18,Charge 4
2022-01-01T21:38:00Z,29,Charge 4
2022-01-01T21:39:00Z,27,Charge 4
2022-01-01T21:41:00Z,26,Charge 4
2022-01-01T21:42:00Z,16,Charge 4
2022-01-01T21:45:00Z,11,Charge 4
2022-01-01T21:52:00Z,4,Charge 4
2022-01-01T21:53:00Z,7,Charge 4
2022-01-01T21:55:00Z,26,Charge 4
2022-01-01T22:34:00Z,11,Charge 4
2022-01-01T22:36:00Z,7,Charge 4
2022-01-01T22:59:00Z,4,Charge 4
2022-01-01T23:07:00Z,10,Charge 4
2022-01-01T23:11:00Z,8,Charge 4
2022-01-01T23:12:00Z,39,Charge 4
2022-01-01T23:32:00Z,23,Charge 4
2022-01-01T23:33:00Z,8,Charge 4
2022-01-02T00:07:00Z,35,Charge 4
2022-01-02T00:09:00Z,6,Charge 4
2022-01-02T00:10:00Z,12,Charge 4
2022-01-02T00:21:00Z,8,Charge 4
2022-01-02T00:25:00Z,27,Charge 4
2022-01-02T00:26:00Z,25,Charge 4
2022-01-02T00:27:00Z,36,Charge 4
2022-01-02T00:28:00Z,7,Charge 4
2022-01-02T00:29:00Z,6,Charge 4
2022-01-02T00:30:00Z,19,Charge 4
2022-01-02T00:31:00Z,8,Charge 4
2022-01-02T00:38:00Z,7,Charge 4
2022-01-02T00:39:00Z,1,Charge 4
2022-01-02T00:56:00Z,6,Charge 4
2022-01-02T00:58:00Z,15,Charge 4
2022-01-02T01:05:00Z,23,Charge 4
2022-01-02T01:07:00Z,7,Charge 4
2022-01-02T01:08:00Z,13,Charge 4
2022-01-02T01:09:00Z,33,Charge 4
2022-01-02T01:10:00Z,31,Charge 4
2022-01-02T01:11:00Z,15,Charge 4
2022-01-02T01:12:00Z,15,Charge 4
2022-01-02T01:28:00Z,9,Charge 4
2022-01-02T01:29:00Z,52,Charge 4
2022-01-02T01:30:00Z,1,Charge 4
2022-01-02T01:46:00Z,18,Charge 4
2022-01-02T01:53:00Z,14,Charge 4
2022-01-02T01:58:00Z,18,Charge 4
2022-01-02T01:59:00Z,12,Charge 4
2022-01-02T02:05:00Z,12,Charge 4
2022-01-02T02:07:00Z,21,Charge 4
2022-01-02T02:12:00Z,17,Charge 4
2022-01-02T02:15:00Z,8,Charge 4
2022-01-02T02:28:00Z,9,Charge 4
2022-01-02T02:32:00Z,11,Charge 4
2022-01-02T02:35:00Z,8,Charge 4
2022-01-02T02:36:00Z,8,Charge 4
2022-01-02T02:50:00Z,20,Charge 4
2022-01-02T02:51:00Z,11,Charge 4
2022-01-02T02:52:00Z,7,Charge 4
2022-01-02T02:54:00Z,33,Charge 4
2022-01-02T02:55:00Z,19,Charge 4
2022-01-02T02:56:00Z,11,Charge 4
2022-01-02T02:57:00Z,6,Charge 4
2022-01-02T03:21:00Z,11,Charge 4
2022-01-02T03:22:00Z,16,Charge 4
2022-01-02T03:24:00Z,10,Charge 4
2022-01-02T03:25:00Z,17,Charge 4
2022-01-02T03:27:00Z,25,Charge 4
2022-01-02T03:28:00Z,20,Charge 4
2022-01-02T04:03:00Z,10,Charge 4
2022-01-02T04:05:00Z,25,Charge 4
2022-01-02T04:06:00Z,65,Charge 4
2022-01-02T04:07:00Z,29,Charge 4
2022-01-02T04:08:00Z,6,Charge 4
2022-01-02T04:11:00Z,8,Charge 4
2022-01-02T04:12:00Z,44,Charge 4
2022-01-02T04:24:00Z,10,Charge 4
2022-01-02T04:37:00Z,12,Charge 4
