timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2021-07-02T00:00:00Z,96.1,94.5,97.8,0.0,0.0,Charge 4
2021-07-03T00:00:00Z,96.8,95.0,99.1,0.0,0.0,Charge 4
2021-07-05T00:00:00Z,96.4,94.6,97.8,0.0,0.0,Charge 4
2021-07-06T00:00:00Z,95.6,92.7,98.5,0.0,0.0,Charge 4
2021-07-07T00:00:00Z,96.1,94.6,97.6,0.0,0.0,Charge 4
2021-07-08T00:00:00Z,97.2,95.3,99.9,0.0,0.0,Charge 4
2021-07-09T00:00:00Z,93.5,90.2,98.7,96.0,1.2,Charge 4
2021-07-10T00:00:00Z,94.8,90.3,98.4,95.8,1.2,Charge 4
2021-07-11T00:00:00Z,96.1,92.5,98.8,95.8,1.1,Charge 4
2021-07-12T00:00:00Z,94.5,92.7,96.4,95.7,1.1,Charge 4
2021-07-13T00:00:00Z,96.0,92.4,100.0,95.7,1.1,Charge 4
2021-07-14T00:00:00Z,95.3,94.5,96.0,95.7,1.0,Charge 4
2021-07-15T00:00:00Z,95.9,92.3,99.0,95.7,1.0,Charge 4
