start time,end time,data source
2024-02-26T07:51:00Z,2024-02-26T08:13:00Z,Fitbit App
2024-02-26T08:19:00Z,2024-02-26T09:49:00Z,Fitbit App
2024-02-26T09:50:00Z,2024-02-26T10:30:00Z,Fitbit App
2024-02-26T10:31:00Z,2024-02-26T11:03:00Z,Fitbit App
2024-02-26T11:04:00Z,2024-02-26T11:19:00Z,Fitbit App
2024-02-26T12:29:00Z,2024-02-26T13:43:00Z,Fitbit App
2024-02-26T13:49:00Z,2024-02-26T14:01:00Z,Fitbit App
2024-02-26T14:21:00Z,2024-02-26T14:42:00Z,Fitbit App
2024-02-26T14:48:00Z,2024-02-26T15:03:00Z,Fitbit App
2024-02-26T15:08:00Z,2024-02-26T15:36:00Z,Fitbit App
2024-02-26T15:38:00Z,2024-02-26T15:49:00Z,Fitbit App
2024-02-26T15:56:00Z,2024-02-26T16:41:00Z,Fitbit App
2024-02-26T16:42:00Z,2024-02-26T17:14:00Z,Fitbit App
2024-02-26T17:16:00Z,2024-02-26T18:01:00Z,Fitbit App
2024-02-26T18:05:00Z,2024-02-26T18:16:00Z,Fitbit App
2024-02-26T18:54:00Z,2024-02-26T19:12:00Z,Fitbit App
2024-02-26T19:25:00Z,2024-02-26T19:42:00Z,Fitbit App
2024-02-26T19:53:00Z,2024-02-26T20:48:00Z,Fitbit App
2024-02-26T20:49:00Z,2024-02-26T22:09:00Z,Fitbit App
2024-02-26T22:13:00Z,2024-02-26T23:00:00Z,Fitbit App
2024-02-26T23:00:00Z,2024-02-26T23:41:00Z,Fitbit App
2024-02-26T23:42:00Z,2024-02-27T01:39:00Z,Fitbit App
