timestamp,temperature celsius,data source
2024-04-27T18:05:00Z,26.2,Charge 5
2024-04-27T18:06:00Z,26.2,Charge 5
2024-04-27T18:07:00Z,26.2,Charge 5
2024-04-27T18:08:00Z,26.2,Charge 5
2024-04-27T18:09:00Z,26.2,Charge 5
2024-04-27T18:10:00Z,26.2,Charge 5
2024-04-27T18:11:00Z,26.2,Charge 5
2024-04-27T18:12:00Z,26.3,Charge 5
2024-04-27T18:13:00Z,26.3,Charge 5
2024-04-27T18:14:00Z,26.2,Charge 5
2024-04-27T18:15:00Z,26.2,Charge 5
2024-04-27T18:16:00Z,26.2,Charge 5
2024-04-27T18:17:00Z,26.2,Charge 5
2024-04-27T18:18:00Z,26.3,Charge 5
2024-04-27T18:19:00Z,26.3,Charge 5
2024-04-27T18:20:00Z,26.3,Charge 5
2024-04-27T18:21:00Z,26.3,Charge 5
2024-04-27T18:22:00Z,26.3,Charge 5
2024-04-27T18:23:00Z,26.2,Charge 5
2024-04-27T18:24:00Z,26.2,Charge 5
2024-04-27T18:25:00Z,26.2,Charge 5
2024-04-27T18:26:00Z,26.2,Charge 5
2024-04-27T18:27:00Z,26.2,Charge 5
2024-04-27T18:28:00Z,26.2,Charge 5
2024-04-27T18:29:00Z,26.2,Charge 5
2024-04-27T18:30:00Z,26.2,Charge 5
2024-04-27T18:31:00Z,26.2,Charge 5
2024-04-27T18:32:00Z,26.1,Charge 5
2024-04-27T18:33:00Z,26.1,Charge 5
2024-04-27T18:34:00Z,26.0,Charge 5
2024-04-27T18:35:00Z,26.1,Charge 5
2024-04-27T18:36:00Z,26.0,Charge 5
2024-04-27T18:37:00Z,26.0,Charge 5
2024-04-27T18:38:00Z,25.9,Charge 5
2024-04-27T18:39:00Z,25.9,Charge 5
2024-04-27T18:40:00Z,25.9,Charge 5
2024-04-27T18:41:00Z,25.8,Charge 5
2024-04-27T18:42:00Z,25.8,Charge 5
2024-04-27T18:43:00Z,25.8,Charge 5
2024-04-27T18:44:00Z,25.7,Charge 5
2024-04-27T18:45:00Z,25.7,Charge 5
2024-04-27T18:46:00Z,25.7,Charge 5
2024-04-27T18:47:00Z,25.6,Charge 5
2024-04-27T18:48:00Z,25.6,Charge 5
2024-04-27T18:49:00Z,25.5,Charge 5
2024-04-27T18:50:00Z,25.5,Charge 5
2024-04-27T18:51:00Z,25.4,Charge 5
2024-04-27T18:52:00Z,25.3,Charge 5
2024-04-27T18:53:00Z,25.1,Charge 5
2024-04-27T18:54:00Z,25.1,Charge 5
2024-04-27T18:55:00Z,25.0,Charge 5
