start time,end time,data source
2021-06-30T07:01:00Z,2021-06-30T07:28:00Z,Fitbit App
2021-06-30T07:42:00Z,2021-06-30T08:33:00Z,Fitbit App
2021-06-30T08:34:00Z,2021-06-30T10:20:00Z,Fitbit App
2021-06-30T10:36:00Z,2021-06-30T11:50:00Z,Fitbit App
2021-06-30T11:56:00Z,2021-06-30T12:11:00Z,Fitbit App
2021-06-30T12:15:00Z,2021-06-30T13:02:00Z,Fitbit App
2021-06-30T13:12:00Z,2021-06-30T13:30:00Z,Fitbit App
2021-06-30T15:30:00Z,2021-06-30T16:03:00Z,Fitbit App
2021-06-30T16:17:00Z,2021-06-30T16:34:00Z,Fitbit App
2021-06-30T16:37:00Z,2021-06-30T16:53:00Z,Fitbit App
2021-06-30T16:55:00Z,2021-06-30T17:17:00Z,Fitbit App
2021-06-30T17:18:00Z,2021-06-30T18:07:00Z,Fitbit App
2021-06-30T21:21:00Z,2021-06-30T21:31:00Z,Fitbit App
2021-06-30T21:32:00Z,2021-06-30T21:59:00Z,Fitbit App
