timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-12-03T00:00:00Z,95.9,92.2,98.1,94.8,1.5,Charge 4
2022-12-10T00:00:00Z,96.7,96.3,97.5,94.9,1.5,Charge 4
2022-12-11T00:00:00Z,90.6,90.7,93.5,94.6,1.6,Charge 4
2022-12-13T00:00:00Z,95.9,91.4,99.0,94.7,1.6,Charge 4
2022-12-16T00:00:00Z,95.1,96.0,94.7,94.8,1.5,Charge 4
2022-12-21T00:00:00Z,95.2,94.9,95.5,94.9,1.4,Charge 4
2022-12-23T00:00:00Z,96.0,95.4,95.9,94.9,1.4,Charge 4
2022-12-25T00:00:00Z,95.7,96.8,96.7,94.9,1.4,Charge 4
2022-12-26T00:00:00Z,97.1,96.0,100.0,95.0,1.5,Charge 4
2022-12-28T00:00:00Z,97.1,97.5,98.2,95.0,1.5,Charge 4
2022-12-29T00:00:00Z,95.7,93.2,98.6,95.1,1.5,Charge 4
