timestamp,heart rate zone type,kcal,data source
2022-01-01T00:00:00Z,LIGHT,5.7792840000000005,Fitbit App
2022-01-01T00:01:00Z,LIGHT,5.50412,Fitbit App
2022-01-01T00:02:00Z,LIGHT,4.953708000000001,Fitbit App
2022-01-01T00:03:00Z,LIGHT,4.12809,Fitbit App
2022-01-01T00:04:00Z,LIGHT,4.403296,Fitbit App
2022-01-01T00:05:00Z,LIGHT,4.403296,Fitbit App
2022-01-01T00:06:00Z,LIGHT,1.788839,Fitbit App
2022-01-01T00:07:00Z,LIGHT,1.788839,Fitbit App
2022-01-01T00:08:00Z,LIGHT,1.7888519999999999,Fitbit App
2022-01-01T00:09:00Z,LIGHT,3.8529119999999994,Fitbit App
2022-01-01T00:10:00Z,LIGHT,2.06406,Fitbit App
2022-01-01T00:11:00Z,LIGHT,1.7888519999999999,Fitbit App
2022-01-01T00:12:00Z,LIGHT,2.06406,Fitbit App
2022-01-01T00:13:00Z,LIGHT,1.6512479999999998,Fitbit App
2022-01-01T00:14:00Z,LIGHT,2.06406,Fitbit App
2022-01-01T00:15:00Z,LIGHT,1.7888519999999999,Fitbit App
2022-01-01T00:16:00Z,LIGHT,3.8529119999999994,Fitbit App
2022-01-01T00:17:00Z,LIGHT,1.9264559999999997,Fitbit App
2022-01-01T00:18:00Z,LIGHT,2.06406,Fitbit App
2022-01-01T00:19:00Z,LIGHT,5.228952,Fitbit App
2022-01-01T00:20:00Z,LIGHT,4.403328,Fitbit App
2022-01-01T00:21:00Z,LIGHT,5.228952,Fitbit App
2022-01-01T00:22:00Z,LIGHT,4.67857,Fitbit App
2022-01-01T00:23:00Z,LIGHT,2.064075,Fitbit App
2022-01-01T00:24:00Z,LIGHT,4.12815,Fitbit App
2022-01-01T00:25:00Z,LIGHT,2.064075,Fitbit App
2022-01-01T00:26:00Z,LIGHT,4.95378,Fitbit App
2022-01-01T00:27:00Z,LIGHT,5.22899,Fitbit App
2022-01-01T00:28:00Z,LIGHT,5.779452000000001,Fitbit App
2022-01-01T00:29:00Z,LIGHT,4.678604,Fitbit App
2022-01-01T00:30:00Z,LIGHT,1.7888780000000002,Fitbit App
2022-01-01T00:31:00Z,LIGHT,4.403392,Fitbit App
2022-01-01T00:32:00Z,LIGHT,4.953816000000001,Fitbit App
2022-01-01T00:33:00Z,LIGHT,5.779452000000001,Fitbit App
2022-01-01T00:34:00Z,LIGHT,4.403392,Fitbit App
2022-01-01T00:35:00Z,LIGHT,2.0641049999999996,Fitbit App
2022-01-01T00:36:00Z,LIGHT,5.50428,Fitbit App
2022-01-01T00:37:00Z,LIGHT,1.6512839999999998,Fitbit App
2022-01-01T00:38:00Z,LIGHT,1.6512839999999998,Fitbit App
2022-01-01T00:39:00Z,LIGHT,1.6512839999999998,Fitbit App
2022-01-01T00:40:00Z,LIGHT,3.577782,Fitbit App
2022-01-01T00:41:00Z,LIGHT,3.8529959999999996,Fitbit App
2022-01-01T00:42:00Z,LIGHT,5.779494,Fitbit App
2022-01-01T00:43:00Z,LIGHT,6.605135999999999,Fitbit App
2022-01-01T00:44:00Z,LIGHT,7.155564,Fitbit App
2022-01-01T00:45:00Z,LIGHT,4.9538519999999995,Fitbit App
2022-01-01T00:46:00Z,LIGHT,5.2290659999999995,Fitbit App
2022-01-01T00:47:00Z,LIGHT,5.779494,Fitbit App
2022-01-01T00:48:00Z,LIGHT,4.678637999999999,Fitbit App
2022-01-01T00:49:00Z,LIGHT,4.678672,Fitbit App
2022-01-01T00:50:00Z,LIGHT,2.06412,Fitbit App
2022-01-01T00:51:00Z,LIGHT,5.2291039999999995,Fitbit App
2022-01-01T00:52:00Z,LIGHT,2.06412,Fitbit App
2022-01-01T00:53:00Z,LIGHT,1.788904,Fitbit App
2022-01-01T00:54:00Z,LIGHT,3.577808,Fitbit App
2022-01-01T00:55:00Z,LIGHT,1.788904,Fitbit App
2022-01-01T00:56:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T00:57:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T00:58:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T00:59:00Z,LIGHT,1.651308,Fitbit App
2022-01-01T01:00:00Z,LIGHT,1.651308,Fitbit App
2022-01-01T01:01:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:02:00Z,LIGHT,3.853052,Fitbit App
2022-01-01T01:03:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:04:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:05:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:06:00Z,LIGHT,1.651308,Fitbit App
2022-01-01T01:07:00Z,LIGHT,1.651308,Fitbit App
2022-01-01T01:08:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:09:00Z,LIGHT,1.788917,Fitbit App
2022-01-01T01:10:00Z,LIGHT,1.7889300000000001,Fitbit App
2022-01-01T01:11:00Z,LIGHT,3.5778600000000003,Fitbit App
2022-01-01T01:12:00Z,LIGHT,1.7889300000000001,Fitbit App
2022-01-01T01:13:00Z,LIGHT,1.6513200000000001,Fitbit App
2022-01-01T01:14:00Z,LIGHT,1.6513200000000001,Fitbit App
2022-01-01T01:15:00Z,LIGHT,1.6513200000000001,Fitbit App
2022-01-01T01:16:00Z,LIGHT,1.3761,Fitbit App
2022-01-01T01:17:00Z,LIGHT,1.37611,Fitbit App
2022-01-01T01:18:00Z,LIGHT,1.788943,Fitbit App
2022-01-01T01:19:00Z,LIGHT,1.37611,Fitbit App
2022-01-01T01:20:00Z,LIGHT,1.788943,Fitbit App
2022-01-01T01:21:00Z,LIGHT,1.788943,Fitbit App
2022-01-01T01:22:00Z,LIGHT,1.37611,Fitbit App
2022-01-01T01:23:00Z,LIGHT,1.788943,Fitbit App
2022-01-01T01:24:00Z,LIGHT,3.577886,Fitbit App
2022-01-01T01:25:00Z,LIGHT,1.513721,Fitbit App
2022-01-01T01:26:00Z,LIGHT,3.577886,Fitbit App
2022-01-01T01:27:00Z,LIGHT,3.3026639999999996,Fitbit App
2022-01-01T01:28:00Z,LIGHT,4.678774,Fitbit App
2022-01-01T01:29:00Z,LIGHT,4.12833,Fitbit App
2022-01-01T01:30:00Z,LIGHT,4.12833,Fitbit App
2022-01-01T01:31:00Z,LIGHT,2.06418,Fitbit App
2022-01-01T01:32:00Z,LIGHT,4.12836,Fitbit App
2022-01-01T01:33:00Z,LIGHT,1.37612,Fitbit App
2022-01-01T01:34:00Z,LIGHT,1.37612,Fitbit App
2022-01-01T01:35:00Z,LIGHT,1.37612,Fitbit App
2022-01-01T01:36:00Z,LIGHT,1.37612,Fitbit App
2022-01-01T01:37:00Z,LIGHT,1.37612,Fitbit App
2022-01-01T01:38:00Z,LIGHT,1.5137430000000003,Fitbit App
2022-01-01T01:39:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:40:00Z,LIGHT,1.651356,Fitbit App
2022-01-01T01:41:00Z,LIGHT,1.651356,Fitbit App
2022-01-01T01:42:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:43:00Z,LIGHT,1.7889690000000003,Fitbit App
2022-01-01T01:44:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:45:00Z,LIGHT,1.5137430000000003,Fitbit App
2022-01-01T01:46:00Z,LIGHT,3.302712,Fitbit App
2022-01-01T01:47:00Z,LIGHT,3.853164,Fitbit App
2022-01-01T01:48:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:49:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:50:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:51:00Z,LIGHT,1.37613,Fitbit App
2022-01-01T01:52:00Z,LIGHT,1.37614,Fitbit App
2022-01-01T01:53:00Z,LIGHT,1.513754,Fitbit App
2022-01-01T01:54:00Z,LIGHT,1.7889819999999999,Fitbit App
2022-01-01T01:55:00Z,LIGHT,1.513754,Fitbit App
2022-01-01T01:56:00Z,LIGHT,1.513754,Fitbit App
2022-01-01T01:57:00Z,LIGHT,1.37614,Fitbit App
2022-01-01T01:58:00Z,LIGHT,1.513754,Fitbit App
2022-01-01T01:59:00Z,LIGHT,1.513765,Fitbit App
2022-01-01T02:00:00Z,LIGHT,1.7889950000000001,Fitbit App
2022-01-01T02:01:00Z,LIGHT,4.67891,Fitbit App
2022-01-01T02:02:00Z,LIGHT,3.85322,Fitbit App
2022-01-01T02:03:00Z,LIGHT,1.7889950000000001,Fitbit App
2022-01-01T02:04:00Z,LIGHT,1.37615,Fitbit App
2022-01-01T02:05:00Z,LIGHT,1.37615,Fitbit App
2022-01-01T02:06:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:07:00Z,LIGHT,1.5137760000000002,Fitbit App
2022-01-01T02:08:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:09:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:10:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:11:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:12:00Z,LIGHT,4.4037120000000005,Fitbit App
2022-01-01T02:13:00Z,LIGHT,3.302784,Fitbit App
2022-01-01T02:14:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:15:00Z,LIGHT,1.37616,Fitbit App
2022-01-01T02:16:00Z,LIGHT,5.229408,Fitbit App
2022-01-01T02:17:00Z,LIGHT,1.5137760000000002,Fitbit App
2022-01-01T02:18:00Z,LIGHT,4.954176,Fitbit App
2022-01-01T02:19:00Z,LIGHT,3.578042,Fitbit App
2022-01-01T02:20:00Z,LIGHT,1.6514039999999999,Fitbit App
2022-01-01T02:21:00Z,LIGHT,1.513787,Fitbit App
2022-01-01T02:22:00Z,LIGHT,3.578042,Fitbit App
2022-01-01T02:23:00Z,LIGHT,1.789021,Fitbit App
2022-01-01T02:24:00Z,LIGHT,4.954212,Fitbit App
2022-01-01T02:25:00Z,LIGHT,1.789021,Fitbit App
2022-01-01T02:26:00Z,LIGHT,1.789034,Fitbit App
2022-01-01T02:27:00Z,LIGHT,6.605664,Fitbit App
2022-01-01T02:28:00Z,LIGHT,4.12854,Fitbit App
2022-01-01T02:29:00Z,LIGHT,3.8533039999999996,Fitbit App
2022-01-01T02:30:00Z,LIGHT,3.8533039999999996,Fitbit App
2022-01-01T02:31:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:32:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:33:00Z,LIGHT,1.513798,Fitbit App
2022-01-01T02:34:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:35:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:36:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:37:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:38:00Z,LIGHT,1.513798,Fitbit App
2022-01-01T02:39:00Z,LIGHT,1.37618,Fitbit App
2022-01-01T02:40:00Z,LIGHT,1.5138090000000002,Fitbit App
2022-01-01T02:41:00Z,LIGHT,1.5138090000000002,Fitbit App
2022-01-01T02:42:00Z,LIGHT,1.789047,Fitbit App
2022-01-01T02:43:00Z,LIGHT,3.578094,Fitbit App
2022-01-01T02:44:00Z,LIGHT,1.5138090000000002,Fitbit App
2022-01-01T02:45:00Z,LIGHT,1.5138090000000002,Fitbit App
2022-01-01T02:46:00Z,LIGHT,1.37619,Fitbit App
2022-01-01T02:47:00Z,LIGHT,1.3762,Fitbit App
2022-01-01T02:48:00Z,LIGHT,1.3762,Fitbit App
2022-01-01T02:49:00Z,LIGHT,1.5138200000000002,Fitbit App
