timestamp,heart rate zone,total minutes,data source
2025-09-01T22:20:00Z,FAT_BURN,1,Charge 6
2025-09-01T22:21:00Z,FAT_BURN,1,Charge 6
2025-09-02T21:22:00Z,FAT_BURN,1,Charge 6
2025-09-02T22:48:00Z,FAT_BURN,1,Charge 6
2025-09-03T19:19:00Z,FAT_BURN,1,Charge 6
2025-09-03T22:22:00Z,FAT_BURN,1,Charge 6
2025-09-03T22:23:00Z,FAT_BURN,1,Charge 6
2025-09-05T22:28:00Z,FAT_BURN,1,Charge 6
2025-09-05T23:35:00Z,FAT_BURN,1,Charge 6
2025-09-05T23:38:00Z,FAT_BURN,1,Charge 6
2025-09-05T23:39:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:27:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:28:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:29:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:30:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:31:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:32:00Z,FAT_BURN,1,Charge 6
2025-09-06T09:33:00Z,FAT_BURN,1,Charge 6
2025-09-06T12:14:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:19:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:20:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:22:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:23:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:24:00Z,CARDIO,2,Charge 6
2025-09-06T13:25:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:26:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:27:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:28:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:29:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:30:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:31:00Z,FAT_BURN,1,Charge 6
2025-09-06T13:32:00Z,FAT_BURN,1,Charge 6
2025-09-07T09:25:00Z,FAT_BURN,1,Charge 6
2025-09-07T15:16:00Z,FAT_BURN,1,Charge 6
2025-09-07T15:17:00Z,FAT_BURN,1,Charge 6
2025-09-08T16:58:00Z,FAT_BURN,1,Charge 6
2025-09-08T16:59:00Z,FAT_BURN,1,Charge 6
2025-09-08T17:26:00Z,FAT_BURN,1,Charge 6
2025-09-08T17:28:00Z,FAT_BURN,1,Charge 6
2025-09-08T17:29:00Z,FAT_BURN,1,Charge 6
2025-09-08T19:10:00Z,FAT_BURN,1,Charge 6
2025-09-08T20:56:00Z,FAT_BURN,1,Charge 6
2025-09-08T20:57:00Z,FAT_BURN,1,Charge 6
2025-09-08T21:02:00Z,FAT_BURN,1,Charge 6
2025-09-08T21:03:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:07:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:08:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:39:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:40:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:49:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:50:00Z,FAT_BURN,1,Charge 6
2025-09-08T22:51:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:16:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:20:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:21:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:45:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:46:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:48:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:49:00Z,FAT_BURN,1,Charge 6
2025-09-08T23:50:00Z,FAT_BURN,1,Charge 6
2025-09-09T08:47:00Z,FAT_BURN,1,Charge 6
2025-09-10T14:13:00Z,FAT_BURN,1,Charge 6
2025-09-10T14:14:00Z,CARDIO,2,Charge 6
2025-09-10T14:15:00Z,FAT_BURN,1,Charge 6
2025-09-10T14:55:00Z,FAT_BURN,1,Charge 6
2025-09-10T15:40:00Z,FAT_BURN,1,Charge 6
2025-09-10T15:46:00Z,FAT_BURN,1,Charge 6
2025-09-10T15:49:00Z,FAT_BURN,1,Charge 6
2025-09-10T15:50:00Z,CARDIO,2,Charge 6
2025-09-10T15:51:00Z,CARDIO,2,Charge 6
2025-09-10T15:52:00Z,FAT_BURN,1,Charge 6
2025-09-10T16:30:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:14:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:15:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:16:00Z,CARDIO,2,Charge 6
2025-09-10T17:17:00Z,CARDIO,2,Charge 6
2025-09-10T17:18:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:19:00Z,CARDIO,2,Charge 6
2025-09-10T17:20:00Z,CARDIO,2,Charge 6
2025-09-10T17:21:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:22:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:23:00Z,FAT_BURN,1,Charge 6
2025-09-10T17:24:00Z,FAT_BURN,1,Charge 6
2025-09-11T07:50:00Z,FAT_BURN,1,Charge 6
2025-09-11T16:20:00Z,FAT_BURN,1,Charge 6
2025-09-11T17:05:00Z,FAT_BURN,1,Charge 6
2025-09-11T17:06:00Z,FAT_BURN,1,Charge 6
2025-09-11T17:07:00Z,FAT_BURN,1,Charge 6
2025-09-11T17:53:00Z,FAT_BURN,1,Charge 6
2025-09-11T19:22:00Z,FAT_BURN,1,Charge 6
2025-09-12T08:39:00Z,FAT_BURN,1,Charge 6
2025-09-12T16:42:00Z,FAT_BURN,1,Charge 6
2025-09-12T17:35:00Z,FAT_BURN,1,Charge 6
2025-09-12T18:15:00Z,FAT_BURN,1,Charge 6
2025-09-12T18:30:00Z,FAT_BURN,1,Charge 6
2025-09-13T08:34:00Z,FAT_BURN,1,Charge 6
2025-09-13T08:35:00Z,CARDIO,2,Charge 6
2025-09-13T08:36:00Z,FAT_BURN,1,Charge 6
2025-09-13T08:37:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:00:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:03:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:04:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:05:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:06:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:07:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:08:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:09:00Z,CARDIO,2,Charge 6
2025-09-13T11:10:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:11:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:12:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:13:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:14:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:15:00Z,FAT_BURN,1,Charge 6
2025-09-13T11:17:00Z,FAT_BURN,1,Charge 6
2025-09-13T12:28:00Z,FAT_BURN,1,Charge 6
2025-09-13T12:29:00Z,FAT_BURN,1,Charge 6
2025-09-13T12:30:00Z,FAT_BURN,1,Charge 6
2025-09-13T12:31:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:45:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:46:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:47:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:50:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:51:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:52:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:53:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:54:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:55:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:56:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:57:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:58:00Z,FAT_BURN,1,Charge 6
2025-09-13T14:59:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:01:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:02:00Z,CARDIO,2,Charge 6
2025-09-13T15:03:00Z,CARDIO,2,Charge 6
2025-09-13T15:04:00Z,CARDIO,2,Charge 6
2025-09-13T15:05:00Z,CARDIO,2,Charge 6
2025-09-13T15:06:00Z,CARDIO,2,Charge 6
2025-09-13T15:07:00Z,CARDIO,2,Charge 6
2025-09-13T15:08:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:09:00Z,CARDIO,2,Charge 6
2025-09-13T15:10:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:11:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:12:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:13:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:14:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:15:00Z,FAT_BURN,1,Charge 6
2025-09-13T15:16:00Z,FAT_BURN,1,Charge 6
