timestamp,steps,data source
2021-03-01T04:34:00Z,8,Charge 4
2021-03-01T05:11:00Z,7,Charge 4
2021-03-01T06:43:00Z,8,Charge 4
2021-03-01T06:56:00Z,12,Charge 4
2021-03-01T06:57:00Z,8,Charge 4
2021-03-01T07:15:00Z,9,Charge 4
2021-03-01T08:24:00Z,14,Charge 4
2021-03-01T08:25:00Z,11,Charge 4
2021-03-01T08:40:00Z,4,Charge 4
2021-03-01T09:44:00Z,12,Charge 4
2021-03-01T09:45:00Z,23,Charge 4
2021-03-01T09:46:00Z,22,Charge 4
2021-03-01T09:48:00Z,11,Charge 4
2021-03-01T09:55:00Z,18,Charge 4
2021-03-01T09:58:00Z,28,Charge 4
2021-03-01T10:00:00Z,8,Charge 4
2021-03-01T10:01:00Z,16,Charge 4
2021-03-01T10:07:00Z,6,Charge 4
2021-03-01T10:08:00Z,20,Charge 4
2021-03-01T10:11:00Z,7,Charge 4
2021-03-01T10:12:00Z,6,Charge 4
2021-03-01T10:13:00Z,12,Charge 4
2021-03-01T10:14:00Z,11,Charge 4
2021-03-01T10:15:00Z,27,Charge 4
2021-03-01T10:16:00Z,35,Charge 4
2021-03-01T10:17:00Z,12,Charge 4
2021-03-01T10:18:00Z,26,Charge 4
2021-03-01T10:22:00Z,10,Charge 4
2021-03-01T10:23:00Z,6,Charge 4
2021-03-01T11:07:00Z,10,Charge 4
2021-03-01T11:20:00Z,4,Charge 4
2021-03-01T11:21:00Z,13,Charge 4
2021-03-01T11:47:00Z,8,Charge 4
2021-03-01T12:09:00Z,6,Charge 4
2021-03-01T12:35:00Z,5,Charge 4
2021-03-01T12:48:00Z,4,Charge 4
2021-03-01T13:01:00Z,9,Charge 4
2021-03-01T13:05:00Z,20,Charge 4
2021-03-01T13:08:00Z,20,Charge 4
2021-03-01T13:12:00Z,21,Charge 4
2021-03-01T13:13:00Z,45,Charge 4
2021-03-01T13:14:00Z,22,Charge 4
2021-03-01T13:15:00Z,1,Charge 4
2021-03-01T13:17:00Z,9,Charge 4
2021-03-01T13:18:00Z,15,Charge 4
2021-03-01T13:21:00Z,15,Charge 4
2021-03-01T13:24:00Z,11,Charge 4
2021-03-01T13:25:00Z,11,Charge 4
2021-03-01T13:26:00Z,8,Charge 4
2021-03-01T13:31:00Z,13,Charge 4
2021-03-01T13:36:00Z,8,Charge 4
2021-03-01T13:38:00Z,15,Charge 4
2021-03-01T13:39:00Z,5,Charge 4
2021-03-01T13:43:00Z,28,Charge 4
2021-03-01T13:45:00Z,8,Charge 4
2021-03-01T14:06:00Z,15,Charge 4
2021-03-01T14:07:00Z,18,Charge 4
2021-03-01T14:08:00Z,16,Charge 4
2021-03-01T14:09:00Z,19,Charge 4
2021-03-01T14:34:00Z,11,Charge 4
2021-03-01T14:36:00Z,17,Charge 4
2021-03-01T14:37:00Z,4,Charge 4
2021-03-01T14:38:00Z,5,Charge 4
2021-03-01T14:39:00Z,13,Charge 4
2021-03-01T14:40:00Z,41,Charge 4
2021-03-01T14:41:00Z,32,Charge 4
2021-03-01T14:42:00Z,14,Charge 4
2021-03-01T14:44:00Z,15,Charge 4
2021-03-01T14:45:00Z,9,Charge 4
2021-03-01T14:46:00Z,27,Charge 4
2021-03-01T14:47:00Z,85,Charge 4
2021-03-01T14:48:00Z,110,Charge 4
2021-03-01T14:49:00Z,121,Charge 4
2021-03-01T14:50:00Z,122,Charge 4
2021-03-01T14:51:00Z,120,Charge 4
2021-03-01T14:52:00Z,120,Charge 4
2021-03-01T14:53:00Z,119,Charge 4
2021-03-01T14:54:00Z,121,Charge 4
2021-03-01T14:55:00Z,120,Charge 4
2021-03-01T14:56:00Z,121,Charge 4
2021-03-01T14:57:00Z,119,Charge 4
2021-03-01T14:58:00Z,118,Charge 4
2021-03-01T14:59:00Z,117,Charge 4
2021-03-01T15:00:00Z,122,Charge 4
2021-03-01T15:01:00Z,113,Charge 4
2021-03-01T15:02:00Z,114,Charge 4
2021-03-01T15:03:00Z,114,Charge 4
2021-03-01T15:04:00Z,119,Charge 4
2021-03-01T15:05:00Z,120,Charge 4
2021-03-01T15:06:00Z,119,Charge 4
2021-03-01T15:07:00Z,119,Charge 4
2021-03-01T15:08:00Z,122,Charge 4
2021-03-01T15:09:00Z,121,Charge 4
2021-03-01T15:10:00Z,118,Charge 4
2021-03-01T15:11:00Z,113,Charge 4
2021-03-01T15:12:00Z,115,Charge 4
2021-03-01T15:13:00Z,112,Charge 4
2021-03-01T15:14:00Z,116,Charge 4
2021-03-01T15:15:00Z,119,Charge 4
2021-03-01T15:16:00Z,117,Charge 4
2021-03-01T15:17:00Z,113,Charge 4
2021-03-01T15:18:00Z,117,Charge 4
2021-03-01T15:19:00Z,113,Charge 4
2021-03-01T15:20:00Z,116,Charge 4
2021-03-01T15:21:00Z,113,Charge 4
2021-03-01T15:22:00Z,112,Charge 4
2021-03-01T15:23:00Z,115,Charge 4
2021-03-01T15:24:00Z,115,Charge 4
2021-03-01T15:25:00Z,110,Charge 4
2021-03-01T15:26:00Z,110,Charge 4
2021-03-01T15:27:00Z,116,Charge 4
2021-03-01T15:28:00Z,116,Charge 4
2021-03-01T15:29:00Z,106,Charge 4
2021-03-01T15:30:00Z,108,Charge 4
2021-03-01T15:31:00Z,110,Charge 4
2021-03-01T15:32:00Z,106,Charge 4
2021-03-01T15:33:00Z,112,Charge 4
2021-03-01T15:34:00Z,115,Charge 4
2021-03-01T15:35:00Z,119,Charge 4
2021-03-01T15:36:00Z,118,Charge 4
2021-03-01T15:37:00Z,114,Charge 4
2021-03-01T15:38:00Z,111,Charge 4
2021-03-01T15:39:00Z,112,Charge 4
2021-03-01T15:40:00Z,114,Charge 4
2021-03-01T15:41:00Z,115,Charge 4
2021-03-01T15:42:00Z,115,Charge 4
2021-03-01T15:43:00Z,110,Charge 4
2021-03-01T15:44:00Z,106,Charge 4
2021-03-01T15:45:00Z,107,Charge 4
2021-03-01T15:46:00Z,114,Charge 4
2021-03-01T15:47:00Z,104,Charge 4
2021-03-01T15:48:00Z,112,Charge 4
2021-03-01T15:49:00Z,112,Charge 4
2021-03-01T15:50:00Z,114,Charge 4
2021-03-01T15:51:00Z,108,Charge 4
2021-03-01T15:52:00Z,63,Charge 4
2021-03-01T15:53:00Z,65,Charge 4
2021-03-01T15:54:00Z,12,Charge 4
2021-03-01T15:55:00Z,107,Charge 4
2021-03-01T15:56:00Z,111,Charge 4
2021-03-01T15:57:00Z,111,Charge 4
2021-03-01T15:58:00Z,110,Charge 4
2021-03-01T15:59:00Z,110,Charge 4
2021-03-01T16:00:00Z,106,Charge 4
2021-03-01T16:01:00Z,110,Charge 4
2021-03-01T16:02:00Z,110,Charge 4
2021-03-01T16:03:00Z,110,Charge 4
2021-03-01T16:04:00Z,108,Charge 4
2021-03-01T16:05:00Z,108,Charge 4
2021-03-01T16:06:00Z,111,Charge 4
2021-03-01T16:07:00Z,109,Charge 4
2021-03-01T16:08:00Z,106,Charge 4
2021-03-01T16:09:00Z,106,Charge 4
2021-03-01T16:10:00Z,111,Charge 4
2021-03-01T16:11:00Z,116,Charge 4
2021-03-01T16:12:00Z,112,Charge 4
2021-03-01T16:13:00Z,106,Charge 4
2021-03-01T16:14:00Z,27,Charge 4
2021-03-01T16:45:00Z,7,Charge 4
2021-03-01T16:51:00Z,7,Charge 4
2021-03-01T16:54:00Z,38,Charge 4
2021-03-01T16:56:00Z,13,Charge 4
2021-03-01T16:58:00Z,7,Charge 4
2021-03-01T16:59:00Z,20,Charge 4
2021-03-01T17:08:00Z,16,Charge 4
2021-03-01T17:09:00Z,34,Charge 4
2021-03-01T17:25:00Z,11,Charge 4
2021-03-01T17:47:00Z,8,Charge 4
2021-03-01T17:50:00Z,16,Charge 4
2021-03-01T18:01:00Z,11,Charge 4
2021-03-01T18:08:00Z,4,Charge 4
2021-03-01T18:09:00Z,9,Charge 4
2021-03-01T18:21:00Z,8,Charge 4
2021-03-01T18:31:00Z,4,Charge 4
2021-03-01T18:34:00Z,9,Charge 4
2021-03-01T18:55:00Z,30,Charge 4
2021-03-01T18:56:00Z,6,Charge 4
2021-03-01T18:58:00Z,17,Charge 4
2021-03-01T19:44:00Z,40,Charge 4
2021-03-01T20:48:00Z,28,Charge 4
2021-03-01T20:49:00Z,11,Charge 4
2021-03-01T21:05:00Z,10,Charge 4
2021-03-01T21:06:00Z,12,Charge 4
2021-03-01T21:12:00Z,6,Charge 4
2021-03-01T21:13:00Z,15,Charge 4
2021-03-01T21:14:00Z,5,Charge 4
2021-03-01T21:15:00Z,7,Charge 4
2021-03-01T22:11:00Z,14,Charge 4
2021-03-01T22:55:00Z,15,Charge 4
2021-03-01T22:56:00Z,16,Charge 4
2021-03-01T22:57:00Z,10,Charge 4
2021-03-01T22:58:00Z,6,Charge 4
2021-03-01T23:03:00Z,11,Charge 4
2021-03-01T23:04:00Z,11,Charge 4
2021-03-01T23:05:00Z,5,Charge 4
2021-03-02T00:20:00Z,4,Charge 4
2021-03-02T04:11:00Z,5,Charge 4
2021-03-02T07:10:00Z,13,Charge 4
2021-03-02T07:13:00Z,6,Charge 4
2021-03-02T07:14:00Z,19,Charge 4
2021-03-02T07:15:00Z,7,Charge 4
2021-03-02T07:22:00Z,12,Charge 4
2021-03-02T07:24:00Z,14,Charge 4
2021-03-02T07:25:00Z,19,Charge 4
2021-03-02T07:34:00Z,7,Charge 4
2021-03-02T07:36:00Z,8,Charge 4
2021-03-02T08:25:00Z,23,Charge 4
2021-03-02T09:42:00Z,7,Charge 4
2021-03-02T09:45:00Z,8,Charge 4
2021-03-02T09:50:00Z,7,Charge 4
2021-03-02T09:53:00Z,8,Charge 4
2021-03-02T09:55:00Z,4,Charge 4
2021-03-02T09:56:00Z,1,Charge 4
2021-03-02T09:58:00Z,10,Charge 4
2021-03-02T10:14:00Z,11,Charge 4
2021-03-02T10:15:00Z,1,Charge 4
2021-03-02T10:26:00Z,8,Charge 4
2021-03-02T10:29:00Z,18,Charge 4
2021-03-02T10:30:00Z,20,Charge 4
2021-03-02T10:31:00Z,14,Charge 4
2021-03-02T10:45:00Z,7,Charge 4
2021-03-02T11:22:00Z,22,Charge 4
2021-03-02T11:25:00Z,8,Charge 4
2021-03-02T11:27:00Z,9,Charge 4
2021-03-02T11:28:00Z,14,Charge 4
2021-03-02T11:32:00Z,14,Charge 4
2021-03-02T11:33:00Z,9,Charge 4
2021-03-02T11:34:00Z,39,Charge 4
2021-03-02T11:35:00Z,17,Charge 4
2021-03-02T11:47:00Z,22,Charge 4
2021-03-02T11:48:00Z,16,Charge 4
2021-03-02T11:57:00Z,7,Charge 4
2021-03-02T12:00:00Z,8,Charge 4
2021-03-02T12:37:00Z,7,Charge 4
2021-03-02T12:39:00Z,17,Charge 4
2021-03-02T12:42:00Z,5,Charge 4
2021-03-02T12:53:00Z,9,Charge 4
2021-03-02T13:08:00Z,7,Charge 4
2021-03-02T13:41:00Z,9,Charge 4
2021-03-02T13:46:00Z,8,Charge 4
2021-03-02T13:47:00Z,22,Charge 4
2021-03-02T13:48:00Z,24,Charge 4
2021-03-02T14:12:00Z,14,Charge 4
2021-03-02T14:14:00Z,9,Charge 4
2021-03-02T14:22:00Z,5,Charge 4
2021-03-02T14:23:00Z,13,Charge 4
2021-03-02T14:24:00Z,27,Charge 4
2021-03-02T14:27:00Z,9,Charge 4
2021-03-02T14:54:00Z,4,Charge 4
2021-03-02T14:55:00Z,15,Charge 4
2021-03-02T14:56:00Z,17,Charge 4
2021-03-02T14:57:00Z,16,Charge 4
2021-03-02T14:59:00Z,8,Charge 4
2021-03-02T15:00:00Z,14,Charge 4
2021-03-02T15:01:00Z,23,Charge 4
2021-03-02T15:02:00Z,6,Charge 4
2021-03-02T16:28:00Z,23,Charge 4
2021-03-02T16:29:00Z,22,Charge 4
2021-03-02T16:30:00Z,29,Charge 4
2021-03-02T16:31:00Z,22,Charge 4
