timestamp,steps,data source
2023-04-01T05:36:00Z,9,Charge 4
2023-04-01T06:49:00Z,25,Charge 4
2023-04-01T06:50:00Z,25,Charge 4
2023-04-01T06:51:00Z,33,Charge 4
2023-04-01T06:53:00Z,17,Charge 4
2023-04-01T06:56:00Z,20,Charge 4
2023-04-01T06:57:00Z,13,Charge 4
2023-04-01T06:58:00Z,13,Charge 4
2023-04-01T07:15:00Z,31,Charge 4
2023-04-01T07:16:00Z,18,Charge 4
2023-04-01T07:17:00Z,12,Charge 4
2023-04-01T07:22:00Z,15,Charge 4
2023-04-01T07:25:00Z,6,Charge 4
2023-04-01T07:29:00Z,13,Charge 4
2023-04-01T07:31:00Z,6,Charge 4
2023-04-01T07:49:00Z,20,Charge 4
2023-04-01T07:50:00Z,19,Charge 4
2023-04-01T07:52:00Z,6,Charge 4
2023-04-01T07:56:00Z,4,Charge 4
2023-04-01T07:57:00Z,7,Charge 4
2023-04-01T08:03:00Z,7,Charge 4
2023-04-01T08:04:00Z,6,Charge 4
2023-04-01T08:06:00Z,8,Charge 4
2023-04-01T08:07:00Z,19,Charge 4
2023-04-01T08:09:00Z,15,Charge 4
2023-04-01T08:31:00Z,8,Charge 4
2023-04-01T08:32:00Z,8,Charge 4
2023-04-01T08:37:00Z,16,Charge 4
2023-04-01T08:39:00Z,32,Charge 4
2023-04-01T08:40:00Z,1,Charge 4
2023-04-01T09:27:00Z,8,Charge 4
2023-04-01T09:33:00Z,11,Charge 4
2023-04-01T09:34:00Z,20,Charge 4
2023-04-01T09:35:00Z,16,Charge 4
2023-04-01T09:46:00Z,16,Charge 4
2023-04-01T09:51:00Z,14,Charge 4
2023-04-01T09:54:00Z,12,Charge 4
2023-04-01T10:31:00Z,4,Charge 4
2023-04-01T11:11:00Z,29,Charge 4
2023-04-01T11:13:00Z,15,Charge 4
2023-04-01T11:14:00Z,4,Charge 4
2023-04-01T11:15:00Z,7,Charge 4
2023-04-01T11:19:00Z,17,Charge 4
2023-04-01T11:20:00Z,14,Charge 4
2023-04-01T11:37:00Z,13,Charge 4
2023-04-01T11:49:00Z,4,Charge 4
2023-04-01T12:09:00Z,21,Charge 4
2023-04-01T12:10:00Z,8,Charge 4
2023-04-01T12:12:00Z,6,Charge 4
2023-04-01T12:36:00Z,49,Charge 4
2023-04-01T12:37:00Z,17,Charge 4
2023-04-01T12:40:00Z,23,Charge 4
2023-04-01T12:43:00Z,15,Charge 4
2023-04-01T12:44:00Z,11,Charge 4
2023-04-01T12:46:00Z,26,Charge 4
2023-04-01T12:47:00Z,12,Charge 4
2023-04-01T12:48:00Z,15,Charge 4
2023-04-01T12:49:00Z,54,Charge 4
2023-04-01T12:50:00Z,51,Charge 4
2023-04-01T12:51:00Z,41,Charge 4
2023-04-01T12:59:00Z,44,Charge 4
2023-04-01T13:00:00Z,30,Charge 4
2023-04-01T13:09:00Z,25,Charge 4
2023-04-01T13:10:00Z,56,Charge 4
2023-04-01T13:14:00Z,9,Charge 4
2023-04-01T13:41:00Z,6,Charge 4
2023-04-01T13:47:00Z,15,Charge 4
2023-04-01T14:01:00Z,40,Charge 4
2023-04-01T14:02:00Z,35,Charge 4
2023-04-01T14:03:00Z,64,Charge 4
2023-04-01T14:04:00Z,53,Charge 4
2023-04-01T14:06:00Z,43,Charge 4
