start time,end time,data source
2021-11-27T00:26:00Z,2021-11-27T01:52:00Z,Fitbit App
2021-11-27T11:49:00Z,2021-11-27T12:03:00Z,Fitbit App
2021-11-27T12:08:00Z,2021-11-27T12:23:00Z,Fitbit App
2021-11-27T12:51:00Z,2021-11-27T13:23:00Z,Fitbit App
2021-11-27T17:11:00Z,2021-11-27T17:37:00Z,Fitbit App
2021-11-27T18:10:00Z,2021-11-27T18:46:00Z,Fitbit App
2021-11-27T18:50:00Z,2021-11-27T19:14:00Z,Fitbit App
2021-11-27T19:15:00Z,2021-11-27T19:53:00Z,Fitbit App
2021-11-27T19:54:00Z,2021-11-27T20:23:00Z,Fitbit App
2021-11-27T20:30:00Z,2021-11-27T21:54:00Z,Fitbit App
2021-11-27T22:04:00Z,2021-11-27T22:21:00Z,Fitbit App
2021-11-27T22:22:00Z,2021-11-27T23:00:00Z,Fitbit App
2021-11-27T23:00:00Z,2021-11-28T02:07:00Z,Fitbit App
