timestamp,temperature celsius,data source
2022-06-12T09:06:00Z,31.2,Charge 4
2022-06-12T09:07:00Z,31.2,Charge 4
2022-06-12T09:08:00Z,31.1,Charge 4
2022-06-12T09:09:00Z,31.1,Charge 4
2022-06-12T09:10:00Z,31.2,Charge 4
2022-06-12T09:11:00Z,31.2,Charge 4
2022-06-12T09:12:00Z,31.3,Charge 4
2022-06-12T09:13:00Z,31.3,Charge 4
2022-06-12T09:14:00Z,31.2,Charge 4
2022-06-12T09:15:00Z,31.2,Charge 4
2022-06-12T09:16:00Z,31.2,Charge 4
2022-06-12T09:17:00Z,31.3,Charge 4
2022-06-12T09:18:00Z,31.3,Charge 4
2022-06-12T09:19:00Z,31.3,Charge 4
2022-06-12T09:20:00Z,31.2,Charge 4
2022-06-12T09:21:00Z,31.3,Charge 4
2022-06-12T09:22:00Z,31.1,Charge 4
2022-06-12T09:23:00Z,30.9,Charge 4
2022-06-12T09:24:00Z,30.7,Charge 4
2022-06-12T09:25:00Z,30.6,Charge 4
2022-06-12T09:26:00Z,30.4,Charge 4
2022-06-12T09:27:00Z,30.4,Charge 4
2022-06-12T09:28:00Z,30.4,Charge 4
2022-06-12T09:29:00Z,30.5,Charge 4
2022-06-12T09:30:00Z,30.5,Charge 4
2022-06-12T09:31:00Z,30.5,Charge 4
2022-06-12T09:32:00Z,30.6,Charge 4
2022-06-12T09:33:00Z,30.7,Charge 4
2022-06-12T09:34:00Z,30.6,Charge 4
2022-06-12T09:35:00Z,30.4,Charge 4
2022-06-12T09:36:00Z,29.9,Charge 4
2022-06-12T09:37:00Z,29.7,Charge 4
2022-06-12T09:38:00Z,29.4,Charge 4
2022-06-12T09:39:00Z,29.6,Charge 4
2022-06-12T09:40:00Z,29.8,Charge 4
2022-06-12T09:41:00Z,29.8,Charge 4
2022-06-12T09:42:00Z,30.0,Charge 4
2022-06-12T09:43:00Z,30.0,Charge 4
2022-06-12T09:44:00Z,30.0,Charge 4
2022-06-12T09:45:00Z,30.2,Charge 4
2022-06-12T09:46:00Z,30.3,Charge 4
2022-06-12T09:47:00Z,30.2,Charge 4
2022-06-12T09:48:00Z,30.2,Charge 4
2022-06-12T09:49:00Z,30.3,Charge 4
2022-06-12T09:50:00Z,30.2,Charge 4
2022-06-12T09:51:00Z,30.1,Charge 4
2022-06-12T09:52:00Z,29.9,Charge 4
2022-06-12T09:53:00Z,29.8,Charge 4
2022-06-12T09:54:00Z,29.7,Charge 4
2022-06-12T09:55:00Z,29.7,Charge 4
2022-06-12T09:56:00Z,29.6,Charge 4
2022-06-12T09:57:00Z,29.6,Charge 4
2022-06-12T09:58:00Z,29.5,Charge 4
2022-06-12T09:59:00Z,29.5,Charge 4
2022-06-12T10:00:00Z,29.8,Charge 4
