start time,end time,data source
2022-12-29T10:56:00Z,2022-12-29T11:27:00Z,Fitbit App
2022-12-29T11:28:00Z,2022-12-29T12:02:00Z,Fitbit App
2022-12-29T12:04:00Z,2022-12-29T13:40:00Z,Fitbit App
2022-12-29T13:41:00Z,2022-12-29T14:12:00Z,Fitbit App
2022-12-29T14:36:00Z,2022-12-29T14:52:00Z,Fitbit App
2022-12-29T15:03:00Z,2022-12-29T15:20:00Z,Fitbit App
2022-12-29T15:33:00Z,2022-12-29T15:45:00Z,Fitbit App
2022-12-29T16:29:00Z,2022-12-29T16:42:00Z,Fitbit App
2022-12-29T16:43:00Z,2022-12-29T17:23:00Z,Fitbit App
2022-12-29T17:29:00Z,2022-12-29T17:52:00Z,Fitbit App
2022-12-29T17:54:00Z,2022-12-29T18:05:00Z,Fitbit App
2022-12-29T18:07:00Z,2022-12-29T18:48:00Z,Fitbit App
2022-12-29T19:11:00Z,2022-12-29T19:59:00Z,Fitbit App
2022-12-29T20:00:00Z,2022-12-29T20:15:00Z,Fitbit App
2022-12-29T20:34:00Z,2022-12-29T20:57:00Z,Fitbit App
2022-12-29T21:11:00Z,2022-12-29T21:35:00Z,Fitbit App
2022-12-29T21:37:00Z,2022-12-29T21:57:00Z,Fitbit App
2022-12-29T22:03:00Z,2022-12-29T22:56:00Z,Fitbit App
2022-12-29T23:00:00Z,2022-12-29T23:10:00Z,Fitbit App
2022-12-29T23:16:00Z,2022-12-30T00:09:00Z,Fitbit App
