start time,end time,data source
2025-08-29T00:09:00Z,2025-08-29T00:32:00Z,Fitbit App
2025-08-29T00:44:00Z,2025-08-29T01:03:00Z,Fitbit App
2025-08-29T01:04:00Z,2025-08-29T01:15:00Z,Fitbit App
2025-08-29T01:30:00Z,2025-08-29T01:46:00Z,Fitbit App
2025-08-29T01:59:00Z,2025-08-29T02:20:00Z,Fitbit App
2025-08-29T02:22:00Z,2025-08-29T03:21:00Z,Fitbit App
2025-08-29T03:23:00Z,2025-08-29T03:38:00Z,Fitbit App
2025-08-29T11:58:00Z,2025-08-29T12:14:00Z,Fitbit App
2025-08-29T12:38:00Z,2025-08-29T12:52:00Z,Fitbit App
2025-08-29T13:30:00Z,2025-08-29T13:40:00Z,Fitbit App
2025-08-29T14:14:00Z,2025-08-29T14:32:00Z,Fitbit App
2025-08-29T14:33:00Z,2025-08-29T15:00:00Z,Fitbit App
2025-08-29T15:02:00Z,2025-08-29T15:14:00Z,Fitbit App
2025-08-29T15:52:00Z,2025-08-29T16:10:00Z,Fitbit App
2025-08-29T16:35:00Z,2025-08-29T16:55:00Z,Fitbit App
2025-08-29T16:59:00Z,2025-08-29T17:12:00Z,Fitbit App
2025-08-29T18:08:00Z,2025-08-29T18:21:00Z,Fitbit App
2025-08-29T18:23:00Z,2025-08-29T18:46:00Z,Fitbit App
2025-08-29T19:41:00Z,2025-08-29T19:52:00Z,Fitbit App
2025-08-29T20:53:00Z,2025-08-29T21:21:00Z,Fitbit App
2025-08-29T21:26:00Z,2025-08-29T21:44:00Z,Fitbit App
2025-08-29T21:50:00Z,2025-08-29T22:06:00Z,Fitbit App
2025-08-29T22:29:00Z,2025-08-29T22:42:00Z,Fitbit App
2025-08-29T23:13:00Z,2025-08-29T23:33:00Z,Fitbit App
2025-08-29T23:34:00Z,2025-08-30T00:05:00Z,Fitbit App
