start time,end time,data source
2022-11-08T09:01:00Z,2022-11-08T09:38:00Z,Fitbit App
2022-11-08T09:44:00Z,2022-11-08T09:54:00Z,Fitbit App
2022-11-08T09:55:00Z,2022-11-08T10:18:00Z,Fitbit App
2022-11-08T10:20:00Z,2022-11-08T11:08:00Z,Fitbit App
2022-11-08T11:20:00Z,2022-11-08T11:48:00Z,Fitbit App
2022-11-08T13:57:00Z,2022-11-08T14:13:00Z,Fitbit App
2022-11-08T14:14:00Z,2022-11-08T14:42:00Z,Fitbit App
2022-11-08T14:44:00Z,2022-11-08T14:57:00Z,Fitbit App
2022-11-08T14:58:00Z,2022-11-08T15:20:00Z,Fitbit App
2022-11-08T15:27:00Z,2022-11-08T16:29:00Z,Fitbit App
2022-11-08T18:00:00Z,2022-11-08T18:53:00Z,Fitbit App
2022-11-08T18:59:00Z,2022-11-08T19:41:00Z,Fitbit App
2022-11-08T19:42:00Z,2022-11-08T20:32:00Z,Fitbit App
2022-11-08T20:33:00Z,2022-11-08T21:29:00Z,Fitbit App
2022-11-08T21:31:00Z,2022-11-08T22:46:00Z,Fitbit App
2022-11-08T22:48:00Z,2022-11-08T23:00:00Z,Fitbit App
2022-11-08T23:00:00Z,2022-11-08T23:34:00Z,Fitbit App
