start time,end time,data source
2021-04-05T03:10:00Z,2021-04-05T03:34:00Z,Fitbit App
2021-04-05T04:01:00Z,2021-04-05T04:25:00Z,Fitbit App
2021-04-05T04:26:00Z,2021-04-05T04:46:00Z,Fitbit App
2021-04-05T04:50:00Z,2021-04-05T06:06:00Z,Fitbit App
2021-04-05T06:16:00Z,2021-04-05T08:05:00Z,Fitbit App
2021-04-05T08:17:00Z,2021-04-05T09:10:00Z,Fitbit App
2021-04-05T09:22:00Z,2021-04-05T10:17:00Z,Fitbit App
2021-04-05T10:59:00Z,2021-04-05T11:13:00Z,Fitbit App
2021-04-05T11:34:00Z,2021-04-05T12:50:00Z,Fitbit App
2021-04-05T13:00:00Z,2021-04-05T16:03:00Z,Fitbit App
2021-04-05T16:36:00Z,2021-04-05T16:48:00Z,Fitbit App
2021-04-05T16:58:00Z,2021-04-05T17:31:00Z,Fitbit App
