start time,end time,data source
2020-10-24T12:21:00Z,2020-10-24T12:34:00Z,Fitbit App
2020-10-24T13:17:00Z,2020-10-24T14:31:00Z,Fitbit App
2020-10-24T15:09:00Z,2020-10-24T15:19:00Z,Fitbit App
2020-10-24T16:55:00Z,2020-10-24T17:23:00Z,Fitbit App
2020-10-24T17:55:00Z,2020-10-24T18:05:00Z,Fitbit App
2020-10-24T18:06:00Z,2020-10-24T18:46:00Z,Fitbit App
2020-10-24T18:47:00Z,2020-10-24T18:59:00Z,Fitbit App
2020-10-24T19:00:00Z,2020-10-24T19:10:00Z,Fitbit App
2020-10-24T19:38:00Z,2020-10-24T20:15:00Z,Fitbit App
2020-10-24T20:16:00Z,2020-10-24T21:10:00Z,Fitbit App
