timestamp,gain,data source
2020-11-01T15:20:00Z,3048,Charge 4
2020-11-01T15:50:00Z,3048,Charge 4
2020-11-01T19:35:00Z,6096,Charge 4
2020-11-01T19:36:00Z,6096,Charge 4
2020-11-02T18:29:00Z,3048,Charge 4
2020-11-02T18:30:00Z,3048,Charge 4
2020-11-02T18:31:00Z,6096,Charge 4
2020-11-02T18:34:00Z,3048,Charge 4
2020-11-02T18:36:00Z,3048,Charge 4
2020-11-02T19:30:00Z,3048,Charge 4
2020-11-02T19:37:00Z,3048,Charge 4
2020-11-02T19:38:00Z,6096,Charge 4
2020-11-02T21:00:00Z,3048,Charge 4
2020-11-02T21:14:00Z,3048,Charge 4
2020-11-02T21:15:00Z,3048,Charge 4
2020-11-02T21:16:00Z,6096,Charge 4
2020-11-02T21:37:00Z,3048,Charge 4
2020-11-03T13:48:00Z,3048,Charge 4
2020-11-03T13:53:00Z,3048,Charge 4
2020-11-03T14:10:00Z,3048,Charge 4
2020-11-03T14:12:00Z,3048,Charge 4
2020-11-03T20:20:00Z,3048,Charge 4
2020-11-04T18:44:00Z,3048,Charge 4
2020-11-04T18:45:00Z,3048,Charge 4
2020-11-04T19:03:00Z,3048,Charge 4
2020-11-04T19:04:00Z,3048,Charge 4
2020-11-04T19:15:00Z,3048,Charge 4
2020-11-04T19:17:00Z,6096,Charge 4
2020-11-04T19:21:00Z,3048,Charge 4
2020-11-04T19:22:00Z,6096,Charge 4
2020-11-04T19:23:00Z,3048,Charge 4
2020-11-04T19:24:00Z,3048,Charge 4
2020-11-04T19:31:00Z,3048,Charge 4
2020-11-04T19:47:00Z,3048,Charge 4
2020-11-04T20:01:00Z,6096,Charge 4
2020-11-04T20:02:00Z,6096,Charge 4
2020-11-04T20:03:00Z,3048,Charge 4
2020-11-04T20:04:00Z,3048,Charge 4
2020-11-04T20:07:00Z,3048,Charge 4
2020-11-05T18:32:00Z,3048,Charge 4
2020-11-05T18:34:00Z,3048,Charge 4
2020-11-05T19:02:00Z,6096,Charge 4
2020-11-05T19:48:00Z,6096,Charge 4
2020-11-05T19:49:00Z,6096,Charge 4
2020-11-05T19:50:00Z,3048,Charge 4
2020-11-05T19:59:00Z,3048,Charge 4
2020-11-05T20:01:00Z,3048,Charge 4
2020-11-05T20:03:00Z,3048,Charge 4
2020-11-05T20:04:00Z,3048,Charge 4
2020-11-05T20:08:00Z,3048,Charge 4
2020-11-05T20:09:00Z,6096,Charge 4
2020-11-06T07:10:00Z,3048,Charge 4
2020-11-06T07:11:00Z,3048,Charge 4
2020-11-06T07:27:00Z,3048,Charge 4
2020-11-06T07:28:00Z,3048,Charge 4
2020-11-06T07:33:00Z,3048,Charge 4
2020-11-06T08:42:00Z,6096,Charge 4
2020-11-06T09:49:00Z,3048,Charge 4
2020-11-06T11:02:00Z,3048,Charge 4
2020-11-06T11:03:00Z,3048,Charge 4
2020-11-06T11:13:00Z,3048,Charge 4
2020-11-06T11:44:00Z,3048,Charge 4
2020-11-06T18:38:00Z,3048,Charge 4
2020-11-07T09:35:00Z,3048,Charge 4
2020-11-07T09:56:00Z,6096,Charge 4
2020-11-07T09:57:00Z,9144,Charge 4
2020-11-07T09:58:00Z,6096,Charge 4
2020-11-07T09:59:00Z,6096,Charge 4
2020-11-07T10:00:00Z,9144,Charge 4
2020-11-07T10:01:00Z,6096,Charge 4
2020-11-07T10:02:00Z,6096,Charge 4
2020-11-07T10:03:00Z,6096,Charge 4
2020-11-07T10:04:00Z,6096,Charge 4
2020-11-07T10:05:00Z,9144,Charge 4
2020-11-07T10:06:00Z,3048,Charge 4
2020-11-07T10:10:00Z,6096,Charge 4
2020-11-07T10:11:00Z,3048,Charge 4
2020-11-07T10:29:00Z,3048,Charge 4
2020-11-07T10:35:00Z,3048,Charge 4
2020-11-07T10:46:00Z,3048,Charge 4
2020-11-07T10:47:00Z,3048,Charge 4
2020-11-08T07:56:00Z,3048,Charge 4
2020-11-08T08:29:00Z,3048,Charge 4
2020-11-08T08:35:00Z,3048,Charge 4
2020-11-08T08:39:00Z,3048,Charge 4
2020-11-08T08:40:00Z,3048,Charge 4
2020-11-08T08:41:00Z,6096,Charge 4
2020-11-08T08:42:00Z,3048,Charge 4
2020-11-08T08:43:00Z,6096,Charge 4
2020-11-08T08:44:00Z,3048,Charge 4
2020-11-08T08:45:00Z,3048,Charge 4
2020-11-08T08:46:00Z,6096,Charge 4
2020-11-08T08:47:00Z,3048,Charge 4
