timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2025-11-01T00:00:00Z,95.2,91.0,98.7,95.3,1.3,Charge 6
2025-11-02T00:00:00Z,97.6,96.1,99.1,95.4,1.4,Charge 6
2025-11-03T00:00:00Z,94.5,92.3,97.2,95.3,1.4,Charge 6
2025-11-04T00:00:00Z,96.6,94.7,98.5,95.4,1.4,Charge 6
2025-11-05T00:00:00Z,96.3,93.6,98.5,95.5,1.4,Charge 6
2025-11-06T00:00:00Z,96.1,93.7,99.0,95.5,1.4,Charge 6
2025-11-07T00:00:00Z,94.6,93.4,95.6,95.5,1.4,Charge 6
2025-11-08T00:00:00Z,97.6,94.0,99.9,95.6,1.4,Charge 6
2025-11-09T00:00:00Z,97.7,94.7,99.7,95.7,1.4,Charge 6
2025-11-10T00:00:00Z,94.2,92.3,97.1,95.6,1.5,Charge 6
2025-11-11T00:00:00Z,95.1,91.1,97.3,95.6,1.4,Charge 6
2025-11-12T00:00:00Z,98.1,95.2,100.0,95.7,1.5,Charge 6
2025-11-14T00:00:00Z,95.0,92.7,98.5,95.7,1.5,Charge 6
2025-11-15T00:00:00Z,94.4,91.4,97.8,95.6,1.5,Charge 6
2025-11-16T00:00:00Z,96.4,91.2,100.0,95.6,1.5,Charge 6
2025-11-17T00:00:00Z,95.7,93.8,98.1,95.6,1.5,Charge 6
2025-11-18T00:00:00Z,95.5,93.9,97.2,95.6,1.4,Charge 6
2025-11-19T00:00:00Z,94.4,91.1,96.7,95.6,1.5,Charge 6
2025-11-20T00:00:00Z,94.1,90.7,96.4,95.5,1.5,Charge 6
2025-11-21T00:00:00Z,96.9,94.5,98.9,95.6,1.5,Charge 6
2025-11-22T00:00:00Z,93.6,90.0,97.8,95.5,1.5,Charge 6
2025-11-23T00:00:00Z,97.8,95.3,99.3,95.7,1.5,Charge 6
2025-11-24T00:00:00Z,96.6,94.5,98.3,95.8,1.5,Charge 6
2025-11-25T00:00:00Z,96.7,96.6,97.7,95.8,1.5,Charge 6
2025-11-27T00:00:00Z,96.1,95.3,97.2,95.9,1.4,Charge 6
2025-11-28T00:00:00Z,94.5,89.7,97.6,95.8,1.4,Charge 6
2025-11-29T00:00:00Z,94.2,89.0,97.3,95.7,1.4,Charge 6
2025-11-30T00:00:00Z,95.4,93.0,97.9,95.8,1.3,Charge 6
