timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-04-02T00:00:00Z,92.9,89.5,96.0,95.2,1.4,Charge 4
2022-04-04T00:00:00Z,97.3,94.1,99.3,95.3,1.5,Charge 4
2022-04-05T00:00:00Z,97.6,93.8,99.6,95.4,1.5,Charge 4
2022-04-06T00:00:00Z,97.3,97.3,98.0,95.5,1.5,Charge 4
2022-04-07T00:00:00Z,95.7,93.6,97.8,95.5,1.5,Charge 4
2022-04-08T00:00:00Z,98.4,97.5,99.8,95.6,1.6,Charge 4
2022-04-09T00:00:00Z,96.5,95.0,98.5,95.6,1.6,Charge 4
2022-04-10T00:00:00Z,96.9,95.1,98.6,95.7,1.6,Charge 4
2022-04-12T00:00:00Z,92.3,90.9,91.4,95.6,1.7,Charge 4
2022-04-14T00:00:00Z,94.6,93.7,96.0,95.5,1.6,Charge 4
2022-04-15T00:00:00Z,96.8,94.5,99.7,95.6,1.6,Charge 4
2022-04-16T00:00:00Z,95.6,93.5,98.4,95.6,1.6,Charge 4
2022-04-18T00:00:00Z,96.5,96.3,98.5,95.6,1.6,Charge 4
2022-04-19T00:00:00Z,94.9,92.5,96.8,95.5,1.6,Charge 4
2022-04-21T00:00:00Z,95.7,93.9,97.3,95.5,1.6,Charge 4
2022-04-22T00:00:00Z,94.7,94.8,94.7,95.5,1.6,Charge 4
2022-04-24T00:00:00Z,94.2,93.1,94.8,95.4,1.6,Charge 4
2022-04-28T00:00:00Z,96.0,92.4,99.0,95.4,1.6,Charge 4
2022-04-29T00:00:00Z,95.2,95.1,95.7,95.4,1.5,Charge 4
2022-04-30T00:00:00Z,94.8,92.2,97.7,95.4,1.5,Charge 4
