timestamp,gain,data source
2023-02-01T03:59:00Z,6096,Charge 4
2023-02-01T09:15:00Z,3048,Charge 4
2023-02-01T09:21:00Z,3048,Charge 4
2023-02-01T09:22:00Z,3048,Charge 4
2023-02-01T09:58:00Z,3048,Charge 4
2023-02-01T09:59:00Z,3048,Charge 4
2023-02-01T10:00:00Z,6096,Charge 4
2023-02-01T10:47:00Z,3048,Charge 4
2023-02-01T10:53:00Z,6096,Charge 4
2023-02-01T11:31:00Z,3048,Charge 4
2023-02-01T13:04:00Z,3048,Charge 4
2023-02-01T15:50:00Z,3048,Charge 4
2023-02-01T15:51:00Z,3048,Charge 4
2023-02-01T15:52:00Z,3048,Charge 4
2023-02-01T15:55:00Z,6096,Charge 4
2023-02-01T16:39:00Z,3048,Charge 4
2023-02-01T16:58:00Z,3048,Charge 4
2023-02-01T17:14:00Z,3048,Charge 4
2023-02-01T17:18:00Z,3048,Charge 4
2023-02-01T17:38:00Z,3048,Charge 4
2023-02-01T19:06:00Z,3048,Charge 4
2023-02-01T19:24:00Z,6096,Charge 4
2023-02-01T20:33:00Z,3048,Charge 4
2023-02-01T21:09:00Z,3048,Charge 4
2023-02-01T21:22:00Z,3048,Charge 4
2023-02-01T21:29:00Z,3048,Charge 4
2023-02-01T21:31:00Z,3048,Charge 4
2023-02-01T21:45:00Z,3048,Charge 4
2023-02-02T10:59:00Z,3048,Charge 4
2023-02-02T18:04:00Z,3048,Charge 4
2023-02-02T18:11:00Z,3048,Charge 4
2023-02-02T18:25:00Z,3048,Charge 4
2023-02-02T18:32:00Z,3048,Charge 4
2023-02-02T18:36:00Z,3048,Charge 4
2023-02-02T18:37:00Z,3048,Charge 4
2023-02-02T18:39:00Z,3048,Charge 4
2023-02-02T18:40:00Z,3048,Charge 4
2023-02-02T18:48:00Z,3048,Charge 4
2023-02-02T19:35:00Z,3048,Charge 4
2023-02-02T19:38:00Z,3048,Charge 4
2023-02-02T19:42:00Z,6096,Charge 4
2023-02-02T19:45:00Z,3048,Charge 4
2023-02-02T19:46:00Z,3048,Charge 4
2023-02-02T19:52:00Z,3048,Charge 4
