start time,end time,data source
2022-10-29T06:57:00Z,2022-10-29T07:15:00Z,Fitbit App
2022-10-29T08:12:00Z,2022-10-29T10:20:00Z,Fitbit App
2022-10-29T10:28:00Z,2022-10-29T11:39:00Z,Fitbit App
2022-10-29T11:57:00Z,2022-10-29T12:18:00Z,Fitbit App
2022-10-29T12:19:00Z,2022-10-29T13:39:00Z,Fitbit App
2022-10-29T13:49:00Z,2022-10-29T15:04:00Z,Fitbit App
2022-10-29T15:19:00Z,2022-10-29T15:34:00Z,Fitbit App
2022-10-29T15:35:00Z,2022-10-29T15:45:00Z,Fitbit App
2022-10-29T15:51:00Z,2022-10-29T16:38:00Z,Fitbit App
2022-10-29T16:39:00Z,2022-10-29T17:12:00Z,Fitbit App
2022-10-29T17:35:00Z,2022-10-29T18:30:00Z,Fitbit App
2022-10-29T18:50:00Z,2022-10-29T19:42:00Z,Fitbit App
2022-10-29T19:52:00Z,2022-10-29T20:41:00Z,Fitbit App
2022-10-29T20:43:00Z,2022-10-29T20:57:00Z,Fitbit App
