start time,end time,data source
2023-10-05T05:14:00Z,2023-10-05T05:29:00Z,Fitbit App
2023-10-05T05:51:00Z,2023-10-05T06:09:00Z,Fitbit App
2023-10-05T06:28:00Z,2023-10-05T07:06:00Z,Fitbit App
2023-10-05T08:48:00Z,2023-10-05T11:12:00Z,Fitbit App
2023-10-05T13:14:00Z,2023-10-05T14:38:00Z,Fitbit App
2023-10-05T15:14:00Z,2023-10-05T15:31:00Z,Fitbit App
2023-10-05T15:45:00Z,2023-10-05T16:15:00Z,Fitbit App
2023-10-05T16:17:00Z,2023-10-05T16:51:00Z,Fitbit App
2023-10-05T16:56:00Z,2023-10-05T17:08:00Z,Fitbit App
2023-10-05T17:32:00Z,2023-10-05T18:14:00Z,Fitbit App
2023-10-05T18:15:00Z,2023-10-05T20:23:00Z,Fitbit App
2023-10-05T20:29:00Z,2023-10-05T20:40:00Z,Fitbit App
