start time,end time,data source
2023-11-06T07:08:00Z,2023-11-06T07:18:00Z,Fitbit App
2023-11-06T07:58:00Z,2023-11-06T08:09:00Z,Fitbit App
2023-11-06T08:16:00Z,2023-11-06T10:42:00Z,Fitbit App
2023-11-06T10:48:00Z,2023-11-06T11:56:00Z,Fitbit App
2023-11-06T12:06:00Z,2023-11-06T12:19:00Z,Fitbit App
2023-11-06T12:25:00Z,2023-11-06T12:54:00Z,Fitbit App
2023-11-06T13:20:00Z,2023-11-06T13:44:00Z,Fitbit App
2023-11-06T13:45:00Z,2023-11-06T14:06:00Z,Fitbit App
2023-11-06T15:16:00Z,2023-11-06T15:29:00Z,Fitbit App
2023-11-06T17:36:00Z,2023-11-06T18:03:00Z,Fitbit App
2023-11-06T18:22:00Z,2023-11-06T18:35:00Z,Fitbit App
2023-11-06T19:09:00Z,2023-11-06T19:21:00Z,Fitbit App
2023-11-06T20:44:00Z,2023-11-06T21:05:00Z,Fitbit App
2023-11-06T21:11:00Z,2023-11-06T21:57:00Z,Fitbit App
2023-11-06T22:02:00Z,2023-11-06T22:13:00Z,Fitbit App
