start time,end time,data source
2022-08-22T06:35:00Z,2022-08-22T08:18:00Z,Fitbit App
2022-08-22T08:45:00Z,2022-08-22T08:57:00Z,Fitbit App
2022-08-22T09:08:00Z,2022-08-22T09:20:00Z,Fitbit App
2022-08-22T09:29:00Z,2022-08-22T09:43:00Z,Fitbit App
2022-08-22T09:44:00Z,2022-08-22T09:57:00Z,Fitbit App
2022-08-22T10:01:00Z,2022-08-22T10:18:00Z,Fitbit App
2022-08-22T10:53:00Z,2022-08-22T11:03:00Z,Fitbit App
2022-08-22T11:55:00Z,2022-08-22T12:08:00Z,Fitbit App
2022-08-22T12:32:00Z,2022-08-22T12:48:00Z,Fitbit App
2022-08-22T13:00:00Z,2022-08-22T13:38:00Z,Fitbit App
2022-08-22T15:19:00Z,2022-08-22T15:40:00Z,Fitbit App
2022-08-22T15:54:00Z,2022-08-22T16:13:00Z,Fitbit App
2022-08-22T16:24:00Z,2022-08-22T18:41:00Z,Fitbit App
2022-08-22T19:08:00Z,2022-08-22T19:20:00Z,Fitbit App
2022-08-22T19:27:00Z,2022-08-22T20:04:00Z,Fitbit App
2022-08-22T20:16:00Z,2022-08-22T20:31:00Z,Fitbit App
2022-08-22T20:38:00Z,2022-08-22T21:24:00Z,Fitbit App
2022-08-22T21:29:00Z,2022-08-22T22:00:00Z,Fitbit App
