timestamp,temperature celsius,data source
2024-11-29T14:00:00Z,26.1,Charge 6
2024-11-29T14:01:00Z,26.1,Charge 6
2024-11-29T14:02:00Z,26.1,Charge 6
2024-11-29T14:03:00Z,26.1,Charge 6
2024-11-29T14:04:00Z,26.0,Charge 6
2024-11-29T14:05:00Z,25.9,Charge 6
2024-11-29T14:06:00Z,25.9,Charge 6
2024-11-29T14:07:00Z,25.9,Charge 6
2024-11-29T14:08:00Z,25.8,Charge 6
2024-11-29T14:09:00Z,25.7,Charge 6
2024-11-29T14:10:00Z,25.7,Charge 6
2024-11-29T14:11:00Z,25.7,Charge 6
2024-11-29T14:12:00Z,25.5,Charge 6
2024-11-29T14:13:00Z,25.4,Charge 6
2024-11-29T14:14:00Z,25.3,Charge 6
2024-11-29T14:15:00Z,25.2,Charge 6
2024-11-29T14:16:00Z,25.2,Charge 6
2024-11-29T14:17:00Z,25.5,Charge 6
2024-11-29T14:18:00Z,26.9,Charge 6
2024-11-29T14:19:00Z,26.8,Charge 6
2024-11-29T14:20:00Z,26.6,Charge 6
2024-11-29T14:21:00Z,26.3,Charge 6
2024-11-29T14:22:00Z,26.0,Charge 6
2024-11-29T14:23:00Z,25.7,Charge 6
2024-11-29T14:24:00Z,25.6,Charge 6
2024-11-29T14:25:00Z,25.4,Charge 6
2024-11-29T14:26:00Z,25.2,Charge 6
2024-11-29T14:27:00Z,25.1,Charge 6
2024-11-29T14:28:00Z,24.9,Charge 6
2024-11-29T14:29:00Z,24.8,Charge 6
2024-11-29T14:30:00Z,24.6,Charge 6
2024-11-29T14:31:00Z,24.5,Charge 6
2024-11-29T14:32:00Z,24.4,Charge 6
2024-11-29T14:33:00Z,24.3,Charge 6
2024-11-29T14:34:00Z,24.5,Charge 6
2024-11-29T14:35:00Z,24.5,Charge 6
2024-11-29T14:36:00Z,24.4,Charge 6
2024-11-29T14:37:00Z,24.3,Charge 6
2024-11-29T14:38:00Z,24.1,Charge 6
2024-11-29T14:39:00Z,23.9,Charge 6
2024-11-29T14:40:00Z,23.9,Charge 6
2024-11-29T14:41:00Z,23.8,Charge 6
2024-11-29T14:42:00Z,23.7,Charge 6
2024-11-29T14:43:00Z,23.6,Charge 6
2024-11-29T14:44:00Z,23.6,Charge 6
2024-11-29T14:45:00Z,23.5,Charge 6
2024-11-29T14:46:00Z,23.4,Charge 6
2024-11-29T14:47:00Z,23.9,Charge 6
2024-11-29T14:48:00Z,23.7,Charge 6
2024-11-29T14:49:00Z,23.5,Charge 6
2024-11-29T14:50:00Z,23.2,Charge 6
2024-11-29T14:51:00Z,23.1,Charge 6
2024-11-29T14:52:00Z,24.6,Charge 6
2024-11-29T14:53:00Z,24.8,Charge 6
2024-11-29T14:54:00Z,27.4,Charge 6
2024-11-29T14:55:00Z,28.3,Charge 6
2024-11-29T14:56:00Z,28.6,Charge 6
2024-11-29T14:57:00Z,28.9,Charge 6
2024-11-29T14:58:00Z,29.2,Charge 6
2024-11-29T14:59:00Z,29.4,Charge 6
2024-11-29T15:00:00Z,29.6,Charge 6
2024-11-29T15:01:00Z,29.8,Charge 6
2024-11-29T15:02:00Z,29.9,Charge 6
2024-11-29T15:03:00Z,30.0,Charge 6
2024-11-29T15:04:00Z,30.0,Charge 6
2024-11-29T15:05:00Z,29.9,Charge 6
2024-11-29T15:06:00Z,30.0,Charge 6
2024-11-29T15:07:00Z,30.0,Charge 6
2024-11-29T15:08:00Z,30.0,Charge 6
2024-11-29T15:09:00Z,30.0,Charge 6
2024-11-29T15:10:00Z,30.0,Charge 6
2024-11-29T15:11:00Z,29.9,Charge 6
2024-11-29T15:12:00Z,30.0,Charge 6
2024-11-29T15:13:00Z,29.9,Charge 6
2024-11-29T15:14:00Z,29.9,Charge 6
2024-11-29T15:15:00Z,29.9,Charge 6
2024-11-29T15:16:00Z,29.9,Charge 6
2024-11-29T15:17:00Z,29.9,Charge 6
2024-11-29T15:18:00Z,29.9,Charge 6
2024-11-29T15:19:00Z,29.9,Charge 6
2024-11-29T15:20:00Z,29.9,Charge 6
2024-11-29T15:21:00Z,29.9,Charge 6
2024-11-29T15:22:00Z,29.8,Charge 6
2024-11-29T15:23:00Z,29.8,Charge 6
2024-11-29T15:24:00Z,29.8,Charge 6
2024-11-29T15:25:00Z,29.8,Charge 6
2024-11-29T15:26:00Z,29.7,Charge 6
2024-11-29T15:27:00Z,29.7,Charge 6
2024-11-29T15:28:00Z,29.7,Charge 6
2024-11-29T15:29:00Z,29.7,Charge 6
2024-11-29T15:30:00Z,29.6,Charge 6
2024-11-29T15:31:00Z,29.6,Charge 6
2024-11-29T15:32:00Z,29.6,Charge 6
2024-11-29T15:33:00Z,29.6,Charge 6
2024-11-29T15:34:00Z,29.5,Charge 6
2024-11-29T15:35:00Z,29.5,Charge 6
2024-11-29T15:36:00Z,29.5,Charge 6
2024-11-29T15:37:00Z,29.5,Charge 6
2024-11-29T15:38:00Z,29.4,Charge 6
2024-11-29T15:39:00Z,29.4,Charge 6
2024-11-29T15:40:00Z,29.3,Charge 6
2024-11-29T15:41:00Z,29.3,Charge 6
2024-11-29T15:42:00Z,29.4,Charge 6
2024-11-29T15:43:00Z,29.4,Charge 6
2024-11-29T15:44:00Z,29.4,Charge 6
2024-11-29T15:45:00Z,29.3,Charge 6
2024-11-29T15:46:00Z,29.3,Charge 6
2024-11-29T15:47:00Z,29.3,Charge 6
2024-11-29T15:48:00Z,29.2,Charge 6
2024-11-29T15:49:00Z,29.2,Charge 6
2024-11-29T15:50:00Z,29.1,Charge 6
