timestamp,light,moderate,very,data source
2022-03-01T00:28:00Z,1,0,0,Fitbit App
2022-03-01T00:37:00Z,1,0,0,Fitbit App
2022-03-01T06:11:00Z,1,0,0,Fitbit App
2022-03-01T06:12:00Z,1,0,0,Fitbit App
2022-03-01T06:16:00Z,1,0,0,Fitbit App
2022-03-01T06:17:00Z,1,0,0,Fitbit App
2022-03-01T06:18:00Z,1,0,0,Fitbit App
2022-03-01T06:30:00Z,1,0,0,Fitbit App
2022-03-01T06:31:00Z,1,0,0,Fitbit App
2022-03-01T06:32:00Z,1,0,0,Fitbit App
2022-03-01T06:33:00Z,1,0,0,Fitbit App
2022-03-01T06:34:00Z,1,0,0,Fitbit App
2022-03-01T06:35:00Z,1,0,0,Fitbit App
2022-03-01T06:36:00Z,1,0,0,Fitbit App
2022-03-01T06:38:00Z,1,0,0,Fitbit App
2022-03-01T06:39:00Z,1,0,0,Fitbit App
2022-03-01T06:40:00Z,1,0,0,Fitbit App
2022-03-01T06:41:00Z,1,0,0,Fitbit App
2022-03-01T06:42:00Z,1,0,0,Fitbit App
2022-03-01T06:43:00Z,1,0,0,Fitbit App
2022-03-01T06:44:00Z,1,0,0,Fitbit App
2022-03-01T06:45:00Z,1,0,0,Fitbit App
2022-03-01T06:46:00Z,1,0,0,Fitbit App
2022-03-01T06:47:00Z,1,0,0,Fitbit App
2022-03-01T06:49:00Z,1,0,0,Fitbit App
2022-03-01T06:56:00Z,1,0,0,Fitbit App
2022-03-01T06:57:00Z,1,0,0,Fitbit App
2022-03-01T06:59:00Z,1,0,0,Fitbit App
2022-03-01T07:00:00Z,1,0,0,Fitbit App
2022-03-01T07:01:00Z,1,0,0,Fitbit App
2022-03-01T07:02:00Z,1,0,0,Fitbit App
2022-03-01T07:03:00Z,1,0,0,Fitbit App
2022-03-01T07:04:00Z,0,1,0,Fitbit App
2022-03-01T07:05:00Z,0,1,0,Fitbit App
2022-03-01T07:06:00Z,0,1,0,Fitbit App
2022-03-01T07:07:00Z,1,0,0,Fitbit App
2022-03-01T07:08:00Z,0,1,0,Fitbit App
2022-03-01T07:09:00Z,0,0,1,Fitbit App
