timestamp,floors,data source
2023-05-01T05:00:00Z,1,Fitbit App
2023-05-01T05:42:00Z,2,Fitbit App
2023-05-01T06:21:00Z,1,Fitbit App
2023-05-01T06:54:00Z,1,Fitbit App
2023-05-01T07:44:00Z,2,Fitbit App
2023-05-01T07:47:00Z,1,Fitbit App
2023-05-01T07:59:00Z,1,Fitbit App
2023-05-01T08:40:00Z,1,Fitbit App
2023-05-01T08:56:00Z,1,Fitbit App
2023-05-01T09:03:00Z,1,Fitbit App
2023-05-01T09:16:00Z,1,Fitbit App
2023-05-01T09:17:00Z,2,Fitbit App
2023-05-01T09:18:00Z,1,Fitbit App
2023-05-01T09:19:00Z,1,Fitbit App
2023-05-01T17:50:00Z,1,Fitbit App
2023-05-01T18:23:00Z,1,Fitbit App
2023-05-01T19:29:00Z,3,Fitbit App
2023-05-01T19:30:00Z,1,Fitbit App
2023-05-02T04:15:00Z,1,Fitbit App
2023-05-02T04:16:00Z,1,Fitbit App
2023-05-02T04:56:00Z,3,Fitbit App
2023-05-02T04:57:00Z,2,Fitbit App
2023-05-02T04:58:00Z,2,Fitbit App
2023-05-02T05:19:00Z,2,Fitbit App
2023-05-02T05:20:00Z,1,Fitbit App
2023-05-02T05:39:00Z,1,Fitbit App
2023-05-02T06:01:00Z,1,Fitbit App
2023-05-02T06:13:00Z,1,Fitbit App
2023-05-02T06:19:00Z,1,Fitbit App
2023-05-02T06:54:00Z,1,Fitbit App
2023-05-02T08:24:00Z,1,Fitbit App
2023-05-02T08:25:00Z,2,Fitbit App
2023-05-02T09:25:00Z,1,Fitbit App
2023-05-02T09:29:00Z,1,Fitbit App
2023-05-02T09:57:00Z,1,Fitbit App
2023-05-02T10:45:00Z,1,Fitbit App
2023-05-02T13:59:00Z,2,Fitbit App
2023-05-02T14:01:00Z,1,Fitbit App
2023-05-02T14:26:00Z,1,Fitbit App
2023-05-02T14:43:00Z,1,Fitbit App
2023-05-02T14:47:00Z,1,Fitbit App
2023-05-02T14:48:00Z,1,Fitbit App
2023-05-02T14:49:00Z,1,Fitbit App
2023-05-02T15:23:00Z,1,Fitbit App
2023-05-02T15:24:00Z,1,Fitbit App
2023-05-02T15:27:00Z,1,Fitbit App
2023-05-02T15:29:00Z,1,Fitbit App
2023-05-02T15:30:00Z,1,Fitbit App
2023-05-02T15:32:00Z,1,Fitbit App
2023-05-02T15:33:00Z,1,Fitbit App
2023-05-02T15:36:00Z,1,Fitbit App
2023-05-02T16:22:00Z,1,Fitbit App
2023-05-02T16:27:00Z,1,Fitbit App
2023-05-02T16:33:00Z,3,Fitbit App
2023-05-02T16:34:00Z,1,Fitbit App
2023-05-02T16:35:00Z,1,Fitbit App
2023-05-02T16:36:00Z,2,Fitbit App
2023-05-02T16:37:00Z,1,Fitbit App
2023-05-02T16:49:00Z,1,Fitbit App
2023-05-02T19:22:00Z,3,Fitbit App
2023-05-02T19:46:00Z,1,Fitbit App
2023-05-02T19:47:00Z,1,Fitbit App
2023-05-02T19:48:00Z,1,Fitbit App
2023-05-02T19:49:00Z,2,Fitbit App
2023-05-02T19:50:00Z,2,Fitbit App
2023-05-02T19:51:00Z,1,Fitbit App
2023-05-02T19:52:00Z,1,Fitbit App
2023-05-02T19:53:00Z,1,Fitbit App
2023-05-02T19:54:00Z,1,Fitbit App
2023-05-02T20:40:00Z,1,Fitbit App
2023-05-03T05:25:00Z,1,Fitbit App
2023-05-03T06:28:00Z,1,Fitbit App
2023-05-03T07:04:00Z,1,Fitbit App
2023-05-03T09:37:00Z,1,Fitbit App
2023-05-03T10:32:00Z,1,Fitbit App
2023-05-03T10:33:00Z,2,Fitbit App
2023-05-03T10:34:00Z,1,Fitbit App
2023-05-03T10:35:00Z,1,Fitbit App
2023-05-03T10:48:00Z,1,Fitbit App
2023-05-03T10:49:00Z,1,Fitbit App
2023-05-03T11:06:00Z,1,Fitbit App
2023-05-03T11:07:00Z,1,Fitbit App
2023-05-03T11:38:00Z,2,Fitbit App
2023-05-03T11:40:00Z,1,Fitbit App
2023-05-03T12:06:00Z,1,Fitbit App
2023-05-03T12:20:00Z,1,Fitbit App
2023-05-03T16:37:00Z,1,Fitbit App
2023-05-03T20:03:00Z,1,Fitbit App
2023-05-03T20:49:00Z,2,Fitbit App
2023-05-03T20:50:00Z,1,Fitbit App
2023-05-04T05:10:00Z,1,Fitbit App
2023-05-04T05:39:00Z,1,Fitbit App
2023-05-04T05:40:00Z,1,Fitbit App
2023-05-04T08:03:00Z,1,Fitbit App
2023-05-04T09:45:00Z,1,Fitbit App
2023-05-04T09:55:00Z,1,Fitbit App
2023-05-04T12:11:00Z,1,Fitbit App
2023-05-04T12:44:00Z,1,Fitbit App
2023-05-04T13:23:00Z,1,Fitbit App
2023-05-04T14:07:00Z,1,Fitbit App
