timestamp,temperature celsius,data source
2021-03-08T19:07:00Z,22.7,Charge 4
2021-03-08T19:08:00Z,22.7,Charge 4
2021-03-08T19:09:00Z,22.7,Charge 4
2021-03-08T19:10:00Z,22.7,Charge 4
2021-03-08T19:11:00Z,22.7,Charge 4
2021-03-08T19:12:00Z,22.6,Charge 4
2021-03-08T19:13:00Z,22.5,Charge 4
2021-03-08T19:14:00Z,22.4,Charge 4
2021-03-08T19:15:00Z,22.3,Charge 4
2021-03-08T19:16:00Z,22.2,Charge 4
2021-03-08T19:17:00Z,22.0,Charge 4
2021-03-08T19:18:00Z,21.9,Charge 4
2021-03-08T19:19:00Z,21.7,Charge 4
2021-03-08T19:20:00Z,21.6,Charge 4
2021-03-08T19:21:00Z,21.5,Charge 4
2021-03-08T19:22:00Z,21.3,Charge 4
2021-03-08T19:23:00Z,21.1,Charge 4
2021-03-08T19:24:00Z,20.9,Charge 4
2021-03-08T19:25:00Z,20.8,Charge 4
2021-03-08T19:26:00Z,20.7,Charge 4
2021-03-08T19:27:00Z,20.5,Charge 4
2021-03-08T19:28:00Z,20.4,Charge 4
2021-03-08T19:29:00Z,20.3,Charge 4
2021-03-08T19:30:00Z,20.2,Charge 4
2021-03-08T19:31:00Z,20.2,Charge 4
2021-03-08T19:32:00Z,20.1,Charge 4
2021-03-08T19:33:00Z,22.6,Charge 4
2021-03-08T19:34:00Z,24.3,Charge 4
2021-03-08T19:35:00Z,25.5,Charge 4
2021-03-08T19:36:00Z,26.3,Charge 4
2021-03-08T19:38:00Z,26.9,Charge 4
2021-03-08T19:39:00Z,27.4,Charge 4
2021-03-08T19:40:00Z,27.9,Charge 4
2021-03-08T19:41:00Z,28.3,Charge 4
2021-03-08T19:42:00Z,28.7,Charge 4
2021-03-08T19:43:00Z,28.7,Charge 4
2021-03-08T19:44:00Z,28.7,Charge 4
2021-03-08T19:45:00Z,28.9,Charge 4
2021-03-08T19:46:00Z,29.1,Charge 4
2021-03-08T19:47:00Z,29.2,Charge 4
2021-03-08T19:48:00Z,29.4,Charge 4
2021-03-08T19:49:00Z,29.4,Charge 4
2021-03-08T19:50:00Z,29.4,Charge 4
2021-03-08T19:51:00Z,29.4,Charge 4
2021-03-08T19:52:00Z,29.4,Charge 4
