timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2022-02-01T00:45:00Z,14.589,0.0,Fitbit App
2022-02-01T00:50:00Z,12.912,0.0,Fitbit App
2022-02-01T00:55:00Z,13.176,0.0,Fitbit App
2022-02-01T01:00:00Z,13.804,0.0,Fitbit App
2022-02-01T01:05:00Z,14.605,0.0,Fitbit App
2022-02-01T01:10:00Z,15.116,0.0,Fitbit App
2022-02-01T01:15:00Z,12.517,0.0,Fitbit App
2022-02-01T01:20:00Z,12.056,0.0,Fitbit App
2022-02-01T01:25:00Z,13.364,0.0,Fitbit App
2022-02-01T01:30:00Z,11.884,0.0,Fitbit App
2022-02-01T01:35:00Z,12.059,0.0,Fitbit App
2022-02-01T01:40:00Z,14.758,0.0,Fitbit App
2022-02-01T01:45:00Z,13.647,0.0,Fitbit App
2022-02-01T01:50:00Z,12.71,0.0,Fitbit App
2022-02-01T01:55:00Z,15.22,0.0,Fitbit App
2022-02-01T02:00:00Z,13.865,0.0,Fitbit App
2022-02-01T02:05:00Z,11.806,0.0,Fitbit App
2022-02-01T02:10:00Z,11.307,0.0,Fitbit App
2022-02-01T02:15:00Z,11.925,0.0,Fitbit App
2022-02-01T02:20:00Z,11.624,0.0,Fitbit App
2022-02-01T02:25:00Z,16.151,0.0,Fitbit App
2022-02-01T02:30:00Z,14.902,0.0,Fitbit App
2022-02-01T02:35:00Z,14.769,0.0,Fitbit App
2022-02-01T02:40:00Z,16.666,0.0,Fitbit App
2022-02-01T02:45:00Z,16.267,0.0,Fitbit App
2022-02-01T02:50:00Z,15.534,0.0,Fitbit App
2022-02-01T02:55:00Z,15.75,0.0,Fitbit App
2022-02-01T03:00:00Z,15.971,0.0,Fitbit App
2022-02-01T03:05:00Z,15.374,0.0,Fitbit App
2022-02-01T03:10:00Z,14.755,0.0,Fitbit App
2022-02-01T03:15:00Z,16.051,0.0,Fitbit App
2022-02-01T03:20:00Z,18.236,0.0,Fitbit App
2022-02-01T03:25:00Z,20.475,0.0,Fitbit App
2022-02-01T03:30:00Z,14.628,0.0,Fitbit App
2022-02-01T03:35:00Z,13.922,0.0,Fitbit App
2022-02-01T03:40:00Z,13.243,0.0,Fitbit App
2022-02-01T03:45:00Z,14.843,0.0,Fitbit App
2022-02-01T03:50:00Z,12.66,0.0,Fitbit App
2022-02-01T03:55:00Z,14.284,0.0,Fitbit App
