timestamp,beats per minute,data source
2025-09-22T00:00:01Z,70.0,Charge 6
2025-09-22T00:00:02Z,69.0,Charge 6
2025-09-22T00:00:05Z,69.0,Charge 6
2025-09-22T00:00:08Z,69.0,Charge 6
2025-09-22T00:00:11Z,69.0,Charge 6
2025-09-22T00:00:14Z,70.0,Charge 6
2025-09-22T00:00:17Z,70.0,Charge 6
2025-09-22T00:00:20Z,70.0,Charge 6
2025-09-22T00:00:23Z,69.0,Charge 6
2025-09-22T00:00:26Z,69.0,Charge 6
2025-09-22T00:00:27Z,70.0,Charge 6
2025-09-22T00:00:30Z,70.0,Charge 6
2025-09-22T00:00:31Z,71.0,Charge 6
2025-09-22T00:00:34Z,71.0,Charge 6
2025-09-22T00:00:35Z,70.0,Charge 6
2025-09-22T00:00:38Z,70.0,Charge 6
2025-09-22T00:00:39Z,70.0,Charge 6
2025-09-22T00:00:42Z,70.0,Charge 6
2025-09-22T00:00:44Z,69.0,Charge 6
2025-09-22T00:00:46Z,68.0,Charge 6
2025-09-22T00:00:49Z,68.0,Charge 6
2025-09-22T00:00:52Z,68.0,Charge 6
2025-09-22T00:00:55Z,68.0,Charge 6
2025-09-22T00:00:58Z,68.0,Charge 6
2025-09-22T00:01:01Z,68.0,Charge 6
2025-09-22T00:01:04Z,68.0,Charge 6
2025-09-22T00:01:07Z,68.0,Charge 6
2025-09-22T00:01:10Z,68.0,Charge 6
2025-09-22T00:01:13Z,68.0,Charge 6
2025-09-22T00:01:16Z,68.0,Charge 6
2025-09-22T00:01:19Z,68.0,Charge 6
2025-09-22T00:01:22Z,68.0,Charge 6
2025-09-22T00:01:25Z,68.0,Charge 6
2025-09-22T00:01:27Z,69.0,Charge 6
2025-09-22T00:01:29Z,70.0,Charge 6
2025-09-22T00:01:32Z,69.0,Charge 6
2025-09-22T00:01:35Z,69.0,Charge 6
2025-09-22T00:01:36Z,70.0,Charge 6
2025-09-22T00:01:39Z,70.0,Charge 6
2025-09-22T00:01:42Z,71.0,Charge 6
2025-09-22T00:01:44Z,72.0,Charge 6
2025-09-22T00:01:46Z,71.0,Charge 6
2025-09-22T00:01:48Z,70.0,Charge 6
2025-09-22T00:01:50Z,70.0,Charge 6
2025-09-22T00:01:52Z,69.0,Charge 6
2025-09-22T00:01:54Z,68.0,Charge 6
2025-09-22T00:01:57Z,68.0,Charge 6
2025-09-22T00:02:00Z,68.0,Charge 6
2025-09-22T00:02:03Z,68.0,Charge 6
2025-09-22T00:02:06Z,68.0,Charge 6
2025-09-22T00:02:09Z,68.0,Charge 6
2025-09-22T00:02:11Z,67.0,Charge 6
2025-09-22T00:02:13Z,66.0,Charge 6
2025-09-22T00:02:16Z,66.0,Charge 6
2025-09-22T00:02:18Z,67.0,Charge 6
2025-09-22T00:02:20Z,68.0,Charge 6
2025-09-22T00:02:23Z,68.0,Charge 6
2025-09-22T00:02:24Z,69.0,Charge 6
2025-09-22T00:02:27Z,69.0,Charge 6
2025-09-22T00:02:30Z,69.0,Charge 6
2025-09-22T00:02:32Z,68.0,Charge 6
2025-09-22T00:02:35Z,68.0,Charge 6
2025-09-22T00:02:38Z,68.0,Charge 6
2025-09-22T00:02:41Z,68.0,Charge 6
2025-09-22T00:02:42Z,67.0,Charge 6
2025-09-22T00:02:45Z,67.0,Charge 6
2025-09-22T00:02:47Z,68.0,Charge 6
2025-09-22T00:02:50Z,68.0,Charge 6
2025-09-22T00:02:51Z,70.0,Charge 6
2025-09-22T00:02:54Z,70.0,Charge 6
2025-09-22T00:02:55Z,70.0,Charge 6
2025-09-22T00:02:57Z,71.0,Charge 6
2025-09-22T00:02:59Z,70.0,Charge 6
2025-09-22T00:03:02Z,70.0,Charge 6
2025-09-22T00:03:03Z,69.0,Charge 6
2025-09-22T00:03:05Z,68.0,Charge 6
2025-09-22T00:03:08Z,68.0,Charge 6
2025-09-22T00:03:10Z,66.0,Charge 6
2025-09-22T00:03:13Z,66.0,Charge 6
2025-09-22T00:03:14Z,65.0,Charge 6
2025-09-22T00:03:16Z,64.0,Charge 6
2025-09-22T00:03:18Z,65.0,Charge 6
2025-09-22T00:03:20Z,66.0,Charge 6
2025-09-22T00:03:23Z,66.0,Charge 6
2025-09-22T00:03:24Z,67.0,Charge 6
2025-09-22T00:03:26Z,68.0,Charge 6
2025-09-22T00:03:28Z,69.0,Charge 6
2025-09-22T00:03:30Z,70.0,Charge 6
2025-09-22T00:03:31Z,71.0,Charge 6
2025-09-22T00:03:33Z,72.0,Charge 6
2025-09-22T00:03:36Z,72.0,Charge 6
2025-09-22T00:03:37Z,71.0,Charge 6
2025-09-22T00:03:39Z,70.0,Charge 6
2025-09-22T00:03:42Z,70.0,Charge 6
2025-09-22T00:03:45Z,70.0,Charge 6
2025-09-22T00:03:47Z,71.0,Charge 6
2025-09-22T00:03:49Z,70.0,Charge 6
2025-09-22T00:03:51Z,70.0,Charge 6
2025-09-22T00:03:54Z,70.0,Charge 6
2025-09-22T00:03:57Z,70.0,Charge 6
2025-09-22T00:04:00Z,70.0,Charge 6
2025-09-22T00:04:03Z,70.0,Charge 6
2025-09-22T00:04:06Z,70.0,Charge 6
2025-09-22T00:04:09Z,70.0,Charge 6
2025-09-22T00:04:12Z,70.0,Charge 6
2025-09-22T00:04:14Z,71.0,Charge 6
2025-09-22T00:04:17Z,71.0,Charge 6
2025-09-22T00:04:19Z,70.0,Charge 6
2025-09-22T00:04:22Z,70.0,Charge 6
2025-09-22T00:04:23Z,71.0,Charge 6
2025-09-22T00:04:26Z,71.0,Charge 6
2025-09-22T00:04:27Z,72.0,Charge 6
2025-09-22T00:04:29Z,71.0,Charge 6
2025-09-22T00:04:32Z,71.0,Charge 6
2025-09-22T00:04:35Z,71.0,Charge 6
2025-09-22T00:04:37Z,70.0,Charge 6
2025-09-22T00:04:39Z,71.0,Charge 6
2025-09-22T00:04:42Z,72.0,Charge 6
2025-09-22T00:04:45Z,72.0,Charge 6
2025-09-22T00:04:46Z,71.0,Charge 6
2025-09-22T00:04:48Z,70.0,Charge 6
2025-09-22T00:04:51Z,70.0,Charge 6
2025-09-22T00:04:52Z,69.0,Charge 6
2025-09-22T00:04:55Z,69.0,Charge 6
2025-09-22T00:04:56Z,69.0,Charge 6
2025-09-22T00:04:59Z,69.0,Charge 6
2025-09-22T00:05:02Z,69.0,Charge 6
2025-09-22T00:05:05Z,69.0,Charge 6
2025-09-22T00:05:08Z,69.0,Charge 6
2025-09-22T00:05:09Z,70.0,Charge 6
2025-09-22T00:05:12Z,70.0,Charge 6
2025-09-22T00:05:15Z,70.0,Charge 6
2025-09-22T00:05:18Z,70.0,Charge 6
2025-09-22T00:05:21Z,70.0,Charge 6
2025-09-22T00:05:24Z,70.0,Charge 6
2025-09-22T00:05:27Z,70.0,Charge 6
2025-09-22T00:05:30Z,71.0,Charge 6
2025-09-22T00:05:33Z,71.0,Charge 6
2025-09-22T00:05:36Z,70.0,Charge 6
2025-09-22T00:05:39Z,70.0,Charge 6
2025-09-22T00:05:42Z,70.0,Charge 6
2025-09-22T00:05:44Z,69.0,Charge 6
2025-09-22T00:05:46Z,70.0,Charge 6
2025-09-22T00:05:49Z,70.0,Charge 6
2025-09-22T00:05:52Z,70.0,Charge 6
2025-09-22T00:05:55Z,70.0,Charge 6
2025-09-22T00:05:58Z,70.0,Charge 6
2025-09-22T00:06:01Z,69.0,Charge 6
2025-09-22T00:06:04Z,69.0,Charge 6
