timestamp,distance,data source
2022-06-01T05:39:00Z,6.10,Charge 4
2022-06-01T05:40:00Z,7.60,Charge 4
2022-06-01T05:43:00Z,11.50,Charge 4
2022-06-01T05:45:00Z,26.10,Charge 4
2022-06-01T06:09:00Z,10.70,Charge 4
2022-06-01T07:29:00Z,4.60,Charge 4
2022-06-01T08:22:00Z,29.90,Charge 4
2022-06-01T08:24:00Z,3.80,Charge 4
2022-06-01T08:35:00Z,13.80,Charge 4
2022-06-01T08:49:00Z,15.30,Charge 4
2022-06-01T08:52:00Z,4.60,Charge 4
2022-06-01T08:53:00Z,10.70,Charge 4
2022-06-01T09:03:00Z,6.10,Charge 4
2022-06-01T09:16:00Z,3.00,Charge 4
2022-06-01T09:26:00Z,3.00,Charge 4
2022-06-01T09:27:00Z,2.20,Charge 4
2022-06-01T10:15:00Z,7.60,Charge 4
2022-06-01T10:16:00Z,11.50,Charge 4
2022-06-01T10:19:00Z,10.00,Charge 4
2022-06-01T10:23:00Z,7.60,Charge 4
2022-06-01T10:26:00Z,12.20,Charge 4
2022-06-01T10:28:00Z,3.00,Charge 4
2022-06-01T10:30:00Z,13.00,Charge 4
2022-06-01T10:42:00Z,19.20,Charge 4
2022-06-01T10:43:00Z,10.70,Charge 4
2022-06-01T10:45:00Z,6.10,Charge 4
2022-06-01T11:01:00Z,5.30,Charge 4
2022-06-01T11:40:00Z,5.30,Charge 4
2022-06-01T12:07:00Z,5.30,Charge 4
2022-06-01T12:10:00Z,12.30,Charge 4
2022-06-01T12:19:00Z,9.20,Charge 4
2022-06-01T12:20:00Z,26.10,Charge 4
2022-06-01T12:21:00Z,8.40,Charge 4
2022-06-01T12:22:00Z,14.60,Charge 4
2022-06-01T12:23:00Z,41.40,Charge 4
2022-06-01T12:24:00Z,23.80,Charge 4
2022-06-01T12:25:00Z,35.30,Charge 4
2022-06-01T12:26:00Z,11.50,Charge 4
2022-06-01T12:27:00Z,15.30,Charge 4
2022-06-01T12:29:00Z,6.10,Charge 4
2022-06-01T12:58:00Z,18.40,Charge 4
2022-06-01T12:59:00Z,4.60,Charge 4
2022-06-01T13:02:00Z,3.00,Charge 4
2022-06-01T13:03:00Z,19.90,Charge 4
2022-06-01T13:06:00Z,10.70,Charge 4
2022-06-01T13:07:00Z,16.90,Charge 4
2022-06-01T13:08:00Z,12.30,Charge 4
2022-06-01T13:22:00Z,6.90,Charge 4
2022-06-01T13:36:00Z,15.30,Charge 4
2022-06-01T13:38:00Z,20.70,Charge 4
2022-06-01T13:39:00Z,12.30,Charge 4
2022-06-01T13:44:00Z,6.90,Charge 4
2022-06-01T14:39:00Z,6.90,Charge 4
2022-06-01T14:40:00Z,4.60,Charge 4
2022-06-01T15:10:00Z,4.60,Charge 4
2022-06-01T15:36:00Z,6.10,Charge 4
2022-06-01T16:08:00Z,18.40,Charge 4
2022-06-01T16:09:00Z,6.90,Charge 4
2022-06-01T16:10:00Z,16.10,Charge 4
2022-06-01T16:11:00Z,16.10,Charge 4
2022-06-01T16:12:00Z,5.30,Charge 4
2022-06-01T16:23:00Z,6.90,Charge 4
2022-06-01T16:52:00Z,16.90,Charge 4
2022-06-01T16:53:00Z,37.60,Charge 4
2022-06-01T16:56:00Z,6.10,Charge 4
2022-06-01T17:00:00Z,5.30,Charge 4
2022-06-01T17:16:00Z,5.30,Charge 4
2022-06-01T17:23:00Z,5.30,Charge 4
2022-06-01T17:38:00Z,11.50,Charge 4
2022-06-01T18:09:00Z,13.80,Charge 4
2022-06-01T18:26:00Z,6.10,Charge 4
2022-06-01T18:47:00Z,5.30,Charge 4
2022-06-01T19:05:00Z,11.50,Charge 4
2022-06-01T19:08:00Z,9.20,Charge 4
2022-06-01T19:09:00Z,6.90,Charge 4
2022-06-01T20:27:00Z,3.00,Charge 4
2022-06-01T20:28:00Z,5.30,Charge 4
2022-06-01T20:33:00Z,4.60,Charge 4
2022-06-01T20:42:00Z,4.60,Charge 4
2022-06-01T20:53:00Z,3.80,Charge 4
2022-06-01T20:54:00Z,6.90,Charge 4
2022-06-01T20:55:00Z,16.90,Charge 4
2022-06-01T21:05:00Z,7.60,Charge 4
2022-06-01T21:06:00Z,6.90,Charge 4
2022-06-01T21:09:00Z,14.60,Charge 4
2022-06-01T21:14:00Z,13.80,Charge 4
2022-06-01T21:17:00Z,11.50,Charge 4
2022-06-01T21:18:00Z,5.30,Charge 4
2022-06-01T21:19:00Z,8.40,Charge 4
2022-06-01T21:20:00Z,31.50,Charge 4
2022-06-01T21:21:00Z,5.30,Charge 4
2022-06-01T21:24:00Z,22.20,Charge 4
2022-06-01T21:25:00Z,12.20,Charge 4
2022-06-01T21:28:00Z,15.30,Charge 4
2022-06-01T21:30:00Z,10.00,Charge 4
2022-06-01T21:31:00Z,6.10,Charge 4
2022-06-01T21:56:00Z,9.20,Charge 4
2022-06-01T21:59:00Z,6.90,Charge 4
2022-06-01T22:00:00Z,12.20,Charge 4
2022-06-01T22:01:00Z,8.40,Charge 4
2022-06-01T22:56:00Z,9.20,Charge 4
2022-06-02T02:43:00Z,5.30,Charge 4
2022-06-02T06:05:00Z,7.60,Charge 4
2022-06-02T06:36:00Z,34.50,Charge 4
2022-06-02T06:43:00Z,23.00,Charge 4
2022-06-02T06:44:00Z,6.10,Charge 4
2022-06-02T07:13:00Z,9.20,Charge 4
2022-06-02T07:14:00Z,10.70,Charge 4
2022-06-02T07:19:00Z,8.40,Charge 4
2022-06-02T08:01:00Z,6.90,Charge 4
2022-06-02T08:42:00Z,3.00,Charge 4
2022-06-02T09:09:00Z,6.90,Charge 4
2022-06-02T09:10:00Z,9.90,Charge 4
2022-06-02T09:41:00Z,18.40,Charge 4
2022-06-02T09:46:00Z,11.50,Charge 4
2022-06-02T09:50:00Z,5.30,Charge 4
2022-06-02T09:51:00Z,7.60,Charge 4
2022-06-02T09:52:00Z,11.50,Charge 4
2022-06-02T09:53:00Z,5.30,Charge 4
2022-06-02T10:27:00Z,11.50,Charge 4
2022-06-02T10:28:00Z,8.40,Charge 4
2022-06-02T10:37:00Z,13.00,Charge 4
2022-06-02T10:48:00Z,5.30,Charge 4
2022-06-02T11:04:00Z,18.40,Charge 4
2022-06-02T11:05:00Z,23.00,Charge 4
2022-06-02T11:06:00Z,25.30,Charge 4
2022-06-02T11:07:00Z,17.60,Charge 4
2022-06-02T11:08:00Z,18.40,Charge 4
2022-06-02T11:18:00Z,14.60,Charge 4
2022-06-02T11:19:00Z,39.90,Charge 4
2022-06-02T11:20:00Z,31.50,Charge 4
2022-06-02T11:21:00Z,7.60,Charge 4
2022-06-02T11:22:00Z,32.20,Charge 4
2022-06-02T11:23:00Z,33.80,Charge 4
2022-06-02T11:24:00Z,35.30,Charge 4
2022-06-02T11:44:00Z,16.10,Charge 4
2022-06-02T11:45:00Z,6.90,Charge 4
2022-06-02T11:46:00Z,26.10,Charge 4
2022-06-02T12:14:00Z,3.00,Charge 4
2022-06-02T12:15:00Z,11.50,Charge 4
2022-06-02T12:17:00Z,7.60,Charge 4
2022-06-02T12:31:00Z,18.40,Charge 4
2022-06-02T12:33:00Z,7.60,Charge 4
2022-06-02T12:34:00Z,17.60,Charge 4
2022-06-02T12:35:00Z,8.40,Charge 4
2022-06-02T13:24:00Z,4.60,Charge 4
2022-06-02T13:30:00Z,3.00,Charge 4
2022-06-02T13:58:00Z,9.90,Charge 4
2022-06-02T13:59:00Z,5.30,Charge 4
2022-06-02T15:04:00Z,27.60,Charge 4
2022-06-02T15:05:00Z,6.10,Charge 4
2022-06-02T15:07:00Z,4.60,Charge 4
2022-06-02T15:08:00Z,17.60,Charge 4
2022-06-02T15:14:00Z,5.30,Charge 4
2022-06-02T15:20:00Z,5.30,Charge 4
2022-06-02T15:30:00Z,4.60,Charge 4
2022-06-02T15:56:00Z,8.40,Charge 4
2022-06-02T16:09:00Z,5.30,Charge 4
2022-06-02T16:17:00Z,13.00,Charge 4
2022-06-02T16:19:00Z,9.90,Charge 4
2022-06-02T17:35:00Z,13.00,Charge 4
2022-06-02T17:37:00Z,6.10,Charge 4
2022-06-02T17:39:00Z,6.90,Charge 4
2022-06-02T17:40:00Z,10.70,Charge 4
2022-06-02T17:43:00Z,12.20,Charge 4
2022-06-02T17:45:00Z,8.40,Charge 4
2022-06-02T17:46:00Z,13.00,Charge 4
2022-06-02T17:47:00Z,8.40,Charge 4
2022-06-02T17:54:00Z,6.90,Charge 4
2022-06-02T17:55:00Z,23.00,Charge 4
2022-06-02T17:56:00Z,9.90,Charge 4
2022-06-02T18:18:00Z,9.20,Charge 4
2022-06-02T18:40:00Z,15.30,Charge 4
2022-06-02T18:41:00Z,8.40,Charge 4
2022-06-02T18:42:00Z,3.00,Charge 4
2022-06-02T18:43:00Z,44.50,Charge 4
2022-06-02T18:44:00Z,34.50,Charge 4
2022-06-02T18:45:00Z,6.10,Charge 4
2022-06-02T18:47:00Z,19.20,Charge 4
2022-06-02T18:48:00Z,2.30,Charge 4
2022-06-02T18:49:00Z,21.50,Charge 4
2022-06-02T18:50:00Z,32.20,Charge 4
2022-06-02T18:51:00Z,33.00,Charge 4
2022-06-02T18:52:00Z,74.50,Charge 4
2022-06-02T18:53:00Z,75.30,Charge 4
2022-06-02T18:54:00Z,82.20,Charge 4
2022-06-02T18:55:00Z,76.10,Charge 4
2022-06-02T18:56:00Z,83.80,Charge 4
2022-06-02T18:57:00Z,82.20,Charge 4
2022-06-02T18:58:00Z,73.70,Charge 4
2022-06-02T18:59:00Z,63.80,Charge 4
2022-06-02T19:00:00Z,76.10,Charge 4
2022-06-02T19:02:00Z,18.40,Charge 4
2022-06-02T19:03:00Z,76.10,Charge 4
2022-06-02T19:04:00Z,3.00,Charge 4
2022-06-02T19:05:00Z,9.90,Charge 4
2022-06-02T19:06:00Z,26.80,Charge 4
2022-06-02T19:07:00Z,38.40,Charge 4
2022-06-02T19:08:00Z,71.40,Charge 4
2022-06-02T19:09:00Z,77.60,Charge 4
2022-06-02T19:10:00Z,76.80,Charge 4
2022-06-02T19:11:00Z,78.40,Charge 4
2022-06-02T19:12:00Z,66.80,Charge 4
2022-06-02T19:13:00Z,76.80,Charge 4
2022-06-02T19:14:00Z,79.90,Charge 4
2022-06-02T19:15:00Z,76.80,Charge 4
2022-06-02T19:16:00Z,76.80,Charge 4
2022-06-02T19:17:00Z,85.30,Charge 4
2022-06-02T19:18:00Z,72.20,Charge 4
2022-06-02T19:19:00Z,72.20,Charge 4
2022-06-02T19:20:00Z,73.00,Charge 4
2022-06-02T19:21:00Z,74.50,Charge 4
2022-06-02T19:22:00Z,78.40,Charge 4
2022-06-02T19:23:00Z,76.00,Charge 4
2022-06-02T19:24:00Z,77.60,Charge 4
2022-06-02T19:25:00Z,72.20,Charge 4
2022-06-02T19:26:00Z,80.70,Charge 4
2022-06-02T19:27:00Z,77.60,Charge 4
2022-06-02T19:28:00Z,79.10,Charge 4
2022-06-02T19:29:00Z,81.40,Charge 4
2022-06-02T19:30:00Z,80.70,Charge 4
2022-06-02T19:31:00Z,86.10,Charge 4
2022-06-02T19:32:00Z,78.40,Charge 4
2022-06-02T19:33:00Z,86.90,Charge 4
2022-06-02T19:34:00Z,68.30,Charge 4
2022-06-02T19:35:00Z,3.00,Charge 4
2022-06-02T19:37:00Z,11.50,Charge 4
2022-06-02T19:38:00Z,27.60,Charge 4
2022-06-02T19:43:00Z,6.10,Charge 4
2022-06-02T20:13:00Z,3.00,Charge 4
2022-06-02T20:33:00Z,24.60,Charge 4
2022-06-02T20:34:00Z,4.60,Charge 4
2022-06-02T20:47:00Z,6.10,Charge 4
2022-06-02T20:48:00Z,4.60,Charge 4
2022-06-02T20:56:00Z,4.60,Charge 4
2022-06-02T21:36:00Z,7.60,Charge 4
2022-06-02T21:51:00Z,7.60,Charge 4
2022-06-02T21:55:00Z,4.60,Charge 4
2022-06-02T22:28:00Z,3.80,Charge 4
2022-06-02T23:16:00Z,5.30,Charge 4
2022-06-03T02:23:00Z,3.00,Charge 4
2022-06-03T06:08:00Z,3.00,Charge 4
