start time,end time,data source
2021-12-19T00:07:00Z,2021-12-19T00:20:00Z,Fitbit App
2021-12-19T00:34:00Z,2021-12-19T00:48:00Z,Fitbit App
2021-12-19T00:55:00Z,2021-12-19T01:25:00Z,Fitbit App
2021-12-19T01:31:00Z,2021-12-19T01:49:00Z,Fitbit App
2021-12-19T01:53:00Z,2021-12-19T02:27:00Z,Fitbit App
2021-12-19T03:21:00Z,2021-12-19T03:41:00Z,Fitbit App
2021-12-19T03:44:00Z,2021-12-19T04:13:00Z,Fitbit App
2021-12-19T04:22:00Z,2021-12-19T04:36:00Z,Fitbit App
2021-12-19T12:31:00Z,2021-12-19T12:48:00Z,Fitbit App
2021-12-19T12:58:00Z,2021-12-19T13:26:00Z,Fitbit App
2021-12-19T14:14:00Z,2021-12-19T15:01:00Z,Fitbit App
2021-12-19T15:15:00Z,2021-12-19T16:02:00Z,Fitbit App
2021-12-19T16:03:00Z,2021-12-19T17:11:00Z,Fitbit App
2021-12-19T17:41:00Z,2021-12-19T17:52:00Z,Fitbit App
2021-12-19T18:47:00Z,2021-12-19T19:40:00Z,Fitbit App
2021-12-19T19:54:00Z,2021-12-19T20:44:00Z,Fitbit App
2021-12-19T20:46:00Z,2021-12-20T00:08:00Z,Fitbit App
