start time,end time,data source
2025-12-04T07:31:00Z,2025-12-04T07:43:00Z,Fitbit App
2025-12-04T07:48:00Z,2025-12-04T08:41:00Z,Fitbit App
2025-12-04T08:42:00Z,2025-12-04T09:08:00Z,Fitbit App
2025-12-04T09:15:00Z,2025-12-04T09:31:00Z,Fitbit App
2025-12-04T09:37:00Z,2025-12-04T11:06:00Z,Fitbit App
2025-12-04T11:53:00Z,2025-12-04T12:30:00Z,Fitbit App
2025-12-04T12:49:00Z,2025-12-04T13:39:00Z,Fitbit App
2025-12-04T13:40:00Z,2025-12-04T14:45:00Z,Fitbit App
2025-12-04T14:46:00Z,2025-12-04T15:18:00Z,Fitbit App
2025-12-04T15:23:00Z,2025-12-04T16:09:00Z,Fitbit App
2025-12-04T16:13:00Z,2025-12-04T16:40:00Z,Fitbit App
2025-12-04T18:15:00Z,2025-12-04T18:55:00Z,Fitbit App
2025-12-04T18:56:00Z,2025-12-04T19:11:00Z,Fitbit App
2025-12-04T19:12:00Z,2025-12-04T20:07:00Z,Fitbit App
2025-12-04T20:18:00Z,2025-12-04T22:17:00Z,Fitbit App
2025-12-04T22:18:00Z,2025-12-04T23:00:00Z,Fitbit App
