timestamp,light,moderate,very,data source
2021-06-01T03:11:00Z,1,0,0,Fitbit App
2021-06-01T06:18:00Z,1,0,0,Fitbit App
2021-06-01T06:19:00Z,1,0,0,Fitbit App
2021-06-01T07:00:00Z,1,0,0,Fitbit App
2021-06-01T07:01:00Z,1,0,0,Fitbit App
2021-06-01T07:02:00Z,1,0,0,Fitbit App
2021-06-01T07:03:00Z,1,0,0,Fitbit App
2021-06-01T07:04:00Z,1,0,0,Fitbit App
2021-06-01T07:05:00Z,1,0,0,Fitbit App
2021-06-01T07:12:00Z,1,0,0,Fitbit App
2021-06-01T07:16:00Z,1,0,0,Fitbit App
2021-06-01T07:42:00Z,1,0,0,Fitbit App
2021-06-01T08:21:00Z,1,0,0,Fitbit App
2021-06-01T08:54:00Z,1,0,0,Fitbit App
2021-06-01T08:56:00Z,1,0,0,Fitbit App
2021-06-01T08:58:00Z,1,0,0,Fitbit App
2021-06-01T09:02:00Z,1,0,0,Fitbit App
2021-06-01T09:05:00Z,1,0,0,Fitbit App
2021-06-01T09:06:00Z,1,0,0,Fitbit App
2021-06-01T09:10:00Z,1,0,0,Fitbit App
2021-06-01T09:15:00Z,1,0,0,Fitbit App
2021-06-01T09:19:00Z,1,0,0,Fitbit App
2021-06-01T09:20:00Z,1,0,0,Fitbit App
2021-06-01T09:22:00Z,1,0,0,Fitbit App
2021-06-01T09:30:00Z,1,0,0,Fitbit App
2021-06-01T09:32:00Z,1,0,0,Fitbit App
2021-06-01T09:35:00Z,1,0,0,Fitbit App
2021-06-01T09:36:00Z,1,0,0,Fitbit App
2021-06-01T09:38:00Z,1,0,0,Fitbit App
2021-06-01T09:52:00Z,1,0,0,Fitbit App
2021-06-01T09:54:00Z,1,0,0,Fitbit App
2021-06-01T09:57:00Z,1,0,0,Fitbit App
2021-06-01T09:58:00Z,1,0,0,Fitbit App
2021-06-01T10:02:00Z,1,0,0,Fitbit App
2021-06-01T10:08:00Z,1,0,0,Fitbit App
2021-06-01T10:09:00Z,1,0,0,Fitbit App
2021-06-01T10:11:00Z,1,0,0,Fitbit App
2021-06-01T10:12:00Z,1,0,0,Fitbit App
2021-06-01T10:15:00Z,1,0,0,Fitbit App
2021-06-01T10:18:00Z,1,0,0,Fitbit App
2021-06-01T10:22:00Z,1,0,0,Fitbit App
2021-06-01T10:24:00Z,1,0,0,Fitbit App
2021-06-01T10:27:00Z,1,0,0,Fitbit App
2021-06-01T11:22:00Z,1,0,0,Fitbit App
2021-06-01T11:23:00Z,1,0,0,Fitbit App
2021-06-01T11:24:00Z,1,0,0,Fitbit App
2021-06-01T11:25:00Z,1,0,0,Fitbit App
2021-06-01T11:26:00Z,1,0,0,Fitbit App
2021-06-01T11:27:00Z,1,0,0,Fitbit App
2021-06-01T11:28:00Z,1,0,0,Fitbit App
2021-06-01T11:29:00Z,1,0,0,Fitbit App
2021-06-01T11:30:00Z,1,0,0,Fitbit App
2021-06-01T11:31:00Z,1,0,0,Fitbit App
2021-06-01T11:32:00Z,0,1,0,Fitbit App
2021-06-01T11:34:00Z,0,1,0,Fitbit App
2021-06-01T11:35:00Z,0,0,1,Fitbit App
2021-06-01T11:36:00Z,0,0,1,Fitbit App
2021-06-01T11:37:00Z,0,0,1,Fitbit App
2021-06-01T11:38:00Z,0,0,1,Fitbit App
2021-06-01T11:39:00Z,0,0,1,Fitbit App
2021-06-01T11:40:00Z,0,0,1,Fitbit App
2021-06-01T11:41:00Z,0,1,0,Fitbit App
2021-06-01T11:42:00Z,1,0,0,Fitbit App
2021-06-01T11:44:00Z,1,0,0,Fitbit App
2021-06-01T11:48:00Z,1,0,0,Fitbit App
2021-06-01T12:16:00Z,1,0,0,Fitbit App
2021-06-01T12:17:00Z,1,0,0,Fitbit App
2021-06-01T12:18:00Z,1,0,0,Fitbit App
2021-06-01T12:19:00Z,0,0,1,Fitbit App
2021-06-01T12:20:00Z,0,0,1,Fitbit App
2021-06-01T12:21:00Z,0,0,1,Fitbit App
2021-06-01T12:22:00Z,0,0,1,Fitbit App
2021-06-01T12:23:00Z,1,0,0,Fitbit App
2021-06-01T12:24:00Z,1,0,0,Fitbit App
2021-06-01T12:25:00Z,0,1,0,Fitbit App
2021-06-01T12:26:00Z,0,1,0,Fitbit App
2021-06-01T12:27:00Z,0,1,0,Fitbit App
2021-06-01T12:28:00Z,0,1,0,Fitbit App
2021-06-01T12:29:00Z,0,0,1,Fitbit App
2021-06-01T12:30:00Z,0,0,1,Fitbit App
