timestamp,heart rate zone,total minutes,data source
2025-07-24T06:12:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:14:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:19:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:22:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:23:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:24:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:25:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:29:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:34:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:36:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:39:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:43:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:44:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:45:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:51:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:52:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:54:00Z,FAT_BURN,1,Charge 6
2025-07-24T06:58:00Z,FAT_BURN,1,Charge 6
2025-07-24T07:01:00Z,FAT_BURN,1,Charge 6
2025-07-24T07:04:00Z,FAT_BURN,1,Charge 6
2025-07-24T07:05:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:08:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:09:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:12:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:13:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:14:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:17:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:18:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:19:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:20:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:21:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:22:00Z,FAT_BURN,1,Charge 6
2025-07-24T08:26:00Z,FAT_BURN,1,Charge 6
2025-07-24T16:14:00Z,FAT_BURN,1,Charge 6
2025-07-24T16:15:00Z,FAT_BURN,1,Charge 6
2025-07-25T10:16:00Z,FAT_BURN,1,Charge 6
2025-07-25T10:17:00Z,FAT_BURN,1,Charge 6
2025-07-25T10:18:00Z,FAT_BURN,1,Charge 6
2025-07-25T10:19:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:45:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:46:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:47:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:48:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:49:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:50:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:51:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:57:00Z,FAT_BURN,1,Charge 6
2025-07-25T18:58:00Z,FAT_BURN,1,Charge 6
