start time,end time,data source
2021-04-04T08:28:00Z,2021-04-04T09:44:00Z,Fitbit App
2021-04-04T10:41:00Z,2021-04-04T10:54:00Z,Fitbit App
2021-04-04T10:56:00Z,2021-04-04T11:11:00Z,Fitbit App
2021-04-04T11:12:00Z,2021-04-04T11:23:00Z,Fitbit App
2021-04-04T11:27:00Z,2021-04-04T11:59:00Z,Fitbit App
2021-04-04T12:00:00Z,2021-04-04T12:24:00Z,Fitbit App
2021-04-04T12:50:00Z,2021-04-04T13:01:00Z,Fitbit App
2021-04-04T13:56:00Z,2021-04-04T14:08:00Z,Fitbit App
2021-04-04T15:41:00Z,2021-04-04T16:05:00Z,Fitbit App
2021-04-04T16:06:00Z,2021-04-04T16:26:00Z,Fitbit App
2021-04-04T16:27:00Z,2021-04-04T18:16:00Z,Fitbit App
2021-04-04T18:36:00Z,2021-04-04T18:49:00Z,Fitbit App
2021-04-04T18:50:00Z,2021-04-04T19:28:00Z,Fitbit App
2021-04-04T19:33:00Z,2021-04-04T21:11:00Z,Fitbit App
