timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-10-02T00:00:00Z,96.4,94.8,97.7,94.6,1.8,Charge 4
2022-10-07T00:00:00Z,93.7,93.6,93.2,94.6,1.8,Charge 4
2022-10-11T00:00:00Z,97.7,94.8,99.1,94.6,1.9,Charge 4
2022-10-13T00:00:00Z,94.3,95.1,95.3,94.6,1.9,Charge 4
2022-10-14T00:00:00Z,91.4,93.5,94.4,94.4,1.9,Charge 4
2022-10-16T00:00:00Z,92.4,93.2,94.6,94.5,1.9,Charge 4
2022-10-18T00:00:00Z,94.6,94.5,95.0,94.4,1.8,Charge 4
2022-10-19T00:00:00Z,96.5,94.9,97.1,94.5,1.9,Charge 4
2022-10-21T00:00:00Z,94.9,94.1,95.8,94.5,1.9,Charge 4
2022-10-24T00:00:00Z,96.0,94.1,98.6,94.5,1.9,Charge 4
2022-10-26T00:00:00Z,95.1,94.7,94.7,94.5,1.9,Charge 4
2022-10-27T00:00:00Z,93.5,91.4,95.6,94.6,1.7,Charge 4
2022-10-29T00:00:00Z,94.5,94.9,94.8,94.7,1.7,Charge 4
