timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2024-06-01T00:00:00Z,96.4,94.5,98.2,96.7,1.5,Charge 5
2024-06-02T00:00:00Z,98.5,97.2,99.4,96.7,1.5,Charge 5
2024-06-03T00:00:00Z,97.2,93.6,99.7,96.8,1.5,Charge 5
2024-06-04T00:00:00Z,97.9,96.4,99.6,96.9,1.4,Charge 5
2024-06-05T00:00:00Z,97.4,95.7,99.5,96.8,1.4,Charge 5
2024-06-06T00:00:00Z,96.3,91.3,99.5,96.8,1.3,Charge 5
2024-06-08T00:00:00Z,94.4,91.3,97.6,96.6,1.4,Charge 5
2024-06-09T00:00:00Z,95.7,92.6,98.8,96.6,1.4,Charge 5
2024-06-10T00:00:00Z,96.4,93.7,98.2,96.5,1.3,Charge 5
2024-06-11T00:00:00Z,97.2,95.4,99.2,96.5,1.3,Charge 5
2024-06-12T00:00:00Z,98.2,97.2,99.4,96.5,1.3,Charge 5
2024-06-13T00:00:00Z,97.7,95.8,100.0,96.5,1.4,Charge 5
2024-06-14T00:00:00Z,97.5,94.0,100.0,96.5,1.3,Charge 5
2024-06-15T00:00:00Z,97.5,93.4,100.0,96.5,1.4,Charge 5
2024-06-16T00:00:00Z,95.5,92.9,99.4,96.6,1.3,Charge 5
2024-06-17T00:00:00Z,96.3,92.2,99.0,96.6,1.3,Charge 5
2024-06-19T00:00:00Z,93.8,89.9,99.2,96.5,1.4,Charge 5
2024-06-20T00:00:00Z,97.8,95.3,99.8,96.6,1.4,Charge 5
2024-06-21T00:00:00Z,96.0,91.6,99.3,96.6,1.4,Charge 5
2024-06-22T00:00:00Z,95.8,92.2,98.4,96.5,1.4,Charge 5
2024-06-23T00:00:00Z,97.7,93.1,99.6,96.7,1.3,Charge 5
2024-06-24T00:00:00Z,94.9,90.7,97.5,96.6,1.3,Charge 5
2024-06-25T00:00:00Z,94.6,91.1,98.2,96.5,1.4,Charge 5
2024-06-26T00:00:00Z,90.8,89.4,93.4,96.4,1.7,Charge 5
2024-06-27T00:00:00Z,94.5,93.8,95.0,96.3,1.7,Charge 5
2024-06-28T00:00:00Z,97.7,94.9,100.0,96.4,1.7,Charge 5
2024-06-29T00:00:00Z,94.7,93.2,96.6,96.4,1.7,Charge 5
2024-06-30T00:00:00Z,95.9,92.5,97.7,96.4,1.7,Charge 5
