start time,end time,data source
2024-06-22T05:36:00Z,2024-06-22T06:10:00Z,Fitbit App
2024-06-22T06:19:00Z,2024-06-22T06:53:00Z,Fitbit App
2024-06-22T07:00:00Z,2024-06-22T07:59:00Z,Fitbit App
2024-06-22T08:12:00Z,2024-06-22T08:25:00Z,Fitbit App
2024-06-22T08:43:00Z,2024-06-22T09:13:00Z,Fitbit App
2024-06-22T10:16:00Z,2024-06-22T10:27:00Z,Fitbit App
2024-06-22T11:01:00Z,2024-06-22T11:27:00Z,Fitbit App
2024-06-22T11:35:00Z,2024-06-22T11:49:00Z,Fitbit App
2024-06-22T11:50:00Z,2024-06-22T12:01:00Z,Fitbit App
2024-06-22T13:51:00Z,2024-06-22T14:29:00Z,Fitbit App
2024-06-22T17:36:00Z,2024-06-22T18:25:00Z,Fitbit App
2024-06-22T18:45:00Z,2024-06-22T19:29:00Z,Fitbit App
2024-06-22T19:40:00Z,2024-06-22T20:51:00Z,Fitbit App
