timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2023-02-01T00:55:00Z,10.193,0.0,Fitbit App
2023-02-01T01:00:00Z,10.891,0.0,Fitbit App
2023-02-01T01:05:00Z,13.647,0.0,Fitbit App
2023-02-01T01:10:00Z,15.608,0.0,Fitbit App
2023-02-01T01:15:00Z,17.907,0.0,Fitbit App
2023-02-01T01:20:00Z,15.282,0.0,Fitbit App
2023-02-01T01:25:00Z,14.594,0.0,Fitbit App
2023-02-01T01:35:00Z,12.614,0.0,Fitbit App
2023-02-01T01:40:00Z,14.909,0.0,Fitbit App
2023-02-01T01:45:00Z,16.119,0.0,Fitbit App
2023-02-01T01:50:00Z,17.261,0.0,Fitbit App
2023-02-01T01:55:00Z,25.111,0.0,Fitbit App
2023-02-01T02:00:00Z,14.413,0.0,Fitbit App
2023-02-01T02:05:00Z,17.678,0.0,Fitbit App
2023-02-01T02:10:00Z,16.532,0.0,Fitbit App
2023-02-01T02:15:00Z,12.472,0.0,Fitbit App
2023-02-01T02:20:00Z,13.793,0.0,Fitbit App
2023-02-01T02:25:00Z,13.956,0.0,Fitbit App
2023-02-01T02:30:00Z,14.19,0.0,Fitbit App
2023-02-01T02:35:00Z,13.713,0.0,Fitbit App
2023-02-01T02:40:00Z,16.365,0.0,Fitbit App
2023-02-01T02:45:00Z,16.889,0.0,Fitbit App
2023-02-01T02:50:00Z,16.338,0.0,Fitbit App
2023-02-01T02:55:00Z,15.277,0.0,Fitbit App
2023-02-01T03:00:00Z,15.209,0.0,Fitbit App
2023-02-01T03:05:00Z,16.198,0.0,Fitbit App
2023-02-01T03:10:00Z,16.737,0.0,Fitbit App
2023-02-01T03:15:00Z,18.423,0.0,Fitbit App
2023-02-01T03:20:00Z,18.53,0.0,Fitbit App
2023-02-01T03:25:00Z,17.321,0.0,Fitbit App
2023-02-01T03:30:00Z,14.5,0.0,Fitbit App
2023-02-01T03:35:00Z,15.384,0.0,Fitbit App
2023-02-01T03:40:00Z,16.785,0.0,Fitbit App
2023-02-01T03:45:00Z,14.683,0.0,Fitbit App
2023-02-01T03:50:00Z,18.21,0.0,Fitbit App
2023-02-01T03:55:00Z,17.092,0.0,Fitbit App
2023-02-01T04:00:00Z,13.197,0.0,Fitbit App
2023-02-01T04:05:00Z,14.757,0.0,Fitbit App
2023-02-01T04:10:00Z,16.414,0.0,Fitbit App
2023-02-01T04:15:00Z,10.64,0.0,Fitbit App
2023-02-01T04:20:00Z,10.372,0.0,Fitbit App
2023-02-01T04:25:00Z,12.781,0.0,Fitbit App
2023-02-01T04:30:00Z,11.019,0.0,Fitbit App
2023-02-01T04:35:00Z,17.441,0.0,Fitbit App
2023-02-01T04:40:00Z,16.199,0.0,Fitbit App
2023-02-01T04:45:00Z,16.628,0.0,Fitbit App
2023-02-01T04:50:00Z,18.9,0.0,Fitbit App
2023-02-01T04:55:00Z,18.222,0.0,Fitbit App
2023-02-01T05:05:00Z,20.334,0.0,Fitbit App
2023-02-01T05:10:00Z,20.366,0.0,Fitbit App
2023-02-01T05:15:00Z,14.645,0.0,Fitbit App
2023-02-01T05:20:00Z,12.555,0.0,Fitbit App
2023-02-01T05:25:00Z,13.947,0.0,Fitbit App
2023-02-01T05:30:00Z,14.235,0.0,Fitbit App
2023-02-01T05:35:00Z,13.795,0.0,Fitbit App
2023-02-01T05:40:00Z,12.833,0.0,Fitbit App
2023-02-01T05:45:00Z,12.449,0.0,Fitbit App
2023-02-01T05:50:00Z,16.578,0.0,Fitbit App
2023-02-01T05:55:00Z,16.158,0.0,Fitbit App
2023-02-01T06:00:00Z,11.865,0.0,Fitbit App
2023-02-01T06:05:00Z,15.78,0.0,Fitbit App
2023-02-01T06:10:00Z,12.711,0.0,Fitbit App
2023-02-01T06:15:00Z,10.83,0.0,Fitbit App
2023-02-01T06:20:00Z,10.805,0.0,Fitbit App
2023-02-01T06:25:00Z,11.801,0.0,Fitbit App
2023-02-01T06:30:00Z,13.444,0.0,Fitbit App
2023-02-01T06:35:00Z,14.129,0.0,Fitbit App
2023-02-01T06:40:00Z,12.325,0.0,Fitbit App
2023-02-01T06:45:00Z,15.524,0.0,Fitbit App
2023-02-01T06:50:00Z,13.903,0.0,Fitbit App
2023-02-01T06:55:00Z,18.119,0.0,Fitbit App
2023-02-01T07:00:00Z,17.07,0.0,Fitbit App
2023-02-01T07:05:00Z,17.784,0.0,Fitbit App
2023-02-01T07:10:00Z,16.291,0.0,Fitbit App
2023-02-01T07:15:00Z,19.68,0.0,Fitbit App
2023-02-01T07:20:00Z,19.674,0.0,Fitbit App
2023-02-01T07:25:00Z,17.112,0.0,Fitbit App
2023-02-01T07:30:00Z,13.998,0.0,Fitbit App
2023-02-01T07:35:00Z,16.314,0.0,Fitbit App
2023-02-01T07:40:00Z,18.782,0.0,Fitbit App
2023-02-01T07:45:00Z,13.857,0.0,Fitbit App
2023-02-01T07:50:00Z,12.128,0.0,Fitbit App
2023-02-01T07:55:00Z,13.076,0.0,Fitbit App
2023-02-01T08:00:00Z,11.002,0.0,Fitbit App
2023-02-01T08:05:00Z,10.321,0.0,Fitbit App
2023-02-01T08:10:00Z,11.067,0.0,Fitbit App
2023-02-01T08:15:00Z,15.182,0.0,Fitbit App
2023-02-01T08:20:00Z,24.711,0.0,Fitbit App
2023-02-01T08:25:00Z,24.389,0.0,Fitbit App
2023-02-01T08:30:00Z,23.435,0.0,Fitbit App
2023-02-01T08:35:00Z,21.178,0.0,Fitbit App
2023-02-02T02:55:00Z,7.462,0.0,Fitbit App
2023-02-02T03:00:00Z,9.479,0.0,Fitbit App
2023-02-02T03:05:00Z,10.502,0.0,Fitbit App
2023-02-02T03:10:00Z,11.256,0.0,Fitbit App
2023-02-02T03:15:00Z,10.112,0.0,Fitbit App
2023-02-02T03:20:00Z,9.906,0.0,Fitbit App
2023-02-02T03:25:00Z,10.365,0.0,Fitbit App
2023-02-02T03:30:00Z,16.11,0.0,Fitbit App
2023-02-02T03:35:00Z,11.973,0.0,Fitbit App
2023-02-02T03:40:00Z,16.805,0.0,Fitbit App
2023-02-02T03:45:00Z,11.36,0.0,Fitbit App
2023-02-02T03:50:00Z,14.639,0.0,Fitbit App
2023-02-02T03:55:00Z,9.295,0.0,Fitbit App
2023-02-02T04:00:00Z,9.423,0.0,Fitbit App
2023-02-02T04:05:00Z,9.476,0.0,Fitbit App
2023-02-02T04:10:00Z,8.581,0.0,Fitbit App
2023-02-02T04:15:00Z,10.521,0.0,Fitbit App
2023-02-02T04:20:00Z,9.732,0.0,Fitbit App
2023-02-02T04:25:00Z,11.208,0.0,Fitbit App
2023-02-02T04:30:00Z,8.915,0.0,Fitbit App
2023-02-02T04:35:00Z,9.389,0.0,Fitbit App
2023-02-02T04:40:00Z,10.318,0.0,Fitbit App
2023-02-02T04:45:00Z,10.6,0.0,Fitbit App
2023-02-02T04:50:00Z,9.855,0.0,Fitbit App
2023-02-02T04:55:00Z,10.328,0.0,Fitbit App
2023-02-02T05:00:00Z,9.2,0.0,Fitbit App
2023-02-02T05:05:00Z,10.485,0.0,Fitbit App
2023-02-02T05:10:00Z,9.149,0.0,Fitbit App
2023-02-02T05:15:00Z,9.742,0.0,Fitbit App
2023-02-02T05:20:00Z,12.02,0.0,Fitbit App
2023-02-02T05:25:00Z,11.842,0.0,Fitbit App
2023-02-02T05:30:00Z,11.768,0.0,Fitbit App
2023-02-02T05:35:00Z,9.144,0.0,Fitbit App
2023-02-02T05:40:00Z,9.243,0.0,Fitbit App
2023-02-02T05:45:00Z,12.073,0.0,Fitbit App
2023-02-02T05:50:00Z,10.166,0.0,Fitbit App
2023-02-02T05:55:00Z,10.8,0.0,Fitbit App
2023-02-02T06:00:00Z,10.523,0.0,Fitbit App
2023-02-02T06:05:00Z,13.316,0.0,Fitbit App
2023-02-02T06:10:00Z,14.825,0.0,Fitbit App
2023-02-02T06:15:00Z,15.062,0.0,Fitbit App
2023-02-02T06:20:00Z,17.778,0.0,Fitbit App
2023-02-02T06:25:00Z,17.82,0.0,Fitbit App
2023-02-02T06:30:00Z,16.236,0.0,Fitbit App
2023-02-02T06:35:00Z,13.986,0.0,Fitbit App
2023-02-02T06:40:00Z,14.041,0.0,Fitbit App
2023-02-02T06:45:00Z,13.347,0.0,Fitbit App
2023-02-02T06:50:00Z,12.096,0.0,Fitbit App
2023-02-02T06:55:00Z,13.327,0.0,Fitbit App
2023-02-02T07:00:00Z,15.125,0.0,Fitbit App
2023-02-02T07:05:00Z,15.632,0.0,Fitbit App
2023-02-02T07:10:00Z,12.528,0.0,Fitbit App
2023-02-02T07:15:00Z,11.142,0.0,Fitbit App
2023-02-02T07:20:00Z,12.611,0.0,Fitbit App
2023-02-02T07:25:00Z,12.084,0.0,Fitbit App
2023-02-02T07:30:00Z,13.046,0.0,Fitbit App
2023-02-02T07:35:00Z,11.336,0.0,Fitbit App
2023-02-02T07:40:00Z,12.068,0.0,Fitbit App
2023-02-02T07:45:00Z,11.914,0.0,Fitbit App
2023-02-03T00:40:00Z,8.444,0.0,Fitbit App
2023-02-03T00:45:00Z,9.478,0.0,Fitbit App
2023-02-03T00:50:00Z,8.403,0.0,Fitbit App
2023-02-03T00:55:00Z,10.345,0.0,Fitbit App
2023-02-03T01:00:00Z,10.262,0.0,Fitbit App
2023-02-03T01:05:00Z,12.346,0.0,Fitbit App
2023-02-03T01:10:00Z,11.502,0.0,Fitbit App
2023-02-03T01:15:00Z,12.077,0.0,Fitbit App
2023-02-03T01:20:00Z,13.025,0.0,Fitbit App
2023-02-03T01:25:00Z,11.877,0.0,Fitbit App
2023-02-03T01:30:00Z,11.374,0.0,Fitbit App
2023-02-03T01:35:00Z,11.763,0.0,Fitbit App
2023-02-03T01:40:00Z,11.188,0.0,Fitbit App
2023-02-03T01:45:00Z,8.165,0.0,Fitbit App
2023-02-03T01:50:00Z,8.394,0.0,Fitbit App
2023-02-03T01:55:00Z,8.544,0.0,Fitbit App
2023-02-03T02:00:00Z,8.557,0.0,Fitbit App
2023-02-03T02:05:00Z,7.638,0.0,Fitbit App
2023-02-03T02:10:00Z,7.376,0.0,Fitbit App
2023-02-03T02:15:00Z,6.987,0.0,Fitbit App
2023-02-03T02:20:00Z,7.043,0.0,Fitbit App
2023-02-03T02:25:00Z,7.398,0.0,Fitbit App
2023-02-03T02:30:00Z,7.368,0.0,Fitbit App
2023-02-03T02:35:00Z,7.602,0.0,Fitbit App
2023-02-03T02:40:00Z,8.118,0.0,Fitbit App
2023-02-03T02:45:00Z,8.636,0.0,Fitbit App
2023-02-03T02:50:00Z,10.621,0.0,Fitbit App
2023-02-03T02:55:00Z,11.054,0.0,Fitbit App
2023-02-03T03:00:00Z,11.433,0.0,Fitbit App
2023-02-03T03:05:00Z,10.055,0.0,Fitbit App
2023-02-03T03:10:00Z,10.281,0.0,Fitbit App
2023-02-03T03:15:00Z,10.636,0.0,Fitbit App
2023-02-03T03:20:00Z,11.637,0.0,Fitbit App
2023-02-03T03:25:00Z,11.003,0.0,Fitbit App
2023-02-03T03:30:00Z,10.826,0.0,Fitbit App
2023-02-03T03:35:00Z,10.364,0.0,Fitbit App
2023-02-03T03:40:00Z,10.815,0.0,Fitbit App
2023-02-03T03:45:00Z,11.659,0.0,Fitbit App
2023-02-03T03:50:00Z,15.395,0.0,Fitbit App
2023-02-03T03:55:00Z,12.288,0.0,Fitbit App
2023-02-03T04:00:00Z,12.889,0.0,Fitbit App
2023-02-03T04:05:00Z,12.451,0.0,Fitbit App
2023-02-03T04:10:00Z,12.679,0.0,Fitbit App
2023-02-03T04:15:00Z,12.101,0.0,Fitbit App
2023-02-03T04:20:00Z,12.007,0.0,Fitbit App
2023-02-03T04:25:00Z,12.31,0.0,Fitbit App
2023-02-03T04:30:00Z,12.657,0.0,Fitbit App
2023-02-03T04:35:00Z,12.695,0.0,Fitbit App
2023-02-03T04:40:00Z,12.814,0.0,Fitbit App
2023-02-03T04:45:00Z,13.449,0.0,Fitbit App
2023-02-03T04:50:00Z,11.511,0.0,Fitbit App
2023-02-03T04:55:00Z,10.679,0.0,Fitbit App
2023-02-03T05:00:00Z,12.242,0.0,Fitbit App
2023-02-03T05:05:00Z,11.693,0.0,Fitbit App
2023-02-03T05:10:00Z,12.722,0.0,Fitbit App
2023-02-03T05:15:00Z,12.779,0.0,Fitbit App
2023-02-03T05:20:00Z,11.354,0.0,Fitbit App
2023-02-03T05:25:00Z,17.395,0.0,Fitbit App
2023-02-03T05:30:00Z,12.457,0.0,Fitbit App
2023-02-03T05:35:00Z,13.483,0.0,Fitbit App
2023-02-03T05:40:00Z,13.108,0.0,Fitbit App
2023-02-03T05:45:00Z,15.394,0.0,Fitbit App
2023-02-03T05:50:00Z,13.056,0.0,Fitbit App
2023-02-03T05:55:00Z,12.556,0.0,Fitbit App
2023-02-03T06:00:00Z,15.267,0.0,Fitbit App
2023-02-03T06:05:00Z,14.885,0.0,Fitbit App
2023-02-03T06:10:00Z,14.262,0.0,Fitbit App
2023-02-03T06:15:00Z,14.451,0.0,Fitbit App
2023-02-03T06:20:00Z,12.019,0.0,Fitbit App
2023-02-03T06:25:00Z,11.951,0.0,Fitbit App
2023-02-03T06:30:00Z,10.471,0.0,Fitbit App
2023-02-03T06:35:00Z,11.752,0.0,Fitbit App
2023-02-03T06:40:00Z,10.798,0.0,Fitbit App
2023-02-03T06:45:00Z,11.009,0.0,Fitbit App
2023-02-03T06:50:00Z,10.723,0.0,Fitbit App
2023-02-03T06:55:00Z,13.235,0.0,Fitbit App
2023-02-03T07:00:00Z,18.824,0.0,Fitbit App
2023-02-03T07:05:00Z,17.718,0.0,Fitbit App
2023-02-03T07:10:00Z,19.256,0.0,Fitbit App
2023-02-03T07:15:00Z,17.737,0.0,Fitbit App
2023-02-03T07:20:00Z,16.719,0.0,Fitbit App
2023-02-03T07:25:00Z,19.696,0.0,Fitbit App
2023-02-03T07:30:00Z,21.131,0.0,Fitbit App
2023-02-03T07:35:00Z,21.528,0.0,Fitbit App
2023-02-03T07:40:00Z,15.436,0.0,Fitbit App
2023-02-04T02:45:00Z,11.313,0.0,Fitbit App
2023-02-04T02:55:00Z,10.384,0.0,Fitbit App
2023-02-04T03:00:00Z,10.601,0.0,Fitbit App
2023-02-04T03:05:00Z,9.695,0.0,Fitbit App
2023-02-04T03:10:00Z,10.84,0.0,Fitbit App
2023-02-04T03:15:00Z,13.442,0.0,Fitbit App
2023-02-04T03:20:00Z,14.089,0.0,Fitbit App
2023-02-04T03:25:00Z,11.625,0.0,Fitbit App
2023-02-04T03:30:00Z,15.487,0.0,Fitbit App
2023-02-04T03:35:00Z,17.991,0.0,Fitbit App
2023-02-04T03:40:00Z,18.823,0.0,Fitbit App
2023-02-04T03:45:00Z,16.161,0.0,Fitbit App
2023-02-04T03:50:00Z,21.134,0.0,Fitbit App
2023-02-04T03:55:00Z,20.548,0.0,Fitbit App
2023-02-04T04:00:00Z,19.796,0.0,Fitbit App
2023-02-04T04:05:00Z,15.759,0.0,Fitbit App
2023-02-04T04:10:00Z,15.17,0.0,Fitbit App
2023-02-04T04:15:00Z,11.515,0.0,Fitbit App
2023-02-04T04:20:00Z,10.485,0.0,Fitbit App
2023-02-04T04:25:00Z,9.86,0.0,Fitbit App
2023-02-04T04:30:00Z,9.85,0.0,Fitbit App
2023-02-04T04:35:00Z,9.284,0.0,Fitbit App
2023-02-04T04:40:00Z,10.002,0.0,Fitbit App
2023-02-04T04:45:00Z,10.153,0.0,Fitbit App
2023-02-04T04:50:00Z,11.684,0.0,Fitbit App
2023-02-04T04:55:00Z,11.12,0.0,Fitbit App
2023-02-04T05:00:00Z,10.929,0.0,Fitbit App
2023-02-04T05:05:00Z,8.031,0.0,Fitbit App
2023-02-04T05:10:00Z,9.452,0.0,Fitbit App
2023-02-04T05:15:00Z,8.395,0.0,Fitbit App
2023-02-04T05:20:00Z,9.082,0.0,Fitbit App
2023-02-04T05:25:00Z,8.827,0.0,Fitbit App
2023-02-04T05:30:00Z,9.175,0.0,Fitbit App
2023-02-04T05:35:00Z,9.946,0.0,Fitbit App
2023-02-04T05:40:00Z,10.282,0.0,Fitbit App
2023-02-04T05:45:00Z,16.224,0.0,Fitbit App
2023-02-04T05:50:00Z,12.5,0.0,Fitbit App
2023-02-04T05:55:00Z,14.529,0.0,Fitbit App
2023-02-04T06:00:00Z,23.154,0.0,Fitbit App
2023-02-04T06:05:00Z,21.952,0.0,Fitbit App
2023-02-04T06:10:00Z,18.959,0.0,Fitbit App
2023-02-04T06:15:00Z,17.705,0.0,Fitbit App
2023-02-04T06:20:00Z,23.084,0.0,Fitbit App
2023-02-04T06:25:00Z,19.97,0.0,Fitbit App
2023-02-04T06:30:00Z,18.395,0.0,Fitbit App
2023-02-04T06:35:00Z,13.32,0.0,Fitbit App
2023-02-04T06:40:00Z,10.825,0.0,Fitbit App
2023-02-04T06:45:00Z,14.388,0.0,Fitbit App
2023-02-04T06:50:00Z,12.084,0.0,Fitbit App
2023-02-04T06:55:00Z,9.821,0.0,Fitbit App
2023-02-04T07:00:00Z,11.685,0.0,Fitbit App
2023-02-04T07:05:00Z,17.773,0.0,Fitbit App
2023-02-04T07:10:00Z,20.001,0.0,Fitbit App
2023-02-04T07:15:00Z,20.247,0.0,Fitbit App
2023-02-04T07:20:00Z,20.713,0.0,Fitbit App
2023-02-04T07:25:00Z,19.021,0.0,Fitbit App
2023-02-04T07:30:00Z,17.043,0.0,Fitbit App
2023-02-04T07:35:00Z,16.011,0.0,Fitbit App
2023-02-04T07:40:00Z,15.336,0.0,Fitbit App
2023-02-04T07:45:00Z,20.419,0.0,Fitbit App
2023-02-04T07:50:00Z,18.498,0.0,Fitbit App
2023-02-04T07:55:00Z,24.988,0.0,Fitbit App
2023-02-04T08:00:00Z,13.703,0.0,Fitbit App
2023-02-04T08:05:00Z,13.184,0.0,Fitbit App
2023-02-04T08:10:00Z,11.904,0.0,Fitbit App
2023-02-04T08:15:00Z,16.509,0.0,Fitbit App
2023-02-04T08:20:00Z,13.782,0.0,Fitbit App
2023-02-04T08:25:00Z,13.744,0.0,Fitbit App
2023-02-04T08:30:00Z,15.386,0.0,Fitbit App
2023-02-04T08:35:00Z,15.562,0.0,Fitbit App
2023-02-04T08:40:00Z,15.374,0.0,Fitbit App
2023-02-04T08:45:00Z,18.286,0.0,Fitbit App
2023-02-04T08:55:00Z,16.45,0.0,Fitbit App
2023-02-04T09:00:00Z,14.639,0.0,Fitbit App
2023-02-04T09:05:00Z,22.525,0.0,Fitbit App
2023-02-04T09:10:00Z,23.758,0.0,Fitbit App
2023-02-04T09:15:00Z,27.809,0.0,Fitbit App
