timestamp,heart rate zone,total minutes,data source
2025-01-04T20:00:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:01:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:06:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:07:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:08:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:09:00Z,FAT_BURN,1,Charge 6
2025-01-04T20:13:00Z,FAT_BURN,1,Charge 6
2025-01-05T01:06:00Z,FAT_BURN,1,Charge 6
2025-01-05T02:44:00Z,FAT_BURN,1,Charge 6
2025-01-05T08:30:00Z,FAT_BURN,1,Charge 6
2025-01-05T08:31:00Z,FAT_BURN,1,Charge 6
2025-01-05T10:30:00Z,FAT_BURN,1,Charge 6
2025-01-05T10:33:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:04:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:05:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:20:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:21:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:43:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:52:00Z,FAT_BURN,1,Charge 6
2025-01-06T19:53:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:02:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:20:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:29:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:39:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:40:00Z,FAT_BURN,1,Charge 6
2025-01-06T20:52:00Z,FAT_BURN,1,Charge 6
2025-01-06T21:08:00Z,FAT_BURN,1,Charge 6
2025-01-06T21:09:00Z,FAT_BURN,1,Charge 6
2025-01-06T22:06:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:03:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:04:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:18:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:20:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:21:00Z,FAT_BURN,1,Charge 6
2025-01-06T23:22:00Z,FAT_BURN,1,Charge 6
