start time,end time,data source
2025-10-29T08:14:00Z,2025-10-29T09:20:00Z,Fitbit App
2025-10-29T09:21:00Z,2025-10-29T10:57:00Z,Fitbit App
2025-10-29T11:07:00Z,2025-10-29T11:19:00Z,Fitbit App
2025-10-29T11:24:00Z,2025-10-29T11:35:00Z,Fitbit App
2025-10-29T11:37:00Z,2025-10-29T11:50:00Z,Fitbit App
2025-10-29T11:52:00Z,2025-10-29T12:28:00Z,Fitbit App
2025-10-29T13:20:00Z,2025-10-29T14:06:00Z,Fitbit App
2025-10-29T14:07:00Z,2025-10-29T14:32:00Z,Fitbit App
2025-10-29T14:33:00Z,2025-10-29T14:46:00Z,Fitbit App
2025-10-29T17:47:00Z,2025-10-29T17:59:00Z,Fitbit App
2025-10-29T18:26:00Z,2025-10-29T19:10:00Z,Fitbit App
2025-10-29T19:25:00Z,2025-10-29T20:28:00Z,Fitbit App
2025-10-29T20:32:00Z,2025-10-29T21:01:00Z,Fitbit App
2025-10-29T21:02:00Z,2025-10-29T21:32:00Z,Fitbit App
