timestamp,steps,data source
2022-02-01T05:58:00Z,6,Charge 4
2022-02-01T06:29:00Z,7,Charge 4
2022-02-01T06:45:00Z,9,Charge 4
2022-02-01T06:46:00Z,15,Charge 4
2022-02-01T06:49:00Z,4,Charge 4
2022-02-01T06:50:00Z,27,Charge 4
2022-02-01T06:53:00Z,7,Charge 4
2022-02-01T06:54:00Z,21,Charge 4
2022-02-01T07:04:00Z,8,Charge 4
2022-02-01T08:13:00Z,7,Charge 4
2022-02-01T08:43:00Z,4,Charge 4
2022-02-01T10:03:00Z,17,Charge 4
2022-02-01T10:21:00Z,17,Charge 4
2022-02-01T10:22:00Z,4,Charge 4
2022-02-01T11:08:00Z,14,Charge 4
2022-02-01T11:09:00Z,10,Charge 4
2022-02-01T11:11:00Z,23,Charge 4
2022-02-01T11:13:00Z,9,Charge 4
2022-02-01T11:14:00Z,17,Charge 4
2022-02-01T11:20:00Z,6,Charge 4
2022-02-01T11:21:00Z,14,Charge 4
2022-02-01T20:05:00Z,20,Charge 4
2022-02-01T20:23:00Z,4,Charge 4
2022-02-01T20:33:00Z,9,Charge 4
2022-02-01T20:55:00Z,10,Charge 4
2022-02-01T21:37:00Z,18,Charge 4
2022-02-01T21:41:00Z,15,Charge 4
2022-02-01T21:42:00Z,12,Charge 4
2022-02-01T22:53:00Z,7,Charge 4
2022-02-01T23:21:00Z,14,Charge 4
2022-02-01T23:22:00Z,6,Charge 4
2022-02-01T23:23:00Z,16,Charge 4
2022-02-01T23:24:00Z,13,Charge 4
2022-02-01T23:25:00Z,8,Charge 4
2022-02-02T01:06:00Z,17,Charge 4
2022-02-02T05:37:00Z,6,Charge 4
2022-02-02T05:38:00Z,12,Charge 4
2022-02-02T05:39:00Z,19,Charge 4
2022-02-02T05:57:00Z,4,Charge 4
2022-02-02T06:38:00Z,9,Charge 4
2022-02-02T07:03:00Z,29,Charge 4
2022-02-02T07:04:00Z,8,Charge 4
2022-02-02T07:06:00Z,20,Charge 4
2022-02-02T07:12:00Z,8,Charge 4
2022-02-02T07:16:00Z,9,Charge 4
2022-02-02T07:21:00Z,6,Charge 4
2022-02-02T07:24:00Z,7,Charge 4
2022-02-02T07:37:00Z,8,Charge 4
2022-02-02T07:42:00Z,8,Charge 4
2022-02-02T07:45:00Z,7,Charge 4
2022-02-02T07:46:00Z,9,Charge 4
2022-02-02T07:56:00Z,10,Charge 4
2022-02-02T07:57:00Z,26,Charge 4
2022-02-02T08:23:00Z,12,Charge 4
2022-02-02T08:58:00Z,8,Charge 4
2022-02-02T08:59:00Z,10,Charge 4
