start time,end time,data source
2022-12-01T00:38:00Z,2022-12-01T00:53:00Z,Fitbit App
2022-12-01T00:59:00Z,2022-12-01T02:53:00Z,Fitbit App
2022-12-01T03:23:00Z,2022-12-01T03:38:00Z,Fitbit App
2022-12-01T07:14:00Z,2022-12-01T08:22:00Z,Fitbit App
2022-12-01T08:27:00Z,2022-12-01T08:48:00Z,Fitbit App
2022-12-01T08:51:00Z,2022-12-01T09:25:00Z,Fitbit App
2022-12-01T10:00:00Z,2022-12-01T10:16:00Z,Fitbit App
2022-12-01T10:17:00Z,2022-12-01T10:36:00Z,Fitbit App
2022-12-01T11:23:00Z,2022-12-01T12:16:00Z,Fitbit App
2022-12-01T12:29:00Z,2022-12-01T12:49:00Z,Fitbit App
2022-12-01T15:15:00Z,2022-12-01T16:04:00Z,Fitbit App
2022-12-01T16:05:00Z,2022-12-01T17:11:00Z,Fitbit App
2022-12-01T17:15:00Z,2022-12-01T18:08:00Z,Fitbit App
2022-12-01T18:14:00Z,2022-12-01T18:32:00Z,Fitbit App
2022-12-01T18:56:00Z,2022-12-01T19:08:00Z,Fitbit App
2022-12-01T19:09:00Z,2022-12-01T19:59:00Z,Fitbit App
2022-12-01T20:01:00Z,2022-12-01T20:17:00Z,Fitbit App
2022-12-01T21:13:00Z,2022-12-01T21:34:00Z,Fitbit App
2022-12-01T21:49:00Z,2022-12-01T22:15:00Z,Fitbit App
2022-12-01T22:16:00Z,2022-12-01T22:32:00Z,Fitbit App
2022-12-01T22:39:00Z,2022-12-01T22:55:00Z,Fitbit App
2022-12-01T23:03:00Z,2022-12-01T23:14:00Z,Fitbit App
2022-12-01T23:18:00Z,2022-12-01T23:36:00Z,Fitbit App
