timestamp,steps,distance millimeters,altitude gain millimeters,data source
2021-02-12T09:40:10Z,0,0,0,Charge 4
2021-02-12T09:40:11Z,2,0,0,Charge 4
2021-02-12T09:40:12Z,2,0,0,Charge 4
2021-02-12T09:40:13Z,2,0,0,Charge 4
2021-02-12T09:40:14Z,3,120,-914,Charge 4
2021-02-12T09:40:15Z,3,270,-304,Charge 4
2021-02-12T09:40:16Z,2,430,0,Charge 4
2021-02-12T09:40:17Z,2,620,-304,Charge 4
2021-02-12T09:40:18Z,2,800,0,Charge 4
2021-02-12T09:40:19Z,2,940,304,Charge 4
2021-02-12T09:40:20Z,2,1010,0,Charge 4
2021-02-12T09:40:21Z,3,1100,0,Charge 4
2021-02-12T09:40:22Z,2,1180,609,Charge 4
2021-02-12T09:40:23Z,2,1220,-609,Charge 4
2021-02-12T09:40:24Z,2,1520,609,Charge 4
2021-02-12T09:40:25Z,2,1540,-304,Charge 4
2021-02-12T09:40:26Z,2,1540,0,Charge 4
2021-02-12T09:40:27Z,3,1560,-304,Charge 4
2021-02-12T09:40:28Z,2,1580,0,Charge 4
2021-02-12T09:40:29Z,2,1590,-304,Charge 4
2021-02-12T09:40:30Z,2,1600,0,Charge 4
2021-02-12T09:40:31Z,2,1620,304,Charge 4
2021-02-12T09:40:32Z,2,1580,304,Charge 4
2021-02-12T09:40:33Z,3,1600,-304,Charge 4
2021-02-12T09:40:34Z,2,1610,304,Charge 4
2021-02-12T09:40:35Z,2,1620,-304,Charge 4
2021-02-12T09:40:36Z,2,1620,609,Charge 4
2021-02-12T09:40:37Z,2,1630,-304,Charge 4
2021-02-12T09:40:38Z,2,1650,-304,Charge 4
2021-02-12T09:40:39Z,3,2200,-304,Charge 4
2021-02-12T09:40:40Z,2,2230,304,Charge 4
2021-02-12T09:40:41Z,2,2240,-914,Charge 4
2021-02-12T09:40:42Z,2,2250,914,Charge 4
2021-02-12T09:40:43Z,2,2240,-304,Charge 4
2021-02-12T09:40:44Z,3,2240,-304,Charge 4
2021-02-12T09:40:45Z,2,2240,609,Charge 4
2021-02-12T09:40:46Z,2,2240,-304,Charge 4
2021-02-12T09:40:47Z,2,2250,914,Charge 4
2021-02-12T09:40:48Z,3,2250,-609,Charge 4
2021-02-12T09:40:49Z,2,2300,-304,Charge 4
2021-02-12T09:40:50Z,2,2300,-304,Charge 4
2021-02-12T09:40:51Z,2,2290,0,Charge 4
2021-02-12T09:40:52Z,2,2300,0,Charge 4
2021-02-12T09:40:53Z,2,2290,-304,Charge 4
2021-02-12T09:40:54Z,3,2290,1219,Charge 4
2021-02-12T09:40:55Z,2,2290,0,Charge 4
2021-02-12T09:40:56Z,2,2290,-609,Charge 4
2021-02-12T09:40:57Z,2,2290,304,Charge 4
2021-02-12T09:40:58Z,2,2290,304,Charge 4
2021-02-12T09:40:59Z,3,2290,0,Charge 4
2021-02-12T09:41:00Z,2,2280,-914,Charge 4
2021-02-12T09:41:01Z,2,2280,304,Charge 4
2021-02-12T09:41:02Z,2,2280,304,Charge 4
2021-02-12T09:41:03Z,2,2280,-609,Charge 4
2021-02-12T09:41:04Z,2,2280,-304,Charge 4
2021-02-12T09:41:05Z,2,2270,0,Charge 4
2021-02-12T09:41:06Z,3,2280,1219,Charge 4
2021-02-12T09:41:07Z,2,2270,304,Charge 4
2021-02-12T09:41:08Z,2,2280,0,Charge 4
2021-02-12T09:41:09Z,2,2270,-914,Charge 4
2021-02-12T09:41:10Z,2,2270,304,Charge 4
2021-02-12T09:41:11Z,2,2270,0,Charge 4
2021-02-12T09:41:12Z,2,2260,-1219,Charge 4
2021-02-12T09:41:13Z,1,1580,914,Charge 4
2021-02-12T09:41:14Z,2,1530,914,Charge 4
2021-02-12T09:41:15Z,2,1490,-609,Charge 4
2021-02-12T09:41:16Z,3,1510,0,Charge 4
2021-02-12T09:41:17Z,1,1500,-1219,Charge 4
2021-02-12T09:41:18Z,2,1500,1219,Charge 4
2021-02-12T09:41:19Z,2,1510,0,Charge 4
2021-02-12T09:41:20Z,2,1510,0,Charge 4
2021-02-12T09:41:21Z,2,1500,609,Charge 4
2021-02-12T09:41:22Z,2,1500,-304,Charge 4
2021-02-12T09:41:23Z,2,1500,304,Charge 4
2021-02-12T09:41:24Z,3,1510,-1524,Charge 4
2021-02-12T09:41:25Z,2,1500,609,Charge 4
2021-02-12T09:41:26Z,2,1520,-609,Charge 4
2021-02-12T09:41:27Z,2,1520,1219,Charge 4
2021-02-12T09:41:28Z,2,1530,0,Charge 4
2021-02-12T09:41:29Z,3,1530,0,Charge 4
2021-02-12T09:41:30Z,2,1530,-304,Charge 4
2021-02-12T09:41:31Z,2,1540,914,Charge 4
2021-02-12T09:41:32Z,2,1540,-304,Charge 4
2021-02-12T09:41:33Z,2,1540,-1219,Charge 4
2021-02-12T09:41:34Z,2,2070,1219,Charge 4
2021-02-12T09:41:35Z,2,2070,-304,Charge 4
2021-02-12T09:41:36Z,2,2070,0,Charge 4
2021-02-12T09:41:37Z,3,2080,-304,Charge 4
2021-02-12T09:41:38Z,2,2080,609,Charge 4
2021-02-12T09:41:39Z,2,2090,0,Charge 4
2021-02-12T09:41:40Z,2,2090,0,Charge 4
2021-02-12T09:41:41Z,2,2090,304,Charge 4
2021-02-12T09:41:42Z,2,2100,-609,Charge 4
2021-02-12T09:41:43Z,2,2090,-304,Charge 4
2021-02-12T09:41:44Z,2,2100,914,Charge 4
2021-02-12T09:41:45Z,2,2090,0,Charge 4
2021-02-12T09:41:46Z,2,2090,-914,Charge 4
2021-02-12T09:41:47Z,2,2100,914,Charge 4
2021-02-12T09:41:48Z,2,2090,0,Charge 4
2021-02-12T09:41:49Z,2,2090,-304,Charge 4
2021-02-12T09:41:50Z,3,2090,-304,Charge 4
2021-02-12T09:41:51Z,1,2090,304,Charge 4
2021-02-12T09:41:52Z,2,2100,609,Charge 4
2021-02-12T09:41:53Z,2,2090,-304,Charge 4
2021-02-12T09:41:54Z,2,2100,-914,Charge 4
2021-02-12T09:41:55Z,2,1500,609,Charge 4
2021-02-12T09:41:56Z,2,1500,609,Charge 4
2021-02-12T09:41:57Z,2,1510,-609,Charge 4
2021-02-12T09:41:58Z,3,1520,304,Charge 4
2021-02-12T09:41:59Z,2,2040,0,Charge 4
2021-02-12T09:42:00Z,2,2040,304,Charge 4
2021-02-12T09:42:01Z,2,2060,0,Charge 4
2021-02-12T09:42:02Z,2,2060,0,Charge 4
2021-02-12T09:42:03Z,3,2060,-914,Charge 4
2021-02-12T09:42:04Z,2,2070,914,Charge 4
2021-02-12T09:42:05Z,2,2080,304,Charge 4
2021-02-12T09:42:06Z,2,2080,-609,Charge 4
2021-02-12T09:42:07Z,2,2080,0,Charge 4
2021-02-12T09:42:08Z,2,2090,0,Charge 4
2021-02-12T09:42:09Z,2,2090,609,Charge 4
2021-02-12T09:42:10Z,2,2080,0,Charge 4
2021-02-12T09:42:11Z,3,2090,304,Charge 4
2021-02-12T09:42:12Z,2,2090,0,Charge 4
2021-02-12T09:42:13Z,2,2100,0,Charge 4
2021-02-12T09:42:14Z,1,2090,-304,Charge 4
2021-02-12T09:43:07Z,0,0,0,Charge 4
2021-02-12T09:43:08Z,2,0,0,Charge 4
2021-02-12T09:43:09Z,2,0,0,Charge 4
2021-02-12T09:43:10Z,2,0,0,Charge 4
2021-02-12T09:43:11Z,4,280,-609,Charge 4
2021-02-12T09:43:12Z,3,390,-1219,Charge 4
2021-02-12T09:43:13Z,3,600,609,Charge 4
2021-02-12T09:43:14Z,2,1140,304,Charge 4
2021-02-12T09:43:15Z,2,1330,304,Charge 4
2021-02-12T09:43:16Z,1,1460,0,Charge 4
2021-02-12T09:43:17Z,2,1520,0,Charge 4
2021-02-12T09:43:18Z,2,1120,304,Charge 4
2021-02-12T09:43:19Z,2,1140,0,Charge 4
2021-02-12T09:43:20Z,2,1370,0,Charge 4
2021-02-12T09:43:21Z,2,1410,-609,Charge 4
2021-02-12T09:43:22Z,1,1390,914,Charge 4
2021-02-12T09:43:23Z,3,1420,-914,Charge 4
