timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-02-02T00:00:00Z,95.3,96.4,96.1,95.6,1.3,Charge 4
2023-02-03T00:00:00Z,95.2,95.1,96.1,95.6,1.3,Charge 4
2023-02-05T00:00:00Z,96.5,95.3,97.7,95.6,1.3,Charge 4
2023-02-08T00:00:00Z,96.3,96.5,96.6,95.5,1.2,Charge 4
2023-02-10T00:00:00Z,95.6,96.6,96.2,95.6,1.2,Charge 4
2023-02-11T00:00:00Z,94.7,92.7,96.9,95.5,1.2,Charge 4
2023-02-12T00:00:00Z,94.7,93.9,95.5,95.5,1.2,Charge 4
2023-02-13T00:00:00Z,95.6,95.3,96.3,95.4,1.2,Charge 4
2023-02-16T00:00:00Z,94.3,92.9,95.7,95.4,1.2,Charge 4
2023-02-17T00:00:00Z,94.8,94.1,95.5,95.4,1.2,Charge 4
2023-02-18T00:00:00Z,95.1,94.8,96.1,95.4,1.2,Charge 4
2023-02-21T00:00:00Z,95.6,90.3,98.4,95.3,1.1,Charge 4
2023-02-22T00:00:00Z,94.9,92.5,96.8,95.3,1.1,Charge 4
2023-02-24T00:00:00Z,94.1,91.2,97.3,95.3,1.1,Charge 4
2023-02-26T00:00:00Z,95.5,93.8,98.0,95.2,1.0,Charge 4
2023-02-27T00:00:00Z,96.9,93.1,100.0,95.3,1.1,Charge 4
2023-02-28T00:00:00Z,94.6,90.2,98.3,95.2,1.1,Charge 4
