timestamp,level,data source
2021-05-01T00:02:00Z,SEDENTARY,Fitbit App
2021-05-01T00:45:00Z,SEDENTARY,Fitbit App
2021-05-01T01:40:00Z,SEDENTARY,Fitbit App
2021-05-01T01:55:00Z,SEDENTARY,Fitbit App
2021-05-01T02:17:00Z,SEDENTARY,Fitbit App
2021-05-01T03:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T03:21:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T03:45:00Z,SEDENTARY,Fitbit App
2021-05-01T04:18:00Z,SEDENTARY,Fitbit App
2021-05-01T04:24:00Z,SEDENTARY,Fitbit App
2021-05-01T05:07:00Z,SEDENTARY,Fitbit App
2021-05-01T05:51:00Z,SEDENTARY,Fitbit App
2021-05-01T06:11:00Z,SEDENTARY,Fitbit App
2021-05-01T06:13:00Z,SEDENTARY,Fitbit App
2021-05-01T06:14:00Z,SEDENTARY,Fitbit App
2021-05-01T06:15:00Z,SEDENTARY,Fitbit App
2021-05-01T06:18:00Z,SEDENTARY,Fitbit App
2021-05-01T06:23:00Z,SEDENTARY,Fitbit App
2021-05-01T06:36:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T06:41:00Z,SEDENTARY,Fitbit App
2021-05-01T06:42:00Z,SEDENTARY,Fitbit App
2021-05-01T06:43:00Z,SEDENTARY,Fitbit App
2021-05-01T06:44:00Z,SEDENTARY,Fitbit App
2021-05-01T06:45:00Z,SEDENTARY,Fitbit App
2021-05-01T06:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T06:47:00Z,SEDENTARY,Fitbit App
2021-05-01T06:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T06:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T06:50:00Z,SEDENTARY,Fitbit App
2021-05-01T06:51:00Z,SEDENTARY,Fitbit App
2021-05-01T06:52:00Z,SEDENTARY,Fitbit App
2021-05-01T06:56:00Z,SEDENTARY,Fitbit App
2021-05-01T06:58:00Z,SEDENTARY,Fitbit App
2021-05-01T06:59:00Z,SEDENTARY,Fitbit App
2021-05-01T07:00:00Z,SEDENTARY,Fitbit App
2021-05-01T07:02:00Z,SEDENTARY,Fitbit App
2021-05-01T07:03:00Z,SEDENTARY,Fitbit App
2021-05-01T07:04:00Z,SEDENTARY,Fitbit App
2021-05-01T07:11:00Z,SEDENTARY,Fitbit App
2021-05-01T07:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T07:13:00Z,SEDENTARY,Fitbit App
2021-05-01T07:14:00Z,SEDENTARY,Fitbit App
2021-05-01T07:15:00Z,SEDENTARY,Fitbit App
2021-05-01T07:16:00Z,SEDENTARY,Fitbit App
2021-05-01T07:17:00Z,SEDENTARY,Fitbit App
2021-05-01T07:18:00Z,SEDENTARY,Fitbit App
2021-05-01T07:19:00Z,SEDENTARY,Fitbit App
2021-05-01T07:20:00Z,SEDENTARY,Fitbit App
2021-05-01T07:21:00Z,SEDENTARY,Fitbit App
2021-05-01T07:27:00Z,SEDENTARY,Fitbit App
2021-05-01T07:28:00Z,SEDENTARY,Fitbit App
2021-05-01T07:29:00Z,SEDENTARY,Fitbit App
2021-05-01T07:30:00Z,SEDENTARY,Fitbit App
2021-05-01T07:34:00Z,SEDENTARY,Fitbit App
2021-05-01T07:36:00Z,SEDENTARY,Fitbit App
2021-05-01T07:38:00Z,SEDENTARY,Fitbit App
2021-05-01T07:41:00Z,SEDENTARY,Fitbit App
2021-05-01T07:42:00Z,SEDENTARY,Fitbit App
2021-05-01T07:43:00Z,SEDENTARY,Fitbit App
2021-05-01T07:46:00Z,SEDENTARY,Fitbit App
2021-05-01T07:47:00Z,SEDENTARY,Fitbit App
2021-05-01T07:50:00Z,SEDENTARY,Fitbit App
2021-05-01T07:51:00Z,SEDENTARY,Fitbit App
2021-05-01T07:53:00Z,SEDENTARY,Fitbit App
2021-05-01T07:56:00Z,SEDENTARY,Fitbit App
2021-05-01T07:58:00Z,SEDENTARY,Fitbit App
2021-05-01T08:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:01:00Z,SEDENTARY,Fitbit App
2021-05-01T08:11:00Z,SEDENTARY,Fitbit App
2021-05-01T08:17:00Z,SEDENTARY,Fitbit App
2021-05-01T08:19:00Z,SEDENTARY,Fitbit App
2021-05-01T08:22:00Z,SEDENTARY,Fitbit App
2021-05-01T08:23:00Z,SEDENTARY,Fitbit App
2021-05-01T08:24:00Z,SEDENTARY,Fitbit App
2021-05-01T08:25:00Z,SEDENTARY,Fitbit App
2021-05-01T08:27:00Z,SEDENTARY,Fitbit App
2021-05-01T08:29:00Z,SEDENTARY,Fitbit App
2021-05-01T08:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:33:00Z,SEDENTARY,Fitbit App
2021-05-01T08:34:00Z,SEDENTARY,Fitbit App
2021-05-01T08:35:00Z,SEDENTARY,Fitbit App
2021-05-01T08:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:38:00Z,SEDENTARY,Fitbit App
2021-05-01T08:39:00Z,SEDENTARY,Fitbit App
2021-05-01T08:40:00Z,SEDENTARY,Fitbit App
2021-05-01T08:44:00Z,SEDENTARY,Fitbit App
2021-05-01T08:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:46:00Z,SEDENTARY,Fitbit App
2021-05-01T08:48:00Z,SEDENTARY,Fitbit App
2021-05-01T08:51:00Z,SEDENTARY,Fitbit App
2021-05-01T08:52:00Z,SEDENTARY,Fitbit App
2021-05-01T08:54:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T08:55:00Z,SEDENTARY,Fitbit App
2021-05-01T08:56:00Z,SEDENTARY,Fitbit App
2021-05-01T08:57:00Z,SEDENTARY,Fitbit App
2021-05-01T09:00:00Z,SEDENTARY,Fitbit App
2021-05-01T09:01:00Z,SEDENTARY,Fitbit App
2021-05-01T09:04:00Z,SEDENTARY,Fitbit App
2021-05-01T09:05:00Z,SEDENTARY,Fitbit App
2021-05-01T09:06:00Z,SEDENTARY,Fitbit App
2021-05-01T09:13:00Z,SEDENTARY,Fitbit App
2021-05-01T09:17:00Z,SEDENTARY,Fitbit App
2021-05-01T09:18:00Z,SEDENTARY,Fitbit App
2021-05-01T09:19:00Z,SEDENTARY,Fitbit App
2021-05-01T09:20:00Z,SEDENTARY,Fitbit App
2021-05-01T09:22:00Z,SEDENTARY,Fitbit App
2021-05-01T09:23:00Z,SEDENTARY,Fitbit App
2021-05-01T09:24:00Z,SEDENTARY,Fitbit App
2021-05-01T09:26:00Z,SEDENTARY,Fitbit App
2021-05-01T09:27:00Z,SEDENTARY,Fitbit App
2021-05-01T09:28:00Z,SEDENTARY,Fitbit App
2021-05-01T09:29:00Z,SEDENTARY,Fitbit App
2021-05-01T09:30:00Z,SEDENTARY,Fitbit App
2021-05-01T09:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:32:00Z,SEDENTARY,Fitbit App
2021-05-01T09:33:00Z,SEDENTARY,Fitbit App
2021-05-01T09:34:00Z,SEDENTARY,Fitbit App
2021-05-01T09:35:00Z,SEDENTARY,Fitbit App
2021-05-01T09:36:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:37:00Z,SEDENTARY,Fitbit App
2021-05-01T09:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:39:00Z,SEDENTARY,Fitbit App
2021-05-01T09:40:00Z,SEDENTARY,Fitbit App
2021-05-01T09:41:00Z,SEDENTARY,Fitbit App
2021-05-01T09:42:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:43:00Z,SEDENTARY,Fitbit App
2021-05-01T09:44:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:46:00Z,SEDENTARY,Fitbit App
2021-05-01T09:47:00Z,SEDENTARY,Fitbit App
2021-05-01T09:48:00Z,SEDENTARY,Fitbit App
2021-05-01T09:49:00Z,SEDENTARY,Fitbit App
2021-05-01T09:50:00Z,SEDENTARY,Fitbit App
2021-05-01T09:51:00Z,SEDENTARY,Fitbit App
2021-05-01T09:52:00Z,SEDENTARY,Fitbit App
2021-05-01T09:53:00Z,SEDENTARY,Fitbit App
2021-05-01T09:54:00Z,SEDENTARY,Fitbit App
2021-05-01T09:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T09:56:00Z,SEDENTARY,Fitbit App
2021-05-01T09:57:00Z,SEDENTARY,Fitbit App
2021-05-01T09:59:00Z,SEDENTARY,Fitbit App
2021-05-01T10:00:00Z,SEDENTARY,Fitbit App
2021-05-01T10:01:00Z,SEDENTARY,Fitbit App
2021-05-01T10:02:00Z,SEDENTARY,Fitbit App
2021-05-01T10:03:00Z,SEDENTARY,Fitbit App
2021-05-01T10:04:00Z,SEDENTARY,Fitbit App
2021-05-01T10:05:00Z,SEDENTARY,Fitbit App
2021-05-01T10:06:00Z,SEDENTARY,Fitbit App
2021-05-01T10:07:00Z,SEDENTARY,Fitbit App
2021-05-01T10:08:00Z,SEDENTARY,Fitbit App
2021-05-01T10:09:00Z,SEDENTARY,Fitbit App
2021-05-01T10:10:00Z,SEDENTARY,Fitbit App
2021-05-01T10:11:00Z,SEDENTARY,Fitbit App
2021-05-01T10:13:00Z,SEDENTARY,Fitbit App
2021-05-01T10:14:00Z,SEDENTARY,Fitbit App
2021-05-01T10:15:00Z,SEDENTARY,Fitbit App
2021-05-01T10:16:00Z,SEDENTARY,Fitbit App
2021-05-01T10:17:00Z,SEDENTARY,Fitbit App
2021-05-01T10:18:00Z,SEDENTARY,Fitbit App
2021-05-01T10:19:00Z,SEDENTARY,Fitbit App
2021-05-01T10:20:00Z,SEDENTARY,Fitbit App
2021-05-01T10:21:00Z,SEDENTARY,Fitbit App
2021-05-01T10:23:00Z,SEDENTARY,Fitbit App
2021-05-01T10:26:00Z,SEDENTARY,Fitbit App
2021-05-01T10:27:00Z,SEDENTARY,Fitbit App
2021-05-01T10:28:00Z,SEDENTARY,Fitbit App
2021-05-01T10:29:00Z,SEDENTARY,Fitbit App
2021-05-01T10:30:00Z,SEDENTARY,Fitbit App
2021-05-01T10:32:00Z,SEDENTARY,Fitbit App
2021-05-01T10:33:00Z,SEDENTARY,Fitbit App
2021-05-01T10:34:00Z,SEDENTARY,Fitbit App
2021-05-01T10:35:00Z,SEDENTARY,Fitbit App
2021-05-01T10:36:00Z,SEDENTARY,Fitbit App
2021-05-01T10:37:00Z,SEDENTARY,Fitbit App
2021-05-01T10:38:00Z,SEDENTARY,Fitbit App
2021-05-01T10:39:00Z,SEDENTARY,Fitbit App
2021-05-01T10:41:00Z,SEDENTARY,Fitbit App
2021-05-01T10:42:00Z,SEDENTARY,Fitbit App
2021-05-01T10:43:00Z,SEDENTARY,Fitbit App
2021-05-01T10:44:00Z,SEDENTARY,Fitbit App
2021-05-01T10:45:00Z,SEDENTARY,Fitbit App
2021-05-01T10:46:00Z,SEDENTARY,Fitbit App
2021-05-01T10:47:00Z,SEDENTARY,Fitbit App
2021-05-01T10:49:00Z,SEDENTARY,Fitbit App
2021-05-01T10:50:00Z,SEDENTARY,Fitbit App
2021-05-01T10:52:00Z,SEDENTARY,Fitbit App
2021-05-01T10:53:00Z,SEDENTARY,Fitbit App
2021-05-01T10:54:00Z,SEDENTARY,Fitbit App
2021-05-01T10:55:00Z,SEDENTARY,Fitbit App
2021-05-01T10:56:00Z,SEDENTARY,Fitbit App
2021-05-01T10:57:00Z,SEDENTARY,Fitbit App
2021-05-01T10:58:00Z,SEDENTARY,Fitbit App
2021-05-01T10:59:00Z,SEDENTARY,Fitbit App
2021-05-01T11:00:00Z,SEDENTARY,Fitbit App
2021-05-01T11:01:00Z,SEDENTARY,Fitbit App
2021-05-01T11:02:00Z,SEDENTARY,Fitbit App
2021-05-01T11:05:00Z,SEDENTARY,Fitbit App
2021-05-01T11:06:00Z,SEDENTARY,Fitbit App
2021-05-01T11:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:08:00Z,SEDENTARY,Fitbit App
2021-05-01T11:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:10:00Z,SEDENTARY,Fitbit App
2021-05-01T11:11:00Z,SEDENTARY,Fitbit App
2021-05-01T11:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:13:00Z,SEDENTARY,Fitbit App
2021-05-01T11:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:15:00Z,SEDENTARY,Fitbit App
2021-05-01T11:19:00Z,SEDENTARY,Fitbit App
2021-05-01T11:23:00Z,SEDENTARY,Fitbit App
2021-05-01T11:24:00Z,SEDENTARY,Fitbit App
2021-05-01T11:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:27:00Z,SEDENTARY,Fitbit App
2021-05-01T11:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:41:00Z,SEDENTARY,Fitbit App
2021-05-01T11:48:00Z,SEDENTARY,Fitbit App
2021-05-01T11:54:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T11:59:00Z,SEDENTARY,Fitbit App
2021-05-01T12:00:00Z,SEDENTARY,Fitbit App
2021-05-01T12:03:00Z,SEDENTARY,Fitbit App
2021-05-01T12:04:00Z,SEDENTARY,Fitbit App
2021-05-01T12:06:00Z,SEDENTARY,Fitbit App
2021-05-01T12:07:00Z,SEDENTARY,Fitbit App
2021-05-01T12:09:00Z,SEDENTARY,Fitbit App
2021-05-01T12:22:00Z,SEDENTARY,Fitbit App
2021-05-01T12:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:28:00Z,SEDENTARY,Fitbit App
2021-05-01T12:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2021-05-01T12:34:00Z,MODERATELY_ACTIVE,Fitbit App
2021-05-01T12:35:00Z,MODERATELY_ACTIVE,Fitbit App
2021-05-01T12:36:00Z,VERY_ACTIVE,Fitbit App
2021-05-01T12:37:00Z,VERY_ACTIVE,Fitbit App
2021-05-01T12:38:00Z,VERY_ACTIVE,Fitbit App
2021-05-01T12:39:00Z,VERY_ACTIVE,Fitbit App
