start time,end time,data source
2023-01-15T00:09:00Z,2023-01-15T00:30:00Z,Fitbit App
2023-01-15T00:34:00Z,2023-01-15T01:07:00Z,Fitbit App
2023-01-15T08:19:00Z,2023-01-15T08:49:00Z,Fitbit App
2023-01-15T08:55:00Z,2023-01-15T09:17:00Z,Fitbit App
2023-01-15T09:19:00Z,2023-01-15T09:45:00Z,Fitbit App
2023-01-15T09:46:00Z,2023-01-15T10:01:00Z,Fitbit App
2023-01-15T10:02:00Z,2023-01-15T10:36:00Z,Fitbit App
2023-01-15T10:42:00Z,2023-01-15T10:53:00Z,Fitbit App
2023-01-15T11:05:00Z,2023-01-15T11:15:00Z,Fitbit App
2023-01-15T11:20:00Z,2023-01-15T11:50:00Z,Fitbit App
2023-01-15T11:51:00Z,2023-01-15T12:32:00Z,Fitbit App
2023-01-15T12:33:00Z,2023-01-15T12:48:00Z,Fitbit App
2023-01-15T12:49:00Z,2023-01-15T14:39:00Z,Fitbit App
2023-01-15T16:06:00Z,2023-01-15T17:25:00Z,Fitbit App
2023-01-15T17:26:00Z,2023-01-15T17:41:00Z,Fitbit App
2023-01-15T17:54:00Z,2023-01-15T18:35:00Z,Fitbit App
2023-01-15T18:57:00Z,2023-01-15T19:47:00Z,Fitbit App
2023-01-15T20:01:00Z,2023-01-15T20:28:00Z,Fitbit App
2023-01-15T20:29:00Z,2023-01-15T20:53:00Z,Fitbit App
2023-01-15T21:39:00Z,2023-01-15T22:51:00Z,Fitbit App
2023-01-15T23:14:00Z,2023-01-15T23:57:00Z,Fitbit App
