timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2025-08-01T00:00:00Z,95.6,95.6,96.4,95.7,1.2,Charge 6
2025-08-02T00:00:00Z,94.0,94.0,94.5,95.6,1.2,Charge 6
2025-08-04T00:00:00Z,96.0,94.0,97.6,95.6,1.2,Charge 6
2025-08-05T00:00:00Z,96.7,95.1,98.5,95.6,1.2,Charge 6
2025-08-06T00:00:00Z,95.1,90.6,98.5,95.6,1.2,Charge 6
2025-08-10T00:00:00Z,96.6,95.6,97.9,95.6,1.2,Charge 6
2025-08-11T00:00:00Z,95.4,94.6,95.8,95.7,1.2,Charge 6
2025-08-12T00:00:00Z,94.9,91.5,97.6,95.6,1.2,Charge 6
2025-08-13T00:00:00Z,94.6,91.5,98.0,95.5,1.2,Charge 6
2025-08-14T00:00:00Z,95.4,93.1,98.3,95.5,1.1,Charge 6
2025-08-15T00:00:00Z,95.4,93.3,97.8,95.5,1.1,Charge 6
2025-08-17T00:00:00Z,96.2,92.4,99.5,95.5,1.1,Charge 6
2025-08-18T00:00:00Z,93.9,92.0,95.9,95.4,1.1,Charge 6
2025-08-19T00:00:00Z,93.2,93.2,93.2,95.2,1.2,Charge 6
2025-08-20T00:00:00Z,97.5,95.8,99.5,95.4,1.2,Charge 6
2025-08-21T00:00:00Z,96.3,94.5,97.8,95.3,1.2,Charge 6
2025-08-22T00:00:00Z,96.7,93.5,99.7,95.4,1.2,Charge 6
2025-08-23T00:00:00Z,94.8,92.0,97.7,95.3,1.2,Charge 6
2025-08-24T00:00:00Z,95.6,92.3,99.2,95.3,1.2,Charge 6
2025-08-26T00:00:00Z,98.5,94.1,100.0,95.3,1.2,Charge 6
2025-08-27T00:00:00Z,95.8,93.3,98.7,95.3,1.2,Charge 6
2025-08-28T00:00:00Z,98.5,96.3,100.0,95.4,1.3,Charge 6
2025-08-29T00:00:00Z,96.9,96.9,98.0,95.5,1.3,Charge 6
2025-08-30T00:00:00Z,94.7,94.2,95.7,95.5,1.3,Charge 6
2025-08-31T00:00:00Z,94.2,91.4,97.5,95.5,1.3,Charge 6
