start time,end time,data source
2022-11-22T06:10:00Z,2022-11-22T06:29:00Z,Fitbit App
2022-11-22T06:35:00Z,2022-11-22T06:58:00Z,Fitbit App
2022-11-22T07:16:00Z,2022-11-22T07:28:00Z,Fitbit App
2022-11-22T07:29:00Z,2022-11-22T08:18:00Z,Fitbit App
2022-11-22T08:45:00Z,2022-11-22T08:58:00Z,Fitbit App
2022-11-22T08:59:00Z,2022-11-22T09:17:00Z,Fitbit App
2022-11-22T09:28:00Z,2022-11-22T09:43:00Z,Fitbit App
2022-11-22T09:44:00Z,2022-11-22T09:58:00Z,Fitbit App
2022-11-22T10:28:00Z,2022-11-22T11:13:00Z,Fitbit App
2022-11-22T11:39:00Z,2022-11-22T11:59:00Z,Fitbit App
2022-11-22T12:00:00Z,2022-11-22T12:32:00Z,Fitbit App
2022-11-22T12:54:00Z,2022-11-22T13:07:00Z,Fitbit App
2022-11-22T13:15:00Z,2022-11-22T13:42:00Z,Fitbit App
2022-11-22T17:07:00Z,2022-11-22T17:28:00Z,Fitbit App
2022-11-22T17:31:00Z,2022-11-22T21:22:00Z,Fitbit App
2022-11-22T21:58:00Z,2022-11-22T22:18:00Z,Fitbit App
2022-11-22T22:20:00Z,2022-11-22T22:50:00Z,Fitbit App
