start time,end time,data source
2023-06-21T05:11:00Z,2023-06-21T06:34:00Z,Fitbit App
2023-06-21T06:55:00Z,2023-06-21T07:40:00Z,Fitbit App
2023-06-21T08:07:00Z,2023-06-21T08:19:00Z,Fitbit App
2023-06-21T08:49:00Z,2023-06-21T09:00:00Z,Fitbit App
2023-06-21T09:01:00Z,2023-06-21T09:47:00Z,Fitbit App
2023-06-21T09:54:00Z,2023-06-21T10:23:00Z,Fitbit App
2023-06-21T10:30:00Z,2023-06-21T11:02:00Z,Fitbit App
2023-06-21T11:04:00Z,2023-06-21T11:31:00Z,Fitbit App
2023-06-21T11:39:00Z,2023-06-21T13:45:00Z,Fitbit App
2023-06-21T13:49:00Z,2023-06-21T14:54:00Z,Fitbit App
2023-06-21T15:01:00Z,2023-06-21T15:12:00Z,Fitbit App
2023-06-21T15:26:00Z,2023-06-21T16:13:00Z,Fitbit App
2023-06-21T16:14:00Z,2023-06-21T16:43:00Z,Fitbit App
2023-06-21T16:48:00Z,2023-06-21T17:32:00Z,Fitbit App
2023-06-21T17:38:00Z,2023-06-21T18:18:00Z,Fitbit App
2023-06-21T18:19:00Z,2023-06-21T19:26:00Z,Fitbit App
2023-06-21T19:27:00Z,2023-06-21T20:45:00Z,Fitbit App
