timestamp,heart rate zone type,kcal,data source
2022-09-01T00:00:00Z,LIGHT,1.52775,Fitbit App
2022-09-01T00:01:00Z,LIGHT,1.52776,Fitbit App
2022-09-01T00:02:00Z,LIGHT,1.52776,Fitbit App
2022-09-01T00:03:00Z,LIGHT,1.52777,Fitbit App
2022-09-01T00:04:00Z,LIGHT,1.52778,Fitbit App
2022-09-01T00:05:00Z,LIGHT,1.52778,Fitbit App
2022-09-01T00:06:00Z,LIGHT,1.52779,Fitbit App
2022-09-01T00:07:00Z,LIGHT,1.52779,Fitbit App
2022-09-01T00:08:00Z,LIGHT,1.5278,Fitbit App
2022-09-01T00:09:00Z,LIGHT,1.52781,Fitbit App
2022-09-01T00:10:00Z,LIGHT,1.52781,Fitbit App
2022-09-01T00:11:00Z,LIGHT,1.52782,Fitbit App
2022-09-01T00:12:00Z,LIGHT,1.52783,Fitbit App
2022-09-01T00:13:00Z,LIGHT,1.52783,Fitbit App
2022-09-01T00:14:00Z,LIGHT,1.52784,Fitbit App
2022-09-01T00:15:00Z,LIGHT,1.52785,Fitbit App
2022-09-01T00:16:00Z,LIGHT,1.52785,Fitbit App
2022-09-01T00:17:00Z,LIGHT,1.52785,Fitbit App
2022-09-01T00:18:00Z,LIGHT,1.52786,Fitbit App
2022-09-01T00:19:00Z,LIGHT,1.52787,Fitbit App
2022-09-01T00:20:00Z,LIGHT,1.52788,Fitbit App
2022-09-01T00:21:00Z,LIGHT,1.52788,Fitbit App
2022-09-01T00:22:00Z,LIGHT,1.52789,Fitbit App
2022-09-01T00:23:00Z,LIGHT,1.5279,Fitbit App
2022-09-01T00:24:00Z,LIGHT,1.5279,Fitbit App
2022-09-01T00:25:00Z,LIGHT,1.52791,Fitbit App
2022-09-01T00:26:00Z,LIGHT,1.52792,Fitbit App
2022-09-01T00:27:00Z,LIGHT,1.52792,Fitbit App
2022-09-01T00:28:00Z,LIGHT,1.52792,Fitbit App
2022-09-01T00:29:00Z,LIGHT,1.52793,Fitbit App
2022-09-01T00:30:00Z,LIGHT,1.52794,Fitbit App
2022-09-01T00:31:00Z,LIGHT,1.52794,Fitbit App
2022-09-01T00:32:00Z,LIGHT,1.52795,Fitbit App
2022-09-01T00:33:00Z,LIGHT,1.52796,Fitbit App
2022-09-01T00:34:00Z,LIGHT,1.52797,Fitbit App
2022-09-01T00:35:00Z,LIGHT,1.52797,Fitbit App
2022-09-01T00:36:00Z,LIGHT,1.52798,Fitbit App
2022-09-01T00:37:00Z,LIGHT,1.52799,Fitbit App
2022-09-01T00:38:00Z,LIGHT,1.52799,Fitbit App
2022-09-01T00:39:00Z,LIGHT,1.52799,Fitbit App
2022-09-01T00:40:00Z,LIGHT,1.528,Fitbit App
2022-09-01T00:41:00Z,LIGHT,1.52801,Fitbit App
2022-09-01T00:42:00Z,LIGHT,1.52801,Fitbit App
2022-09-01T00:43:00Z,LIGHT,1.52802,Fitbit App
2022-09-01T00:44:00Z,LIGHT,1.52803,Fitbit App
2022-09-01T00:45:00Z,LIGHT,1.52804,Fitbit App
2022-09-01T00:46:00Z,LIGHT,1.52804,Fitbit App
2022-09-01T00:47:00Z,LIGHT,1.52805,Fitbit App
2022-09-01T00:48:00Z,LIGHT,1.52806,Fitbit App
2022-09-01T00:49:00Z,LIGHT,1.52806,Fitbit App
2022-09-01T00:50:00Z,LIGHT,1.52806,Fitbit App
2022-09-01T00:51:00Z,LIGHT,1.52807,Fitbit App
2022-09-01T00:52:00Z,LIGHT,1.52808,Fitbit App
2022-09-01T00:53:00Z,LIGHT,1.52808,Fitbit App
2022-09-01T00:54:00Z,LIGHT,1.52809,Fitbit App
2022-09-01T00:55:00Z,LIGHT,1.5281,Fitbit App
2022-09-01T00:56:00Z,LIGHT,1.5281,Fitbit App
2022-09-01T00:57:00Z,LIGHT,1.52811,Fitbit App
2022-09-01T00:58:00Z,LIGHT,1.52812,Fitbit App
2022-09-01T00:59:00Z,LIGHT,1.52813,Fitbit App
2022-09-01T01:00:00Z,LIGHT,1.52813,Fitbit App
2022-09-01T01:01:00Z,LIGHT,1.52813,Fitbit App
2022-09-01T01:02:00Z,LIGHT,1.52814,Fitbit App
2022-09-01T01:03:00Z,LIGHT,1.52815,Fitbit App
2022-09-01T01:04:00Z,LIGHT,1.52815,Fitbit App
2022-09-01T01:05:00Z,LIGHT,1.52816,Fitbit App
2022-09-01T01:06:00Z,LIGHT,1.52817,Fitbit App
2022-09-01T01:07:00Z,LIGHT,1.52817,Fitbit App
2022-09-01T01:08:00Z,LIGHT,1.52818,Fitbit App
2022-09-01T01:09:00Z,LIGHT,1.52819,Fitbit App
2022-09-01T01:10:00Z,LIGHT,1.52819,Fitbit App
2022-09-01T01:11:00Z,LIGHT,1.5282,Fitbit App
2022-09-01T01:12:00Z,LIGHT,1.98666,Fitbit App
2022-09-01T01:13:00Z,LIGHT,1.52821,Fitbit App
2022-09-01T01:14:00Z,LIGHT,1.52822,Fitbit App
2022-09-01T01:15:00Z,LIGHT,1.52822,Fitbit App
2022-09-01T01:16:00Z,LIGHT,1.52823,Fitbit App
2022-09-01T01:17:00Z,LIGHT,1.52824,Fitbit App
2022-09-01T01:18:00Z,LIGHT,1.52824,Fitbit App
2022-09-01T01:19:00Z,LIGHT,1.52825,Fitbit App
2022-09-01T01:20:00Z,LIGHT,1.52826,Fitbit App
2022-09-01T01:21:00Z,LIGHT,1.52826,Fitbit App
2022-09-01T01:22:00Z,LIGHT,1.52827,Fitbit App
2022-09-01T01:23:00Z,LIGHT,1.681097,Fitbit App
2022-09-01T01:24:00Z,LIGHT,1.52828,Fitbit App
2022-09-01T01:25:00Z,LIGHT,1.52828,Fitbit App
2022-09-01T01:26:00Z,LIGHT,1.52829,Fitbit App
2022-09-01T01:27:00Z,LIGHT,1.5283,Fitbit App
2022-09-01T01:28:00Z,LIGHT,1.52831,Fitbit App
2022-09-01T01:29:00Z,LIGHT,1.52831,Fitbit App
2022-09-01T01:30:00Z,LIGHT,1.52832,Fitbit App
2022-09-01T01:31:00Z,LIGHT,1.52833,Fitbit App
2022-09-01T01:32:00Z,LIGHT,1.52833,Fitbit App
2022-09-01T01:33:00Z,LIGHT,1.52834,Fitbit App
2022-09-01T01:34:00Z,LIGHT,1.52835,Fitbit App
2022-09-01T01:35:00Z,LIGHT,1.52835,Fitbit App
2022-09-01T01:36:00Z,LIGHT,1.52835,Fitbit App
2022-09-01T01:37:00Z,LIGHT,1.52836,Fitbit App
2022-09-01T01:38:00Z,LIGHT,1.6812070000000001,Fitbit App
2022-09-01T01:39:00Z,LIGHT,1.52837,Fitbit App
2022-09-01T01:40:00Z,LIGHT,1.52838,Fitbit App
2022-09-01T01:41:00Z,LIGHT,1.52839,Fitbit App
2022-09-01T01:42:00Z,LIGHT,1.5284,Fitbit App
2022-09-01T01:43:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.5284,Fitbit App
2022-09-01T01:44:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.52841,Fitbit App
2022-09-01T01:45:00Z,LIGHT,1.52842,Fitbit App
2022-09-01T01:46:00Z,LIGHT,1.52842,Fitbit App
2022-09-01T01:47:00Z,LIGHT,1.52842,Fitbit App
2022-09-01T01:48:00Z,LIGHT,1.52843,Fitbit App
2022-09-01T01:49:00Z,LIGHT,1.52844,Fitbit App
2022-09-01T01:50:00Z,LIGHT,1.52844,Fitbit App
2022-09-01T01:51:00Z,LIGHT,1.52845,Fitbit App
2022-09-01T01:52:00Z,LIGHT,1.52846,Fitbit App
2022-09-01T01:53:00Z,LIGHT,1.52847,Fitbit App
2022-09-01T01:54:00Z,LIGHT,1.52847,Fitbit App
2022-09-01T01:55:00Z,LIGHT,1.6813280000000002,Fitbit App
2022-09-01T01:56:00Z,LIGHT,1.52849,Fitbit App
2022-09-01T01:57:00Z,LIGHT,1.6813390000000001,Fitbit App
2022-09-01T01:58:00Z,LIGHT,1.52849,Fitbit App
2022-09-01T01:59:00Z,LIGHT,1.6813500000000001,Fitbit App
2022-09-01T02:00:00Z,LIGHT,1.52851,Fitbit App
2022-09-01T02:01:00Z,LIGHT,1.52851,Fitbit App
2022-09-01T02:02:00Z,LIGHT,1.52852,Fitbit App
2022-09-01T02:03:00Z,LIGHT,1.52853,Fitbit App
2022-09-01T02:04:00Z,LIGHT,1.681383,Fitbit App
2022-09-01T02:05:00Z,LIGHT,1.52854,Fitbit App
2022-09-01T02:06:00Z,LIGHT,1.52855,Fitbit App
2022-09-01T02:07:00Z,LIGHT,1.52856,Fitbit App
2022-09-01T02:08:00Z,LIGHT,1.52856,Fitbit App
2022-09-01T02:09:00Z,LIGHT,1.52856,Fitbit App
2022-09-01T02:10:00Z,LIGHT,1.52857,Fitbit App
2022-09-01T02:11:00Z,LIGHT,1.52858,Fitbit App
2022-09-01T02:12:00Z,LIGHT,1.52858,Fitbit App
2022-09-01T02:13:00Z,LIGHT,1.52859,Fitbit App
2022-09-01T02:14:00Z,LIGHT,1.5286,Fitbit App
2022-09-01T02:15:00Z,LIGHT,1.6814600000000002,Fitbit App
2022-09-01T02:16:00Z,LIGHT,1.52861,Fitbit App
2022-09-01T02:17:00Z,LIGHT,1.52862,Fitbit App
2022-09-01T02:18:00Z,LIGHT,1.52862,Fitbit App
2022-09-01T02:19:00Z,LIGHT,1.52863,Fitbit App
2022-09-01T02:20:00Z,LIGHT,1.52863,Fitbit App
2022-09-01T02:21:00Z,LIGHT,1.52864,Fitbit App
2022-09-01T02:22:00Z,LIGHT,1.52865,Fitbit App
2022-09-01T02:23:00Z,LIGHT,1.52865,Fitbit App
2022-09-01T02:24:00Z,LIGHT,1.52866,Fitbit App
2022-09-01T02:25:00Z,LIGHT,1.52867,Fitbit App
2022-09-01T02:26:00Z,LIGHT,1.52867,Fitbit App
2022-09-01T02:27:00Z,LIGHT,1.52868,Fitbit App
2022-09-01T02:28:00Z,LIGHT,1.52869,Fitbit App
2022-09-01T02:29:00Z,LIGHT,1.52869,Fitbit App
2022-09-01T02:30:00Z,LIGHT,1.5287,Fitbit App
2022-09-01T02:31:00Z,LIGHT,1.5287,Fitbit App
2022-09-01T02:32:00Z,LIGHT,1.52871,Fitbit App
2022-09-01T02:33:00Z,LIGHT,1.52871,Fitbit App
2022-09-01T02:34:00Z,LIGHT,1.52872,Fitbit App
2022-09-01T02:35:00Z,LIGHT,1.52873,Fitbit App
2022-09-01T02:36:00Z,LIGHT,1.52874,Fitbit App
2022-09-01T02:37:00Z,LIGHT,1.52874,Fitbit App
2022-09-01T02:38:00Z,LIGHT,1.52875,Fitbit App
2022-09-01T02:39:00Z,LIGHT,1.52876,Fitbit App
2022-09-01T02:40:00Z,LIGHT,1.52876,Fitbit App
2022-09-01T02:41:00Z,LIGHT,1.52877,Fitbit App
2022-09-01T02:42:00Z,LIGHT,1.52877,Fitbit App
2022-09-01T02:43:00Z,LIGHT,1.52878,Fitbit App
2022-09-01T02:44:00Z,LIGHT,1.52878,Fitbit App
2022-09-01T02:45:00Z,LIGHT,1.52879,Fitbit App
2022-09-01T02:46:00Z,LIGHT,1.68168,Fitbit App
2022-09-01T02:47:00Z,LIGHT,1.52881,Fitbit App
