timestamp,steps,distance millimeters,altitude gain millimeters,data source
2023-03-12T12:17:11Z,0,0,0,Charge 4
2023-03-12T12:17:12Z,3,0,0,Charge 4
2023-03-12T12:17:13Z,2,0,0,Charge 4
2023-03-12T12:17:14Z,2,0,0,Charge 4
2023-03-12T13:22:23Z,0,0,0,Charge 4
2023-03-12T13:22:24Z,3,0,0,Charge 4
2023-03-12T13:22:25Z,2,0,0,Charge 4
2023-03-12T13:22:26Z,2,0,0,Charge 4
2023-03-12T18:19:48Z,0,0,0,Charge 4
2023-03-12T18:19:49Z,3,0,0,Charge 4
2023-03-12T18:19:50Z,2,0,0,Charge 4
2023-03-12T18:19:51Z,2,0,0,Charge 4
2023-03-12T18:19:52Z,4,220,0,Charge 4
2023-03-12T18:19:53Z,3,390,-304,Charge 4
2023-03-12T18:19:54Z,2,590,0,Charge 4
2023-03-12T18:19:55Z,3,1150,-304,Charge 4
2023-03-12T18:19:56Z,2,1400,-304,Charge 4
2023-03-12T18:19:57Z,3,1610,0,Charge 4
2023-03-12T18:19:58Z,2,1710,-609,Charge 4
2023-03-12T18:19:59Z,2,1710,-609,Charge 4
2023-03-12T18:20:10Z,0,0,0,Charge 4
