timestamp,gain,data source
2022-11-01T09:31:00Z,3048,Charge 4
2022-11-01T10:14:00Z,3048,Charge 4
2022-11-01T10:27:00Z,6096,Charge 4
2022-11-01T10:30:00Z,6096,Charge 4
2022-11-01T10:45:00Z,3048,Charge 4
2022-11-01T11:19:00Z,3048,Charge 4
2022-11-01T14:47:00Z,3048,Charge 4
2022-11-01T14:53:00Z,3048,Charge 4
2022-11-01T21:54:00Z,3048,Charge 4
2022-11-02T07:10:00Z,3048,Charge 4
2022-11-02T08:00:00Z,3048,Charge 4
2022-11-02T08:01:00Z,3048,Charge 4
2022-11-02T08:02:00Z,3048,Charge 4
2022-11-02T08:03:00Z,3048,Charge 4
2022-11-02T08:08:00Z,3048,Charge 4
2022-11-02T08:09:00Z,3048,Charge 4
2022-11-02T08:10:00Z,3048,Charge 4
2022-11-02T09:09:00Z,3048,Charge 4
2022-11-02T09:16:00Z,3048,Charge 4
2022-11-02T11:19:00Z,3048,Charge 4
2022-11-02T11:51:00Z,3048,Charge 4
2022-11-02T13:12:00Z,3048,Charge 4
2022-11-02T13:23:00Z,3048,Charge 4
2022-11-02T14:55:00Z,3048,Charge 4
2022-11-02T15:16:00Z,3048,Charge 4
2022-11-02T15:17:00Z,3048,Charge 4
2022-11-02T15:18:00Z,3048,Charge 4
2022-11-02T15:20:00Z,6096,Charge 4
2022-11-02T17:19:00Z,6096,Charge 4
2022-11-02T17:20:00Z,3048,Charge 4
2022-11-02T17:22:00Z,3048,Charge 4
2022-11-02T17:23:00Z,6096,Charge 4
2022-11-02T17:24:00Z,9144,Charge 4
2022-11-02T17:25:00Z,3048,Charge 4
2022-11-02T21:49:00Z,3048,Charge 4
2022-11-03T08:48:00Z,3048,Charge 4
2022-11-03T09:36:00Z,3048,Charge 4
2022-11-03T13:17:00Z,3048,Charge 4
2022-11-03T13:30:00Z,3048,Charge 4
2022-11-03T14:51:00Z,3048,Charge 4
2022-11-03T14:52:00Z,3048,Charge 4
2022-11-03T14:55:00Z,3048,Charge 4
2022-11-03T14:57:00Z,3048,Charge 4
2022-11-03T15:37:00Z,3048,Charge 4
2022-11-03T16:24:00Z,3048,Charge 4
2022-11-03T16:51:00Z,3048,Charge 4
2022-11-03T16:56:00Z,3048,Charge 4
2022-11-03T17:13:00Z,3048,Charge 4
2022-11-03T19:13:00Z,3048,Charge 4
2022-11-03T19:30:00Z,3048,Charge 4
2022-11-04T09:52:00Z,3048,Charge 4
2022-11-04T09:56:00Z,3048,Charge 4
2022-11-04T10:27:00Z,3048,Charge 4
2022-11-04T11:43:00Z,3048,Charge 4
2022-11-06T12:17:00Z,3048,Charge 4
2022-11-06T12:36:00Z,3048,Charge 4
2022-11-06T12:45:00Z,3048,Charge 4
2022-11-06T13:14:00Z,3048,Charge 4
2022-11-06T13:15:00Z,3048,Charge 4
2022-11-06T13:17:00Z,3048,Charge 4
2022-11-06T13:18:00Z,3048,Charge 4
2022-11-06T15:30:00Z,6096,Charge 4
2022-11-06T15:31:00Z,3048,Charge 4
2022-11-06T15:35:00Z,3048,Charge 4
2022-11-06T15:37:00Z,6096,Charge 4
2022-11-06T15:39:00Z,6096,Charge 4
2022-11-06T16:10:00Z,3048,Charge 4
2022-11-06T16:11:00Z,3048,Charge 4
2022-11-06T16:21:00Z,3048,Charge 4
2022-11-06T16:22:00Z,3048,Charge 4
2022-11-06T16:24:00Z,3048,Charge 4
2022-11-06T16:27:00Z,3048,Charge 4
2022-11-06T16:32:00Z,6096,Charge 4
2022-11-06T16:38:00Z,3048,Charge 4
2022-11-07T06:33:00Z,3048,Charge 4
2022-11-07T07:21:00Z,6096,Charge 4
2022-11-07T07:33:00Z,3048,Charge 4
2022-11-07T14:37:00Z,3048,Charge 4
2022-11-07T14:38:00Z,3048,Charge 4
2022-11-07T14:42:00Z,3048,Charge 4
2022-11-07T16:37:00Z,3048,Charge 4
2022-11-07T16:38:00Z,3048,Charge 4
2022-11-07T16:39:00Z,3048,Charge 4
2022-11-07T17:12:00Z,3048,Charge 4
2022-11-07T17:13:00Z,3048,Charge 4
2022-11-07T17:51:00Z,3048,Charge 4
2022-11-07T17:54:00Z,3048,Charge 4
2022-11-08T11:48:00Z,3048,Charge 4
2022-11-08T12:35:00Z,3048,Charge 4
2022-11-08T12:59:00Z,3048,Charge 4
2022-11-08T13:47:00Z,3048,Charge 4
2022-11-08T17:11:00Z,3048,Charge 4
2022-11-08T17:59:00Z,3048,Charge 4
2022-11-09T07:24:00Z,3048,Charge 4
2022-11-09T07:26:00Z,3048,Charge 4
2022-11-09T07:30:00Z,3048,Charge 4
2022-11-09T08:17:00Z,6096,Charge 4
2022-11-09T08:20:00Z,3048,Charge 4
2022-11-09T08:21:00Z,6096,Charge 4
2022-11-09T11:29:00Z,6096,Charge 4
2022-11-09T11:30:00Z,6096,Charge 4
2022-11-09T11:31:00Z,6096,Charge 4
2022-11-09T11:54:00Z,6096,Charge 4
2022-11-09T12:40:00Z,3048,Charge 4
2022-11-09T12:41:00Z,3048,Charge 4
2022-11-09T12:42:00Z,3048,Charge 4
2022-11-09T12:56:00Z,3048,Charge 4
2022-11-09T13:10:00Z,3048,Charge 4
2022-11-09T13:11:00Z,3048,Charge 4
2022-11-09T13:13:00Z,3048,Charge 4
2022-11-09T13:14:00Z,3048,Charge 4
2022-11-09T13:15:00Z,3048,Charge 4
2022-11-09T13:16:00Z,3048,Charge 4
2022-11-09T13:17:00Z,3048,Charge 4
2022-11-09T16:37:00Z,3048,Charge 4
2022-11-09T16:38:00Z,3048,Charge 4
2022-11-09T16:40:00Z,6096,Charge 4
2022-11-09T17:20:00Z,3048,Charge 4
2022-11-09T18:46:00Z,3048,Charge 4
2022-11-09T18:54:00Z,3048,Charge 4
2022-11-09T18:56:00Z,3048,Charge 4
2022-11-10T00:27:00Z,3048,Charge 4
2022-11-10T14:22:00Z,3048,Charge 4
2022-11-10T15:39:00Z,3048,Charge 4
2022-11-10T15:44:00Z,3048,Charge 4
2022-11-10T17:02:00Z,3048,Charge 4
2022-11-10T17:03:00Z,3048,Charge 4
2022-11-10T17:20:00Z,3048,Charge 4
2022-11-10T17:21:00Z,6096,Charge 4
2022-11-10T17:31:00Z,3048,Charge 4
2022-11-10T20:21:00Z,3048,Charge 4
2022-11-10T20:45:00Z,3048,Charge 4
2022-11-10T20:49:00Z,3048,Charge 4
2022-11-10T20:50:00Z,9144,Charge 4
2022-11-10T21:17:00Z,3048,Charge 4
2022-11-10T21:18:00Z,3048,Charge 4
2022-11-10T21:22:00Z,3048,Charge 4
2022-11-10T21:23:00Z,3048,Charge 4
2022-11-10T21:24:00Z,3048,Charge 4
2022-11-10T21:25:00Z,3048,Charge 4
2022-11-10T21:28:00Z,3048,Charge 4
2022-11-10T23:35:00Z,3048,Charge 4
2022-11-11T08:11:00Z,3048,Charge 4
2022-11-11T09:56:00Z,3048,Charge 4
2022-11-11T19:37:00Z,3048,Charge 4
2022-11-11T21:51:00Z,3048,Charge 4
2022-11-11T21:52:00Z,3048,Charge 4
2022-11-11T21:54:00Z,3048,Charge 4
2022-11-11T22:00:00Z,3048,Charge 4
2022-11-12T00:09:00Z,3048,Charge 4
2022-11-12T16:33:00Z,3048,Charge 4
2022-11-12T16:43:00Z,3048,Charge 4
2022-11-12T17:30:00Z,3048,Charge 4
2022-11-12T17:52:00Z,3048,Charge 4
2022-11-12T18:06:00Z,3048,Charge 4
2022-11-12T18:07:00Z,3048,Charge 4
2022-11-12T18:16:00Z,3048,Charge 4
2022-11-13T00:22:00Z,3048,Charge 4
2022-11-13T12:44:00Z,3048,Charge 4
2022-11-13T14:35:00Z,3048,Charge 4
2022-11-13T14:39:00Z,3048,Charge 4
2022-11-13T16:16:00Z,3048,Charge 4
2022-11-13T16:34:00Z,3048,Charge 4
2022-11-13T16:43:00Z,3048,Charge 4
2022-11-13T16:46:00Z,3048,Charge 4
2022-11-13T16:48:00Z,3048,Charge 4
2022-11-13T21:42:00Z,3048,Charge 4
2022-11-13T21:46:00Z,3048,Charge 4
2022-11-14T08:37:00Z,3048,Charge 4
2022-11-14T08:48:00Z,3048,Charge 4
2022-11-14T08:59:00Z,9144,Charge 4
2022-11-14T09:36:00Z,6096,Charge 4
2022-11-14T09:40:00Z,3048,Charge 4
2022-11-14T09:50:00Z,3048,Charge 4
2022-11-14T09:53:00Z,3048,Charge 4
2022-11-14T09:54:00Z,6096,Charge 4
2022-11-14T10:03:00Z,3048,Charge 4
2022-11-14T10:04:00Z,3048,Charge 4
2022-11-14T10:06:00Z,3048,Charge 4
2022-11-14T10:09:00Z,3048,Charge 4
2022-11-14T16:10:00Z,6096,Charge 4
2022-11-14T16:11:00Z,3048,Charge 4
2022-11-14T16:12:00Z,6096,Charge 4
2022-11-14T16:13:00Z,3048,Charge 4
2022-11-14T16:16:00Z,6096,Charge 4
2022-11-14T16:19:00Z,3048,Charge 4
2022-11-14T16:21:00Z,3048,Charge 4
2022-11-14T16:57:00Z,3048,Charge 4
2022-11-14T16:59:00Z,3048,Charge 4
2022-11-14T17:01:00Z,6096,Charge 4
2022-11-14T17:02:00Z,6096,Charge 4
2022-11-14T17:03:00Z,3048,Charge 4
2022-11-14T17:05:00Z,3048,Charge 4
2022-11-14T17:23:00Z,3048,Charge 4
2022-11-14T17:40:00Z,3048,Charge 4
2022-11-14T18:47:00Z,3048,Charge 4
2022-11-14T19:58:00Z,3048,Charge 4
2022-11-14T22:37:00Z,3048,Charge 4
2022-11-15T06:25:00Z,3048,Charge 4
2022-11-15T07:27:00Z,3048,Charge 4
2022-11-15T07:28:00Z,3048,Charge 4
2022-11-15T07:54:00Z,3048,Charge 4
2022-11-15T07:56:00Z,3048,Charge 4
2022-11-15T07:57:00Z,3048,Charge 4
2022-11-15T07:58:00Z,3048,Charge 4
2022-11-15T08:00:00Z,3048,Charge 4
2022-11-15T08:01:00Z,3048,Charge 4
2022-11-15T08:03:00Z,3048,Charge 4
2022-11-15T08:04:00Z,3048,Charge 4
2022-11-15T13:48:00Z,3048,Charge 4
2022-11-15T14:18:00Z,3048,Charge 4
2022-11-15T14:25:00Z,3048,Charge 4
2022-11-15T14:33:00Z,3048,Charge 4
2022-11-15T15:12:00Z,3048,Charge 4
