timestamp,floors,data source
2020-09-05T13:07:00Z,1,Fitbit App
2020-09-05T13:15:00Z,2,Fitbit App
2020-09-05T13:19:00Z,1,Fitbit App
2020-09-05T13:26:00Z,1,Fitbit App
2020-09-05T13:28:00Z,1,Fitbit App
2020-09-05T13:34:00Z,1,Fitbit App
2020-09-05T13:37:00Z,1,Fitbit App
2020-09-05T13:57:00Z,1,Fitbit App
2020-09-05T14:26:00Z,1,Fitbit App
2020-09-05T14:53:00Z,2,Fitbit App
2020-09-05T14:54:00Z,2,Fitbit App
2020-09-05T14:55:00Z,1,Fitbit App
2020-09-06T14:38:00Z,1,Fitbit App
2020-09-06T14:42:00Z,1,Fitbit App
2020-09-06T14:43:00Z,1,Fitbit App
2020-09-06T14:45:00Z,1,Fitbit App
2020-09-06T14:55:00Z,1,Fitbit App
2020-09-06T14:59:00Z,1,Fitbit App
2020-09-06T15:05:00Z,1,Fitbit App
2020-09-06T15:34:00Z,2,Fitbit App
2020-09-06T15:38:00Z,1,Fitbit App
2020-09-06T15:39:00Z,1,Fitbit App
2020-09-06T15:40:00Z,1,Fitbit App
2020-09-06T15:41:00Z,2,Fitbit App
2020-09-10T08:03:00Z,1,Fitbit App
2020-09-10T08:26:00Z,1,Fitbit App
2020-09-10T08:30:00Z,1,Fitbit App
2020-09-10T09:32:00Z,1,Fitbit App
2020-09-10T09:34:00Z,1,Fitbit App
2020-09-10T10:30:00Z,1,Fitbit App
2020-09-10T10:33:00Z,1,Fitbit App
2020-09-10T10:34:00Z,1,Fitbit App
2020-09-10T10:44:00Z,3,Fitbit App
2020-09-10T11:09:00Z,1,Fitbit App
2020-09-10T11:11:00Z,1,Fitbit App
2020-09-10T11:12:00Z,1,Fitbit App
2020-09-10T11:13:00Z,2,Fitbit App
2020-09-10T11:15:00Z,1,Fitbit App
2020-09-10T11:16:00Z,2,Fitbit App
2020-09-10T11:17:00Z,1,Fitbit App
2020-09-10T11:24:00Z,1,Fitbit App
2020-09-10T11:25:00Z,2,Fitbit App
2020-09-10T11:27:00Z,1,Fitbit App
2020-09-10T11:28:00Z,2,Fitbit App
2020-09-10T11:29:00Z,2,Fitbit App
2020-09-10T11:30:00Z,1,Fitbit App
2020-09-10T11:31:00Z,2,Fitbit App
