start time,end time,data source
2024-06-12T05:08:00Z,2024-06-12T05:28:00Z,Fitbit App
2024-06-12T05:29:00Z,2024-06-12T05:39:00Z,Fitbit App
2024-06-12T05:40:00Z,2024-06-12T05:52:00Z,Fitbit App
2024-06-12T06:12:00Z,2024-06-12T06:38:00Z,Fitbit App
2024-06-12T07:23:00Z,2024-06-12T08:41:00Z,Fitbit App
2024-06-12T08:42:00Z,2024-06-12T10:05:00Z,Fitbit App
2024-06-12T11:11:00Z,2024-06-12T11:43:00Z,Fitbit App
2024-06-12T12:14:00Z,2024-06-12T12:36:00Z,Fitbit App
2024-06-12T12:40:00Z,2024-06-12T14:15:00Z,Fitbit App
2024-06-12T14:23:00Z,2024-06-12T14:36:00Z,Fitbit App
2024-06-12T15:42:00Z,2024-06-12T16:00:00Z,Fitbit App
2024-06-12T16:06:00Z,2024-06-12T16:23:00Z,Fitbit App
2024-06-12T16:29:00Z,2024-06-12T16:43:00Z,Fitbit App
2024-06-12T17:13:00Z,2024-06-12T17:37:00Z,Fitbit App
2024-06-12T18:30:00Z,2024-06-12T18:40:00Z,Fitbit App
2024-06-12T18:41:00Z,2024-06-12T19:48:00Z,Fitbit App
2024-06-12T20:05:00Z,2024-06-12T20:24:00Z,Fitbit App
2024-06-12T20:25:00Z,2024-06-12T21:20:00Z,Fitbit App
