timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2023-01-02T00:00:00Z,96.3,95.4,97.4,95.2,1.5,Charge 4
2023-01-04T00:00:00Z,97.1,99.4,94.9,95.2,1.5,Charge 4
2023-01-05T00:00:00Z,94.4,94.7,94.2,95.2,1.5,Charge 4
2023-01-06T00:00:00Z,96.4,95.9,97.3,95.2,1.5,Charge 4
2023-01-07T00:00:00Z,95.2,91.4,99.4,95.2,1.5,Charge 4
2023-01-09T00:00:00Z,97.6,96.7,98.6,95.4,1.6,Charge 4
2023-01-10T00:00:00Z,96.4,94.9,99.4,95.4,1.6,Charge 4
2023-01-13T00:00:00Z,93.9,94.6,94.8,95.4,1.6,Charge 4
2023-01-14T00:00:00Z,97.2,92.7,100.0,95.6,1.6,Charge 4
2023-01-15T00:00:00Z,95.4,94.5,95.2,95.6,1.5,Charge 4
2023-01-16T00:00:00Z,94.9,93.4,95.7,95.6,1.5,Charge 4
2023-01-18T00:00:00Z,96.0,91.4,99.2,95.5,1.5,Charge 4
2023-01-19T00:00:00Z,93.3,91.5,94.6,95.5,1.5,Charge 4
2023-01-20T00:00:00Z,97.2,96.1,98.3,95.7,1.4,Charge 4
2023-01-21T00:00:00Z,94.0,93.6,94.4,95.6,1.4,Charge 4
2023-01-22T00:00:00Z,95.3,95.5,96.0,95.6,1.4,Charge 4
2023-01-23T00:00:00Z,92.9,91.6,94.7,95.6,1.5,Charge 4
2023-01-24T00:00:00Z,95.3,93.1,98.3,95.5,1.5,Charge 4
2023-01-25T00:00:00Z,96.4,93.4,98.2,95.5,1.5,Charge 4
2023-01-26T00:00:00Z,95.9,94.0,98.3,95.5,1.5,Charge 4
2023-01-27T00:00:00Z,96.1,94.9,96.7,95.5,1.5,Charge 4
2023-01-29T00:00:00Z,96.4,96.2,96.9,95.7,1.2,Charge 4
2023-01-30T00:00:00Z,92.9,92.5,94.0,95.6,1.3,Charge 4
2023-01-31T00:00:00Z,96.0,96.5,96.3,95.6,1.3,Charge 4
