timestamp,temperature celsius,data source
2024-08-17T10:20:00Z,29.3,Charge 5
2024-08-17T10:21:00Z,30.6,Charge 5
2024-08-17T10:22:00Z,31.4,Charge 5
2024-08-17T10:23:00Z,32.0,Charge 5
2024-08-17T10:24:00Z,32.6,Charge 5
2024-08-17T10:25:00Z,33.1,Charge 5
2024-08-17T10:26:00Z,33.5,Charge 5
2024-08-17T10:27:00Z,33.9,Charge 5
2024-08-17T10:28:00Z,34.2,Charge 5
2024-08-17T10:29:00Z,34.6,Charge 5
2024-08-17T10:30:00Z,34.8,Charge 5
2024-08-17T10:31:00Z,35.0,Charge 5
2024-08-17T10:32:00Z,35.2,Charge 5
2024-08-17T10:33:00Z,35.4,Charge 5
2024-08-17T10:34:00Z,35.7,Charge 5
2024-08-17T14:56:00Z,35.7,Charge 5
2024-08-17T14:57:00Z,35.9,Charge 5
2024-08-17T14:58:00Z,36.0,Charge 5
2024-08-17T14:59:00Z,36.1,Charge 5
2024-08-17T15:00:00Z,36.2,Charge 5
2024-08-17T15:01:00Z,36.3,Charge 5
2024-08-17T15:02:00Z,36.4,Charge 5
2024-08-17T15:03:00Z,36.4,Charge 5
2024-08-17T15:04:00Z,36.6,Charge 5
2024-08-17T15:05:00Z,36.6,Charge 5
2024-08-17T15:06:00Z,37.0,Charge 5
2024-08-17T15:07:00Z,37.1,Charge 5
2024-08-17T15:08:00Z,37.3,Charge 5
2024-08-17T15:09:00Z,37.4,Charge 5
2024-08-17T15:10:00Z,37.5,Charge 5
2024-08-17T15:11:00Z,37.6,Charge 5
2024-08-17T15:12:00Z,37.6,Charge 5
2024-08-17T15:13:00Z,37.4,Charge 5
2024-08-17T15:14:00Z,37.6,Charge 5
2024-08-17T15:15:00Z,37.7,Charge 5
2024-08-17T15:16:00Z,37.7,Charge 5
2024-08-17T15:17:00Z,37.8,Charge 5
2024-08-17T15:18:00Z,37.8,Charge 5
2024-08-17T15:19:00Z,37.8,Charge 5
2024-08-17T15:20:00Z,37.8,Charge 5
2024-08-17T15:21:00Z,37.8,Charge 5
2024-08-17T15:22:00Z,37.9,Charge 5
2024-08-17T15:23:00Z,37.9,Charge 5
2024-08-17T15:24:00Z,37.8,Charge 5
2024-08-17T15:25:00Z,37.8,Charge 5
2024-08-17T15:26:00Z,37.9,Charge 5
2024-08-17T15:27:00Z,37.8,Charge 5
2024-08-17T15:28:00Z,37.8,Charge 5
2024-08-17T15:29:00Z,37.9,Charge 5
2024-08-17T15:30:00Z,37.8,Charge 5
2024-08-17T15:31:00Z,37.8,Charge 5
2024-08-17T15:32:00Z,37.8,Charge 5
2024-08-17T15:33:00Z,37.8,Charge 5
2024-08-17T15:34:00Z,37.8,Charge 5
2024-08-17T15:35:00Z,37.8,Charge 5
2024-08-17T15:36:00Z,37.8,Charge 5
2024-08-17T15:37:00Z,37.8,Charge 5
2024-08-17T15:38:00Z,37.7,Charge 5
2024-08-17T15:39:00Z,37.8,Charge 5
2024-08-17T15:40:00Z,37.7,Charge 5
2024-08-17T15:41:00Z,37.7,Charge 5
2024-08-17T15:42:00Z,37.7,Charge 5
2024-08-17T15:43:00Z,37.7,Charge 5
2024-08-17T15:44:00Z,37.6,Charge 5
2024-08-17T15:45:00Z,37.5,Charge 5
2024-08-17T15:46:00Z,37.4,Charge 5
2024-08-17T15:47:00Z,37.4,Charge 5
2024-08-17T15:48:00Z,37.3,Charge 5
2024-08-17T15:49:00Z,37.2,Charge 5
2024-08-17T15:50:00Z,37.2,Charge 5
2024-08-17T15:51:00Z,37.2,Charge 5
2024-08-17T15:52:00Z,37.0,Charge 5
2024-08-17T15:53:00Z,37.1,Charge 5
2024-08-17T15:54:00Z,37.1,Charge 5
2024-08-17T15:55:00Z,37.0,Charge 5
2024-08-17T15:56:00Z,36.9,Charge 5
2024-08-17T15:57:00Z,36.9,Charge 5
2024-08-17T15:58:00Z,36.9,Charge 5
2024-08-17T15:59:00Z,36.8,Charge 5
2024-08-17T16:00:00Z,36.8,Charge 5
2024-08-17T16:01:00Z,36.8,Charge 5
2024-08-17T16:02:00Z,36.8,Charge 5
2024-08-17T16:03:00Z,36.7,Charge 5
2024-08-17T16:04:00Z,36.7,Charge 5
2024-08-17T16:05:00Z,36.7,Charge 5
2024-08-17T16:06:00Z,36.7,Charge 5
2024-08-17T16:07:00Z,36.6,Charge 5
2024-08-17T16:08:00Z,36.6,Charge 5
2024-08-17T16:09:00Z,36.6,Charge 5
2024-08-17T16:10:00Z,36.5,Charge 5
2024-08-17T16:11:00Z,36.6,Charge 5
2024-08-17T16:12:00Z,36.5,Charge 5
2024-08-17T16:13:00Z,36.6,Charge 5
2024-08-17T16:14:00Z,36.5,Charge 5
2024-08-17T16:15:00Z,36.5,Charge 5
2024-08-17T16:16:00Z,36.5,Charge 5
2024-08-17T16:17:00Z,36.4,Charge 5
2024-08-17T16:18:00Z,36.4,Charge 5
2024-08-17T16:19:00Z,36.4,Charge 5
2024-08-17T16:20:00Z,36.4,Charge 5
2024-08-17T16:21:00Z,36.4,Charge 5
2024-08-17T16:22:00Z,36.4,Charge 5
2024-08-17T16:23:00Z,36.4,Charge 5
2024-08-17T16:24:00Z,36.5,Charge 5
2024-08-17T16:25:00Z,36.4,Charge 5
2024-08-17T16:26:00Z,36.4,Charge 5
2024-08-17T16:27:00Z,36.4,Charge 5
2024-08-17T16:28:00Z,36.4,Charge 5
2024-08-17T16:29:00Z,36.4,Charge 5
2024-08-17T16:30:00Z,36.4,Charge 5
2024-08-17T16:31:00Z,36.4,Charge 5
2024-08-17T16:32:00Z,36.4,Charge 5
2024-08-17T16:33:00Z,36.4,Charge 5
2024-08-17T16:34:00Z,36.4,Charge 5
2024-08-17T16:35:00Z,36.4,Charge 5
2024-08-17T16:36:00Z,36.2,Charge 5
2024-08-17T16:37:00Z,36.0,Charge 5
2024-08-17T16:38:00Z,36.0,Charge 5
2024-08-17T16:39:00Z,35.9,Charge 5
2024-08-17T16:40:00Z,35.9,Charge 5
2024-08-17T16:41:00Z,35.9,Charge 5
2024-08-17T16:42:00Z,35.8,Charge 5
2024-08-17T16:43:00Z,35.7,Charge 5
2024-08-17T16:44:00Z,35.7,Charge 5
2024-08-17T16:45:00Z,35.7,Charge 5
2024-08-17T16:46:00Z,35.7,Charge 5
2024-08-17T16:47:00Z,35.7,Charge 5
2024-08-17T16:48:00Z,35.6,Charge 5
2024-08-17T16:49:00Z,35.5,Charge 5
2024-08-17T16:50:00Z,35.4,Charge 5
2024-08-17T16:51:00Z,35.6,Charge 5
2024-08-17T16:52:00Z,35.9,Charge 5
2024-08-17T16:53:00Z,35.8,Charge 5
2024-08-17T16:54:00Z,35.9,Charge 5
2024-08-17T16:55:00Z,36.0,Charge 5
2024-08-17T16:56:00Z,35.9,Charge 5
2024-08-17T16:57:00Z,36.0,Charge 5
2024-08-17T16:58:00Z,36.0,Charge 5
2024-08-17T16:59:00Z,36.0,Charge 5
2024-08-17T17:00:00Z,36.0,Charge 5
2024-08-17T17:01:00Z,36.0,Charge 5
2024-08-17T17:02:00Z,36.0,Charge 5
2024-08-17T17:03:00Z,36.0,Charge 5
2024-08-17T17:04:00Z,36.0,Charge 5
2024-08-17T17:05:00Z,36.0,Charge 5
2024-08-17T17:06:00Z,36.0,Charge 5
2024-08-17T17:07:00Z,36.0,Charge 5
2024-08-17T17:08:00Z,36.0,Charge 5
2024-08-17T17:09:00Z,36.0,Charge 5
2024-08-17T17:10:00Z,36.0,Charge 5
2024-08-17T17:11:00Z,36.0,Charge 5
2024-08-17T17:12:00Z,36.0,Charge 5
2024-08-17T17:13:00Z,36.0,Charge 5
2024-08-17T17:14:00Z,36.0,Charge 5
2024-08-17T17:15:00Z,36.0,Charge 5
2024-08-17T17:16:00Z,35.9,Charge 5
2024-08-17T17:17:00Z,36.0,Charge 5
2024-08-17T17:18:00Z,36.0,Charge 5
2024-08-17T17:19:00Z,36.0,Charge 5
2024-08-17T17:20:00Z,36.0,Charge 5
2024-08-17T17:21:00Z,36.0,Charge 5
2024-08-17T17:22:00Z,36.0,Charge 5
2024-08-17T17:23:00Z,36.0,Charge 5
2024-08-17T17:24:00Z,36.0,Charge 5
2024-08-17T17:25:00Z,36.0,Charge 5
2024-08-17T17:26:00Z,36.1,Charge 5
2024-08-17T17:27:00Z,36.1,Charge 5
2024-08-17T17:28:00Z,36.1,Charge 5
2024-08-17T17:29:00Z,36.1,Charge 5
2024-08-17T17:30:00Z,36.1,Charge 5
2024-08-17T17:31:00Z,36.1,Charge 5
2024-08-17T17:32:00Z,36.2,Charge 5
2024-08-17T17:33:00Z,36.1,Charge 5
2024-08-17T17:34:00Z,36.2,Charge 5
2024-08-17T17:35:00Z,36.2,Charge 5
2024-08-17T17:36:00Z,36.2,Charge 5
2024-08-17T17:37:00Z,36.2,Charge 5
2024-08-17T17:38:00Z,36.2,Charge 5
2024-08-17T17:39:00Z,36.3,Charge 5
2024-08-17T17:40:00Z,36.3,Charge 5
2024-08-17T17:41:00Z,36.3,Charge 5
2024-08-17T17:42:00Z,36.3,Charge 5
2024-08-17T17:43:00Z,36.3,Charge 5
2024-08-17T17:44:00Z,36.3,Charge 5
2024-08-17T17:45:00Z,36.3,Charge 5
2024-08-17T17:46:00Z,36.4,Charge 5
2024-08-17T17:47:00Z,36.4,Charge 5
2024-08-17T17:48:00Z,36.3,Charge 5
2024-08-17T17:49:00Z,36.4,Charge 5
2024-08-17T17:50:00Z,36.3,Charge 5
2024-08-17T17:51:00Z,36.4,Charge 5
2024-08-17T17:52:00Z,36.4,Charge 5
2024-08-17T17:53:00Z,36.4,Charge 5
2024-08-17T17:54:00Z,36.4,Charge 5
2024-08-17T17:55:00Z,36.4,Charge 5
2024-08-17T17:56:00Z,36.4,Charge 5
2024-08-17T17:57:00Z,36.4,Charge 5
2024-08-17T17:58:00Z,36.5,Charge 5
2024-08-17T17:59:00Z,36.4,Charge 5
2024-08-17T18:00:00Z,36.5,Charge 5
2024-08-17T18:01:00Z,36.5,Charge 5
2024-08-17T18:02:00Z,36.4,Charge 5
2024-08-17T18:03:00Z,36.4,Charge 5
2024-08-17T18:04:00Z,36.5,Charge 5
2024-08-17T18:05:00Z,36.5,Charge 5
2024-08-17T18:06:00Z,36.2,Charge 5
2024-08-17T18:07:00Z,36.5,Charge 5
2024-08-17T18:08:00Z,36.5,Charge 5
2024-08-17T18:09:00Z,36.5,Charge 5
2024-08-17T18:10:00Z,36.5,Charge 5
2024-08-17T18:11:00Z,36.6,Charge 5
2024-08-17T18:12:00Z,36.5,Charge 5
2024-08-17T18:13:00Z,36.5,Charge 5
2024-08-17T18:14:00Z,36.5,Charge 5
2024-08-17T18:15:00Z,36.5,Charge 5
2024-08-17T18:16:00Z,36.5,Charge 5
2024-08-17T18:17:00Z,36.6,Charge 5
2024-08-17T18:18:00Z,36.6,Charge 5
2024-08-17T18:19:00Z,36.6,Charge 5
2024-08-17T18:20:00Z,36.6,Charge 5
